종가,저가,고가,시가,MA5,WMA,PER,foreign_보유수량,MA20
82000,81700,82300,82000,82380.0,82229.09090909091,25.9,3268100154,82445.0
81800,81800,82900,82600,82180.0,82178.18181818182,25.84,3267180599,82425.0
81000,80700,81600,81000,81920.0,81974.54545454546,25.58,3266317850,82375.0
81200,80800,82100,81000,81580.0,81805.45454545454,25.65,3264408772,82335.0
81500,81000,81600,81400,81500.0,81705.45454545454,25.74,3264830252,82145.0
81600,81000,81700,81700,81420.0,81647.27272727272,25.77,3258121957,82100.0
82200,81300,82300,81600,81500.0,81701.81818181818,25.96,3257127680,82030.0
81400,81400,82700,82400,81580.0,81621.81818181818,25.71,3257725119,81900.0
82900,82000,83000,82500,81920.0,81830.90909090909,26.18,3256074914,81925.0
84800,83900,85200,84000,82580.0,82385.45454545454,26.78,3259535433,82060.0
85400,84800,86000,85800,83340.0,82996.36363636363,26.97,3267290287,82230.0
86000,85100,86200,86200,84100.0,83654.54545454546,27.16,3267440600,82460.0
85600,85400,86200,86100,84940.0,84163.63636363637,27.04,3271158749,82695.0
84700,84100,85700,85700,85300.0,84425.45454545454,26.75,3272436879,82830.0
83600,83400,84900,84700,85060.0,84423.63636363637,26.41,3273004512,82870.0
83200,83100,84100,84100,84620.0,84310.90909090909,26.28,3271099802,82940.0
84000,82800,84500,83000,84220.0,84314.54545454546,26.53,3270329201,83000.0
84000,83400,84300,84000,83900.0,84285.45454545454,26.53,3271372520,83085.0
84100,83400,84500,83700,83780.0,84227.27272727272,26.56,3270748402,83145.0
83900,83600,84700,84700,83840.0,84110.90909090909,26.5,3272141989,83245.0
83300,83300,84000,83800,83860.0,83901.81818181818,26.31,3272186178,83310.0
83900,83100,84000,83300,83840.0,83840.0,26.5,3269072510,83415.0
82600,82500,83500,83300,83560.0,83580.0,26.09,3270278628,83495.0
82400,82400,83000,82900,83220.0,83338.18181818182,26.03,3266494529,83555.0
82800,81600,82900,81900,83000.0,83210.90909090909,26.15,3263990365,83620.0
83500,82600,83500,82900,83040.0,83225.45454545454,26.37,3263599412,83715.0
82900,82500,83300,83200,82840.0,83125.45454545454,26.18,3265687928,83750.0
82100,82100,83200,83200,82740.0,82900.0,25.93,3265438313,83785.0
81700,81500,82500,82400,82600.0,82636.36363636363,25.81,3264990763,83725.0
81500,81500,82100,81900,82340.0,82380.0,25.74,3260097260,83560.0
81700,81000,82400,81000,81980.0,82203.63636363637,21.27,3258849859,83375.0
82600,81800,82600,81900,81920.0,82220.0,21.5,3256406820,83205.0
82300,81700,82300,81700,81960.0,82205.45454545454,21.43,3256407953,83040.0
81900,81500,82100,81800,82000.0,82123.63636363637,21.32,3253205313,82900.0
83200,81800,83500,82300,82340.0,82287.27272727272,21.66,3251083459,82880.0
81200,81100,82600,82500,82240.0,82080.0,21.14,3251848864,82780.0
80000,79800,81200,80800,81720.0,81696.36363636363,20.83,3242042872,82580.0
78500,78400,79600,78900,80960.0,81092.72727272728,20.44,3227754040,82305.0
80100,78900,80300,79000,80600.0,80845.45454545454,20.85,3217413668,82105.0
79600,79200,80900,80800,79880.0,80536.36363636363,20.72,3217923668,81890.0
79600,79100,80000,79600,79560.0,80261.81818181818,20.72,3214309759,81705.0
79500,79100,79700,79400,79460.0,80007.27272727272,20.7,3208800002,81485.0
80100,79800,81500,80100,79780.0,79918.18181818182,20.85,3207236831,81360.0
79700,79500,80400,80100,79700.0,79796.36363636363,20.75,3207925179,81225.0
79900,79800,80400,80000,79760.0,79750.90909090909,20.8,3206181770,81080.0
79800,79700,80500,80400,79800.0,79747.27272727272,20.78,3204448953,80895.0
79600,79100,80000,80000,79820.0,79732.72727272728,20.72,3204501037,80730.0
80100,79400,80400,79800,79820.0,79816.36363636363,20.85,3202395127,80630.0
80500,79600,80600,80300,79980.0,79943.63636363637,20.96,3202216626,80570.0
80600,80100,81300,80500,80120.0,80081.81818181818,20.98,3205303096,80525.0
80800,80300,81400,80400,80320.0,80238.18181818182,21.04,3204935078,80480.0
82800,81100,83000,81300,80960.0,80736.36363636363,21.56,3207323153,80490.0
82200,81500,82700,82700,81380.0,81065.45454545454,21.4,3213116605,80485.0
81900,81600,82800,82700,81660.0,81301.81818181818,21.32,3214233961,80485.0
81900,81800,82600,82300,81920.0,81498.18181818182,21.32,3212693024,80420.0
81100,81100,82000,81500,81980.0,81512.72727272728,21.11,3211600027,80415.0
81000,80900,81400,81300,81620.0,81485.45454545454,21.09,3212681753,80465.0
81000,80700,81700,81200,81380.0,81432.72727272728,21.09,3215229880,80590.0
80500,80500,80900,80800,81100.0,81272.72727272728,20.96,3212193494,80610.0
80900,80600,81200,80900,80900.0,81185.45454545454,21.06,3211149472,80675.0
81800,81100,81900,81500,81040.0,81256.36363636363,21.3,3211443684,80785.0
80900,80700,81300,81100,81020.0,81145.45454545454,21.06,3214255737,80855.0
80500,80500,81100,81100,80920.0,80996.36363636363,20.96,3212953323,80875.0
79900,79600,80000,79700,80800.0,80769.09090909091,20.8,3207338893,80885.0
80000,79900,80300,80200,80620.0,80596.36363636363,20.83,3203322816,80890.0
80100,79900,80600,80500,80280.0,80476.36363636363,20.85,3200914330,80905.0
81200,80100,81400,80400,80340.0,80574.54545454546,21.14,3199699965,80985.0
81600,81200,81900,81500,80560.0,80741.81818181818,21.24,3200254966,81060.0
81900,81600,82000,81700,80960.0,80952.72727272728,21.32,3197927629,81130.0
81000,80800,82100,81900,81160.0,80974.54545454546,21.09,3195921890,81150.0
80700,80700,81400,81100,81280.0,80940.0,21.01,3196595391,81145.0
80100,80000,80600,80500,81060.0,80816.36363636363,20.85,3197972858,81010.0
80000,79900,80400,80000,80740.0,80689.09090909091,20.83,3196312492,80900.0
80400,80000,80800,80100,80440.0,80643.63636363637,20.93,3193717319,80825.0
81200,80500,81200,80600,80480.0,80734.54545454546,21.14,3196417750,80790.0
80800,80300,81300,81200,80500.0,80730.90909090909,21.04,3199362447,80775.0
79900,79900,81200,81100,80460.0,80550.90909090909,20.8,3199054531,80720.0
79400,79000,79800,79600,80340.0,80303.63636363637,20.67,3197746705,80640.0
79700,79500,80000,79900,80200.0,80150.90909090909,20.75,3192132743,80600.0
79800,79800,80200,80000,79920.0,80056.36363636363,20.78,3191604737,80545.0
79500,79100,79600,79400,79660.0,79929.09090909091,20.7,3191630904,80430.0
80600,79500,80600,79800,79800.0,80023.63636363637,20.98,3190684427,80415.0
79800,79500,80100,80100,79880.0,79963.63636363637,20.78,3193263425,80380.0
79000,78800,79200,79100,79740.0,79761.81818181818,20.57,3193163350,80335.0
79000,78400,79000,78500,79580.0,79585.45454545454,20.57,3189583194,80285.0
78500,78500,79100,79000,79380.0,79358.18181818182,20.44,3188008549,80205.0
79700,78900,79800,79000,79200.0,79390.90909090909,20.75,3185039483,80130.0
79300,79200,79900,79700,79100.0,79354.54545454546,20.65,3184618715,80015.0
78800,78800,79500,79400,79060.0,79229.09090909091,20.52,3183658531,79860.0
78500,78500,79400,79200,78960.0,79065.45454545454,20.44,3181799133,79735.0
79200,78100,79200,78300,79100.0,79052.72727272728,20.62,3179979589,79660.0
79000,78800,79400,78800,78960.0,79009.09090909091,20.57,3177400497,79605.0
78500,78500,78900,78900,78800.0,78903.63636363637,20.44,3175354918,79530.0
79300,78700,79500,79200,78900.0,78967.27272727272,20.65,3174312347,79475.0
81400,79300,81400,79400,79480.0,79407.27272727272,21.19,3173149797,79485.0
82900,81800,83100,82200,80220.0,80076.36363636363,21.58,3180124904,79590.0
82100,82000,83300,83300,80840.0,80520.0,21.37,3186502396,79700.0
81500,81300,82500,81900,81440.0,80810.90909090909,21.22,3185051554,79805.0
81500,80900,82300,81500,81880.0,81061.81818181818,21.22,3185025999,79895.0
80200,80100,82400,82300,81640.0,81027.27272727272,20.88,3184372600,79915.0
78500,78500,79800,79600,80760.0,80652.72727272728,20.44,3179164920,79865.0
77000,76900,78200,77100,79740.0,80018.18181818182,20.05,3165414955,79685.0
74400,74100,76000,75800,78320.0,78947.27272727272,19.37,3143306092,79415.0
74200,74000,75100,74000,76860.0,77914.54545454546,19.32,3111669685,79175.0
73900,73100,74600,73900,75600.0,76920.0,19.24,3105523779,78920.0
73100,73100,74400,73500,74520.0,75916.36363636363,19.03,3095882723,78650.0
72700,72500,73900,73500,73660.0,75018.18181818182,18.93,3093363069,78300.0
73300,73000,74000,73300,73440.0,74400.0,19.08,3089956042,78000.0
75600,73900,75700,73900,73720.0,74349.09090909091,19.68,3086666037,77840.0
75700,74900,76600,76200,74080.0,74423.63636363637,19.71,3086546459,77700.0
74600,74600,76200,76100,74380.0,74380.0,19.42,3087018920,77470.0
74300,73800,75000,74300,74700.0,74352.72727272728,19.34,3085382639,77235.0
74600,74200,75500,75400,74960.0,74429.09090909091,19.42,3082551823,77040.0
76700,74300,76700,74900,75180.0,74883.63636363637,19.97,3081269320,76910.0
76800,75900,77100,76700,75400.0,75310.90909090909,19.99,3086583135,76680.0
76000,75700,76800,76800,75680.0,75540.0,19.79,3089750731,76335.0
76600,76000,76700,76400,76140.0,75825.45454545454,19.94,3090172940,76060.0
77300,76600,77600,76800,76680.0,76167.27272727272,20.12,3092365274,75850.0
76100,75900,77100,77100,76560.0,76218.18181818182,19.81,3093996705,75580.0
76300,75600,76400,76000,76460.0,76296.36363636363,19.86,3091550861,75385.0
75300,75000,76600,76400,76320.0,76181.81818181818,19.6,3092280317,75225.0
75300,74800,75600,75300,76060.0,76054.54545454546,19.6,3093037545,75140.0
76300,75100,76300,75200,75860.0,76090.90909090909,19.86,3090731987,75235.0
76600,76600,77700,77100,75960.0,76150.90909090909,19.94,3092071304,75355.0
77000,76400,77400,77400,76100.0,76285.45454545454,20.05,3095054410,75510.0
76100,76100,77400,77300,76260.0,76252.72727272728,19.81,3096837350,75660.0
77200,75900,77200,76300,76640.0,76418.18181818182,20.1,3097299623,75885.0
77400,76800,77600,77500,76860.0,76609.09090909091,20.15,3100359225,76090.0
77300,77100,77700,77600,77000.0,76780.0,20.12,3103382931,76175.0
77700,77000,77700,77300,77140.0,77001.81818181818,20.23,3102925959,76275.0
76300,76200,77800,77700,77180.0,76943.63636363637,19.86,3104435106,76360.0
74100,73800,75300,74800,76560.0,76467.27272727272,19.29,3103497069,76350.0
74100,73700,74800,74300,75900.0,76012.72727272728,19.29,3095827752,76325.0
73200,72900,74000,73900,75080.0,75434.54545454546,19.06,3095733139,76150.0
72200,71400,73000,73000,73980.0,74736.36363636363,18.8,3094712253,75920.0
71300,71200,72800,72600,72980.0,73961.81818181818,18.56,3093131069,75685.0
71600,71300,72100,71600,72480.0,73329.09090909091,18.64,3092231981,75435.0
71500,71500,72400,72300,71960.0,72780.0,18.61,3089882875,75145.0
69000,68700,70900,70700,71120.0,71883.63636363637,17.96,3090175975,74790.0
68800,68300,69600,68700,70440.0,71101.81818181818,17.91,3080162246,74415.0
69400,68800,69800,69000,70060.0,70590.90909090909,18.07,3075283601,74120.0
70100,70000,71000,70200,69760.0,70332.72727272728,18.25,3071448628,73860.0
70200,69200,70300,70200,69500.0,70165.45454545454,18.28,3069826224,73555.0
70600,70400,71000,70800,69820.0,70141.81818181818,18.38,3070897588,73255.0
70300,70200,71000,70700,70120.0,70110.90909090909,18.3,3070171398,72920.0
70200,70000,70600,70300,70280.0,70096.36363636363,18.28,3070611559,72625.0
70400,70000,70700,70000,70340.0,70138.18181818182,18.33,3070336913,72285.0
70200,69500,70600,69900,70340.0,70165.45454545454,18.28,3069832851,71925.0
71100,70400,71500,70600,70440.0,70380.0,18.51,3067885855,71615.0
70100,70000,71000,71000,70400.0,70374.54545454546,18.25,3067149192,71235.0
70700,69500,72200,69500,70500.0,70454.54545454546,18.41,3064865957,70955.0
69800,69700,71600,71200,70380.0,70347.27272727272,18.17,3062518472,70740.0
69900,69900,70600,70200,70320.0,70263.63636363637,18.2,3060205727,70530.0
71500,70700,72200,70800,70400.0,70476.36363636363,18.61,3058190916,70445.0
70400,70100,71700,71700,70460.0,70472.72727272728,18.33,3060167270,70355.0
70600,70500,71600,71200,70440.0,70503.63636363637,18.38,3059065811,70320.0
70200,70200,71600,71600,70520.0,70454.54545454546,18.28,3058404703,70250.0
70600,69800,70600,70400,70660.0,70481.81818181818,18.38,3057134234,70205.0
70500,70100,71000,70300,70460.0,70483.63636363637,18.35,3056304871,70280.0
70200,70200,70900,70300,70420.0,70441.81818181818,18.28,3055616932,70350.0
69900,69600,70000,69900,70280.0,70343.63636363637,18.2,3056799933,70375.0
70600,69900,70900,70200,70360.0,70387.27272727272,18.38,3054608273,70400.0
71400,70900,71900,71700,70520.0,70561.81818181818,18.59,3055401501,70460.0
71300,71300,72000,71500,70680.0,70690.90909090909,18.56,3055775808,70495.0
70700,70600,71600,71300,70780.0,70714.54545454546,18.41,3056810197,70515.0
70200,70200,71000,70700,70840.0,70641.81818181818,18.28,3058073050,70515.0
71200,70100,71400,70400,70960.0,70758.18181818182,18.54,3057107813,70555.0
74900,73000,75200,73300,71660.0,71529.09090909091,19.5,3057238483,70790.0
75300,74500,76000,76000,72460.0,72294.54545454546,19.6,3062955404,71000.0
74800,74100,76200,76000,73280.0,72881.81818181818,19.47,3067840236,71235.0
73700,73600,75100,75100,73980.0,73185.45454545454,19.19,3069324554,71385.0
72300,72000,74100,73500,74200.0,73165.45454545454,18.82,3068971254,71510.0
72300,71400,73000,71700,73680.0,73114.54545454546,18.82,3067813632,71630.0
71300,70500,73900,73200,72880.0,72865.45454545454,18.56,3067319467,71620.0
74400,71600,74800,72000,72800.0,73180.0,19.37,3068920019,71820.0
75800,73800,75800,73900,73220.0,73681.81818181818,19.73,3074418410,72080.0
75600,74100,76000,75600,73880.0,74045.45454545454,19.68,3080746334,72350.0
76300,74900,76700,75100,74680.0,74456.36363636363,19.86,3080115934,72635.0
77400,75600,77700,76100,75900.0,75041.81818181818,20.15,3082624125,72980.0
77400,77100,78600,78300,76500.0,75589.09090909091,20.15,3086841083,73340.0
78200,77000,78200,77400,76980.0,76234.54545454546,20.36,3087544462,73755.0
76900,76800,77600,77400,77240.0,76561.81818181818,20.02,3090313315,74070.0
76800,76500,78300,77200,77340.0,76787.27272727272,19.99,3089584636,74340.0
77000,76200,77200,76500,77260.0,76967.27272727272,20.05,3089433335,74625.0
77600,76300,77600,76400,77300.0,77152.72727272728,20.2,3090439244,74970.0
77800,77400,78500,78500,77220.0,77316.36363636363,20.26,3091535191,75350.0
78000,76800,78000,76800,77440.0,77480.0,20.31,3091429414,75690.0
77100,76800,77800,77600,77500.0,77436.36363636363,20.07,3093663631,75800.0
78100,77500,78300,77900,77720.0,77560.0,20.33,3093679484,75940.0
79400,78800,79400,78900,78080.0,77907.27272727272,20.67,3092965809,76170.0
79900,79300,80000,79800,78500.0,78309.09090909091,20.8,3097680262,76480.0
80500,80200,80800,80200,79000.0,78789.09090909091,20.96,3098069341,76890.0
80200,79800,80600,80600,79620.0,79149.09090909091,20.88,3097931384,77285.0
80300,79700,80400,80200,80060.0,79465.45454545454,20.91,3096948541,77735.0
78800,78500,80200,80200,79940.0,79449.09090909091,20.52,3097454661,77955.0
78300,78100,79500,78900,79620.0,79320.0,20.39,3098662986,78080.0
78600,78200,79800,79400,79240.0,79236.36363636363,20.46,3099478430,78230.0
78700,78300,79200,78800,78940.0,79160.0,20.49,3102550526,78350.0
77400,76400,79000,78800,78360.0,78818.18181818182,20.15,3103048671,78350.0
76900,76600,77600,76700,77980.0,78398.18181818182,20.02,3103895896,78325.0
78300,77400,78400,78100,77980.0,78278.18181818182,20.39,3106253145,78330.0
78000,77100,78100,78100,77860.0,78132.72727272728,20.31,3111061474,78385.0
78900,78000,79000,78400,77900.0,78196.36363636363,20.54,3113132717,78490.0
78900,78600,79600,79500,78200.0,78283.63636363637,20.54,3116356289,78585.0
77900,77900,79300,79300,78400.0,78214.54545454546,20.28,3115915421,78600.0
77300,77100,78100,77700,78200.0,78052.72727272728,20.12,3116075243,78575.0
77500,76900,77800,77600,78100.0,77945.45454545454,20.18,3117552257,78550.0
77000,76600,77800,77600,77720.0,77767.27272727272,20.05,3117959691,78545.0
76300,76100,76900,76500,77200.0,77492.72727272728,19.86,3118023630,78455.0
76500,75900,76700,76200,76920.0,77274.54545454546,19.92,3118392997,78310.0
75600,74700,75800,75800,76580.0,76900.0,19.68,3117795313,78095.0
75100,74700,75800,75400,76100.0,76483.63636363637,19.55,3117247105,77825.0
74000,73200,75000,74800,75500.0,75920.0,19.27,3116047012,77515.0
73300,73100,74400,73900,74900.0,75318.18181818182,19.08,3114698940,77165.0
71300,71300,74000,73800,73860.0,74454.54545454546,18.56,3114044092,76790.0
73300,71200,73700,71300,73400.0,74074.54545454546,19.08,3112838107,76540.0
73300,73300,74900,74900,73040.0,73767.27272727272,19.08,3111153714,76275.0
74000,73400,74600,74300,73040.0,73663.63636363637,19.27,3109572363,76040.0
73000,72400,73600,73500,72980.0,73432.72727272728,19.01,3109609756,75820.0
73500,73000,74200,73800,73420.0,73352.72727272728,19.14,3110031872,75650.0
74700,74000,74700,74300,73700.0,73545.45454545454,19.45,3111102662,75470.0
75400,74700,75800,75600,74120.0,73881.81818181818,19.63,3112900044,75340.0
74900,74600,75500,75000,74300.0,74121.81818181818,19.5,3115543854,75140.0
73700,73100,74500,74400,74440.0,74127.27272727272,19.19,3117353123,74880.0
73700,73100,74200,74100,74480.0,74125.45454545454,19.19,3116292643,74670.0
74800,74200,74900,74600,74500.0,74280.0,19.47,3116067143,74545.0
75000,74500,75600,75000,74420.0,74443.63636363637,19.53,3116571603,74420.0
74300,73700,74800,74600,74300.0,74449.09090909091,19.34,3118576239,74285.0
74200,72600,74300,73200,74400.0,74430.90909090909,19.32,3117727291,74180.0
73400,72800,73400,73000,74340.0,74245.45454545454,19.11,3117625028,74025.0
73000,72800,73800,73800,73980.0,73989.09090909091,19.01,3117822707,73895.0
71500,71300,72300,72300,73280.0,73490.90909090909,18.61,3117740151,73715.0
71900,71900,72600,72100,72800.0,73136.36363636363,18.72,3115355464,73610.0
72100,71000,72100,71100,72380.0,72872.72727272728,18.77,3113269708,73550.0
71700,71500,72400,72300,72040.0,72565.45454545454,18.67,3110841967,73570.0
72900,72200,73100,72300,72020.0,72512.72727272728,18.98,3110034648,73550.0
71500,71200,72700,72700,72020.0,72240.0,18.61,3110344369,73460.0
70100,69900,70600,70000,71660.0,71776.36363636363,18.25,3107060417,73265.0
69500,68700,70000,68800,71140.0,71280.0,18.09,3102408223,73090.0
71200,70500,71200,70800,71040.0,71178.18181818182,18.54,3099620605,72975.0
70000,69700,70700,70500,70460.0,70898.18181818182,18.22,3097577483,72740.0
70200,69600,70200,70000,70200.0,70709.09090909091,18.28,3093568319,72480.0
69500,69500,70100,69800,70080.0,70416.36363636363,18.09,3094484038,72210.0
70400,69700,70500,70200,70260.0,70330.90909090909,18.33,3092555334,72045.0
71200,70900,71800,71200,70260.0,70421.81818181818,18.54,3091452092,71920.0
70700,70200,70900,70600,70400.0,70430.90909090909,18.41,3091552597,71715.0
69900,69900,71000,70900,70340.0,70334.54545454546,18.2,3091699762,71460.0
70300,69900,70500,69900,70500.0,70340.0,18.3,3089271501,71260.0
70500,70300,71200,70600,70520.0,70378.18181818182,18.35,3089354161,71075.0
69800,69600,70300,69600,70240.0,70270.90909090909,18.17,3088812825,70895.0
69800,69600,70200,70100,70060.0,70189.09090909091,18.17,3102609703,70735.0
69700,69200,69900,69500,70020.0,70092.72727272728,18.15,3098667379,70645.0
70200,69800,70300,70000,70000.0,70096.36363636363,18.28,3094548397,70560.0
69900,69800,70500,70300,69880.0,70032.72727272728,18.2,3091884171,70450.0
69600,69600,70200,69900,69840.0,69923.63636363637,18.12,3089790039,70345.0
69100,69000,69500,69500,69700.0,69752.72727272728,17.99,3084994797,70155.0
69300,68600,69300,68900,69620.0,69647.27272727272,18.04,3082137564,70045.0
69200,69100,69600,69400,69420.0,69534.54545454546,18.02,3081006161,70000.0
68500,68500,68800,68600,69140.0,69314.54545454546,17.83,3081232660,69950.0
68000,68000,68500,68500,68820.0,69040.0,17.7,3075816897,69790.0
67800,67700,68300,68100,68560.0,68761.81818181818,17.65,3070934667,69680.0
67900,67400,68100,67800,68280.0,68538.18181818182,17.68,3066657575,69565.0
67000,67000,67700,67600,67840.0,68183.63636363637,17.44,3065148043,69440.0
68700,67200,69000,67300,67880.0,68196.36363636363,17.89,3062235805,69355.0
67500,67500,68700,68700,67780.0,68012.72727272728,17.57,3062361353,69170.0
66600,66500,67300,67200,67540.0,67703.63636363637,17.34,3059796940,68965.0
66700,66100,67100,66500,67300.0,67458.18181818182,17.37,3057315064,68805.0
67300,67000,68000,67100,67360.0,67369.09090909091,17.52,3055918638,68655.0
67400,66500,67400,67000,67100.0,67332.72727272728,17.55,3054836528,68500.0
67700,67500,68300,67600,67140.0,67370.90909090909,17.63,3052739125,68395.0
67000,66700,67300,67200,67220.0,67287.27272727272,17.44,3052732371,68255.0
66300,66300,66700,66500,67140.0,67090.90909090909,17.26,3052203489,68085.0
66100,66100,66700,66400,66900.0,66887.27272727272,17.21,3049261871,67880.0
65000,64900,65500,65400,66420.0,66500.0,16.92,3045105055,67635.0
64800,64500,65500,65400,65840.0,66143.63636363637,16.87,3040658556,67395.0
67400,65000,67600,65100,65920.0,66309.09090909091,17.55,3037059382,67310.0
67300,66500,67600,66600,66120.0,66441.81818181818,11.65,3038436890,67210.0
67500,67300,68400,67400,66400.0,66600.0,11.68,3037644971,67125.0
67900,67500,68400,68000,66980.0,66827.27272727272,11.75,3038107622,67095.0
66500,66500,67100,67000,67320.0,66790.90909090909,11.51,3037899793,67020.0
66100,66100,66900,66300,67060.0,66703.63636363637,11.44,3033670013,66935.0
65700,65300,66300,65900,66740.0,66560.0,11.37,3033311477,66825.0
65700,65200,66300,65500,66380.0,66427.27272727272,11.37,3031704540,66760.0
64900,64900,65500,65200,65780.0,66156.36363636363,11.23,3031551829,66570.0
66500,65200,66700,65300,65780.0,66178.18181818182,11.51,3029850742,66520.0
66300,66100,67400,67100,65820.0,66132.72727272728,11.48,3028851086,66505.0
67600,66600,67900,66600,66200.0,66343.63636363637,11.7,3029374506,66550.0
68100,67600,68700,68300,66680.0,66640.0,11.79,3029334692,66590.0
67500,66500,67600,66500,67200.0,66816.36363636363,11.68,3030803509,66595.0
68000,67700,68400,67800,67500.0,67090.90909090909,11.77,3030794918,66610.0
67900,67600,68800,68800,67820.0,67320.0,11.75,3029459950,66655.0
66500,66500,67700,67500,67600.0,67261.81818181818,11.51,3028809560,66665.0
66400,65900,67100,66700,67260.0,67170.90909090909,11.49,3026167934,66680.0
65900,65500,67200,66300,66940.0,66976.36363636363,11.41,3023795143,66725.0
66500,66200,66900,66700,66640.0,66872.72727272728,11.51,3022334918,66810.0
67700,66900,67800,67500,66600.0,66987.27272727272,11.72,3020994714,66825.0
67400,66700,67500,67500,66780.0,67021.81818181818,11.67,3021796730,66830.0
66700,66400,67000,66600,66840.0,66932.72727272728,11.55,3021798337,66790.0
66800,66800,67300,67200,67020.0,66887.27272727272,11.56,3020673881,66735.0
65500,65400,66400,66200,66820.0,66618.18181818182,11.34,3020353584,66685.0
65300,65300,65700,65400,66340.0,66358.18181818182,11.3,3017182001,66645.0
65200,64500,65200,65100,65900.0,66127.27272727272,11.29,3014571709,66620.0
63800,63800,64400,64000,65320.0,65665.45454545454,11.04,3008277517,66525.0
62100,62100,62800,62400,64380.0,64941.81818181818,10.75,3000121771,66385.0
61900,61100,62200,61200,63660.0,64250.90909090909,10.71,2997095779,66155.0
60700,60200,61500,61300,62740.0,63425.454545454544,10.51,2996014845,65875.0
60900,60500,61800,61300,61880.0,62763.63636363636,10.54,2991621350,65540.0
59800,59400,59900,59400,61080.0,62020.0,10.35,2990557351,65125.0
58700,58100,59900,59800,60400.0,61201.81818181818,10.16,2982876700,64685.0
58500,58200,59200,58700,59720.0,60494.545454545456,10.13,2977796415,64210.0
57600,57600,59100,59000,59100.0,59750.90909090909,9.97,2973861743,63695.0
57400,56800,58000,57700,58400.0,59110.90909090909,9.94,2972579013,63240.0
58400,57700,59100,57900,58120.0,58794.545454545456,10.11,2968102430,62840.0
58800,58300,59900,59000,58140.0,58649.09090909091,10.18,2965488250,62485.0
59400,58700,59500,59200,58320.0,58672.72727272727,10.28,2966406767,62130.0
58000,58000,58800,58500,58400.0,58487.27272727273,10.04,2967012527,61645.0
57000,57000,57600,57200,58320.0,58169.09090909091,9.87,2966968058,61125.0
56200,55900,57500,56900,57880.0,57776.36363636364,9.73,2964072231,60600.0
57100,55700,57400,56100,57540.0,57612.72727272727,9.88,2960562578,60115.0
57200,57200,58200,57600,57100.0,57496.36363636364,9.9,2960027046,59700.0
56400,56400,57300,57300,56780.0,57258.181818181816,9.76,2958727791,59255.0
58200,56300,58700,56400,57020.0,57369.09090909091,10.07,2958082504,58905.0
58700,58200,59300,58600,57520.0,57556.36363636364,10.16,2960394809,58650.0
58800,58700,59600,59300,57860.0,57756.36363636364,10.18,2961743614,58485.0
58100,58100,58700,58600,58040.0,57829.09090909091,10.06,2963440495,58295.0
58000,58000,58600,58300,58360.0,57907.27272727273,10.04,2963506674,58160.0
57500,57400,58200,57500,58220.0,57894.545454545456,9.95,2961623320,57990.0
60000,58100,60000,58400,58480.0,58327.27272727273,10.39,2964266122,58000.0
61900,60500,62000,60600,59100.0,59036.36363636364,10.71,2969543414,58160.0
60900,60200,61500,61400,59660.0,59476.36363636364,10.54,2973130459,58280.0
60500,60500,62100,61800,60160.0,59776.36363636364,10.47,2971873878,58425.0
61800,60700,61900,61100,61020.0,60238.181818181816,10.7,2968815782,58645.0
61300,61200,62200,61800,61280.0,60543.63636363636,10.61,2971604308,58790.0
61100,60800,61900,60900,61120.0,60765.454545454544,10.58,2972375415,58905.0
61700,60800,61900,60800,61280.0,61054.545454545456,10.68,2972099731,59020.0
61800,61200,61900,61300,61540.0,61296.36363636364,10.7,2972792162,59210.0
61900,61600,62600,62300,61560.0,61487.27272727273,10.71,2973391951,59455.0
61400,61300,62600,62400,61580.0,61507.27272727273,10.63,2975485738,59715.0
61300,60300,61700,61000,61620.0,61483.63636363636,10.61,2973939771,59925.0
61700,61000,61900,61200,61620.0,61543.63636363636,10.68,2974186694,60150.0
61300,61000,61600,61600,61520.0,61516.36363636364,10.61,2977990096,60395.0
61500,61200,61800,61700,61440.0,61510.90909090909,10.65,2977784376,60560.0
61500,61200,61900,61700,61460.0,61510.90909090909,10.65,2978612121,60700.0
60800,60600,61400,61400,61360.0,61380.0,10.52,2977991499,60800.0
60000,59600,60700,60600,61020.0,61109.09090909091,10.39,2977890657,60895.0
59100,58600,59200,58900,60580.0,60705.454545454544,10.23,2973957070,60950.0
59900,59300,60000,59600,60260.0,60496.36363636364,10.37,2970352957,61070.0
60200,59400,60700,59500,60000.0,60378.181818181816,10.42,2968412504,61080.0
61000,60300,61600,60500,60040.0,60427.27272727273,10.56,2968632480,61035.0
60400,60300,61200,61100,60120.0,60372.72727272727,10.46,2969458335,61010.0
61500,60000,61900,60300,60600.0,60541.81818181818,10.65,2968930408,61060.0
60900,60600,61600,61400,60800.0,60598.181818181816,10.54,2973522571,61015.0
60000,59800,60400,60300,60760.0,60501.81818181818,10.39,2973627030,60950.0
59100,59000,59600,59000,60380.0,60269.09090909091,10.23,2973455175,60850.0
59000,59000,59500,59200,60100.0,60049.09090909091,10.21,2972803760,60715.0
59700,59000,59700,59200,59740.0,59974.545454545456,10.33,2973086966,60610.0
60000,59900,60900,60300,59560.0,59943.63636363636,10.39,2973294725,60515.0
58600,58600,58900,58700,59280.0,59656.36363636364,10.14,2973418300,60375.0
58800,58300,59000,58700,59220.0,59434.545454545456,10.18,2972909661,60250.0
59700,58200,59900,58200,59360.0,59416.36363636364,10.33,2971425254,60150.0
