data,algorithm,rmse,r2
PER MA20 종가,lstm,926.3957113042932,0.9820320501993712
시가 WMA PER foreign_보유수량 MA20 종가,gru,926.3993447601948,0.9820319092533792
WMA 종가,lstm,926.53499764968,0.9820266467239996
시가 MA5 foreign_보유수량 종가,lstmgru,926.5537385351791,0.9820259196279628
고가 MA5 PER 종가,lstmgru,926.5807082694504,0.982024873248878
고가 시가 PER MA20 종가,lstm,926.6004132673036,0.9820241087097564
foreign_보유수량 MA20 종가,lstm,926.6681726291012,0.982021479573314
고가 시가 WMA MA20 종가,lstm,926.71745863876,0.9820195671021156
저가 시가 PER foreign_보유수량 MA20 종가,gru,926.7419701534504,0.9820186159309264
고가 시가 MA5 WMA 종가,lstm,926.7706684285944,0.9820175022602088
MA5 MA20 종가,lstm,926.7717930910125,0.9820174586156428
시가 PER foreign_보유수량 MA20 종가,gru,926.986362246016,0.982009130901303
시가 MA20 종가,gru,927.0833413490948,0.982005366380734
저가 고가 시가 WMA PER foreign_보유수량 종가,lstm,927.2220550304288,0.981999981128944
시가 MA20 종가,lstm,927.2544795596064,0.9819987222021556
시가 MA5 foreign_보유수량 MA20 종가,gru,927.2666765235446,0.9819982486269182
MA5 WMA foreign_보유수량 MA20 종가,lstmgru,927.3289870304638,0.9819958291806686
저가 고가 시가 foreign_보유수량 MA20 종가,lstm,927.3594996581714,0.981994644350674
저가 고가 MA20 종가,lstm,927.3980942822742,0.9819931456343862
시가 WMA foreign_보유수량 종가,gru,927.4321429901416,0.9819918233944924
고가 WMA PER MA20 종가,lstmgru,927.5257779338128,0.9819881869457556
저가 고가 MA20 종가,gru,927.5482779011966,0.9819873130722064
MA5 WMA PER foreign_보유수량 종가,lstmgru,927.5666430027464,0.9819865997765056
시가 MA5 WMA PER MA20 종가,gru,927.663487123982,0.9819828381427804
시가 MA5 종가,gru,927.6895513022712,0.98198182568703
시가 MA5 foreign_보유수량 MA20 종가,lstm,927.7509662288518,0.98197943992882
시가 종가,lstmgru,927.7844384270296,0.981978139582798
PER foreign_보유수량 종가,lstm,927.8326767354396,0.9819762655124324
PER foreign_보유수량 MA20 종가,lstm,927.9013116206432,0.9819735988620047
시가 foreign_보유수량 MA20 종가,lstmgru,928.0096201740346,0.9819693903813126
PER 종가,lstmgru,928.0097424228068,0.9819693856308876
MA5 PER foreign_보유수량 종가,lstm,928.064413207094,0.981967261134086
고가 시가 MA5 foreign_보유수량 종가,lstm,928.0876629893428,0.981966357613818
WMA PER foreign_보유수량 종가,gru,928.088347851881,0.9819663309987232
MA5 종가,lstmgru,928.0922689576126,0.9819661786165228
저가 고가 WMA PER MA20 종가,gru,928.1506351834958,0.9819639103093196
고가 시가 MA5 WMA PER MA20 종가,lstm,928.1534611302334,0.9819638004799351
고가 시가 MA5 foreign_보유수량 MA20 종가,lstm,928.1583929814128,0.9819636088045456
시가 MA5 WMA 종가,gru,928.169435070392,0.9819631796523176
저가 고가 MA5 MA20 종가,gru,928.309083759435,0.9819577517472248
고가 MA5 PER foreign_보유수량 MA20 종가,gru,928.3105121527976,0.981957696223805
저가 고가 시가 MA5 WMA 종가,lstm,928.3766232384886,0.981955126310508
저가 고가 MA5 WMA PER foreign_보유수량 종가,lstmgru,928.3811402916688,0.9819549507139876
PER 종가,lstm,928.3982819879312,0.9819542843376554
저가 고가 시가 MA5 foreign_보유수량 MA20 종가,lstmgru,928.4280393232596,0.9819531275043684
고가 시가 MA5 PER foreign_보유수량 MA20 종가,lstmgru,928.447051095542,0.9819523883915268
저가 고가 MA5 PER 종가,gru,928.4569369575185,0.9819520040569606
시가 MA5 foreign_보유수량 MA20 종가,lstmgru,928.4619310098316,0.981951809900668
고가 MA5 PER foreign_보유수량 MA20 종가,lstmgru,928.4756624081152,0.981951276052783
저가 고가 WMA foreign_보유수량 종가,lstmgru,928.4821166259308,0.9819510251236412
저가 고가 시가 PER MA20 종가,gru,928.4921219429152,0.981950636130284
시가 MA5 foreign_보유수량 종가,lstm,928.50200414173,0.9819502519194818
시가 MA5 WMA PER 종가,gru,928.5347482908054,0.9819489788278554
고가 시가 MA5 PER 종가,lstm,928.56764243223,0.981947699859326
고가 시가 foreign_보유수량 MA20 종가,lstm,928.5983211706322,0.9819465069878172
고가 시가 PER 종가,lstm,928.7174178208616,0.9819418758176458
저가 고가 시가 MA5 WMA 종가,gru,928.9131875979818,0.981934261859977
시가 MA5 PER 종가,gru,928.9608965534212,0.9819324061007072
MA5 종가,lstm,928.9762530442651,0.9819318087512716
고가 WMA PER foreign_보유수량 종가,gru,928.9822369976646,0.9819315759798476
고가 시가 종가,lstmgru,928.9856881626204,0.9819314417313654
저가 고가 시가 WMA foreign_보유수량 MA20 종가,lstm,929.0656451958308,0.981928331305652
저가 MA5 PER foreign_보유수량 MA20 종가,gru,929.0918096297044,0.9819273134192604
저가 고가 foreign_보유수량 종가,lstm,929.1679689272444,0.9819243503977084
저가 고가 시가 MA5 WMA foreign_보유수량 종가,lstm,929.16884214326,0.9819243164233258
저가 고가 WMA PER foreign_보유수량 종가,gru,929.1937546433765,0.9819233471344612
저가 고가 시가 MA5 WMA PER 종가,gru,929.2104745226218,0.9819226965873158
고가 시가 WMA PER MA20 종가,lstm,929.263085226042,0.9819206495019708
저가 고가 foreign_보유수량 MA20 종가,gru,929.3539970701728,0.9819171118439698
저가 고가 시가 종가,lstm,929.3671292208392,0.9819166008032032
저가 고가 MA5 foreign_보유수량 MA20 종가,lstm,929.4346303715432,0.981913973865915
고가 시가 MA5 WMA 종가,lstmgru,929.4605608694854,0.9819129646799212
시가 WMA 종가,lstm,929.4739158390312,0.9819124449084508
저가 고가 PER foreign_보유수량 MA20 종가,lstmgru,929.4940399130072,0.9819116616713294
고가 MA5 WMA PER MA20 종가,lstmgru,929.5197735184514,0.981910660084261
시가 MA5 WMA foreign_보유수량 종가,lstmgru,929.5227038636388,0.9819105460294658
저가 시가 PER foreign_보유수량 종가,gru,929.574769363376,0.9819085194779148
저가 고가 MA5 WMA PER foreign_보유수량 MA20 종가,lstmgru,929.589076123562,0.98190796259433
MA5 WMA foreign_보유수량 MA20 종가,gru,929.690579914036,0.981904011363228
저가 고가 시가 MA5 WMA foreign_보유수량 종가,gru,929.7834360238628,0.9819003963819456
저가 고가 MA5 WMA foreign_보유수량 MA20 종가,lstm,929.8106058119604,0.9818993385666288
시가 WMA MA20 종가,gru,929.9171059108,0.9818951918455224
저가 고가 시가 MA5 PER 종가,gru,930.0191997109608,0.9818912162435696
저가 고가 시가 WMA foreign_보유수량 종가,lstm,930.0442817315364,0.9818902394658606
시가 MA5 WMA PER 종가,lstm,930.1093353522252,0.9818877059376876
저가 고가 MA5 WMA PER 종가,lstm,930.1708065438518,0.9818853117651992
고가 MA5 PER MA20 종가,lstmgru,930.1777919135026,0.9818850396898604
시가 MA5 WMA MA20 종가,gru,930.3271638837176,0.981879221265479
시가 MA5 PER foreign_보유수량 종가,lstm,930.4147375505715,0.9818758096103304
저가 WMA MA20 종가,gru,930.4407015095936,0.9818747980564856
시가 MA5 WMA MA20 종가,lstm,930.451894781658,0.98187436195876
