종가,WMA,MA5,PER,foreign_보유수량,RSI,MOM,MA20
56500,55772.72727,55680,8.74,3396470310,68.28026827,3200,53232.5
55800,55794.54545,55640,8.64,3394663726,62.73688472,1100,53507.5
55200,55687.27273,55580,8.54,3391513903,58.36311356,500,53747.5
55500,55625.45455,55680,8.59,3392458522,59.86958681,-1200,54027.5
55500,55585.45455,55700,8.59,3394101839,59.86958681,-800,54330
55800,55614.54545,55560,8.64,3395947207,61.48570993,-200,54645
56800,55829.09091,55760,8.79,3396603861,66.35029206,800,54965
58600,56356.36364,56440,9.07,3401953233,72.96862939,3100,55335
59500,56990.90909,57240,9.21,3406123744,75.55727128,4500,55735
60000,57634.54545,58140,9.29,3407591841,76.88182516,4600,56140
60000,58194.54545,58980,9.29,3409768702,76.88182516,3500,56475
59000,58509.09091,59420,9.13,3410068366,68.29718478,3200,56690
60700,59074.54545,59840,9.39,3408914437,73.67802914,5500,56990
61300,59649.09091,60200,9.49,3410117802,75.27320112,5800,57220
62400,60318.18182,60680,9.66,3411538909,77.91561332,6900,57525
61400,60680,60960,9.5,3412169171,70.53597092,5600,57795
62300,61103.63636,61620,9.64,3413588080,73.01332141,5500,58110
60800,61154.54545,61640,9.41,3414326647,63.43943906,2200,58375
58800,60801.81818,61140,9.1,3412832338,53.38751678,-700,58565
59100,60516.36364,60480,9.15,3408109848,54.550817,-900,58750
57200,59901.81818,59640,8.85,3412061983,46.61592677,-2800,58785
56400,59192.72727,58460,8.73,3418159222,43.73152748,-2600,58815
57200,58676.36364,57740,8.85,3414335972,47.24676623,-3500,58915
58900,58532.72727,57760,9.12,3410421332,53.84532404,-2400,59085
59500,58541.81818,57840,9.21,3405724012,55.94006721,-2900,59285
61100,58894.54545,58620,9.46,3409834163,61.02054186,-300,59550
60400,59125.45455,59420,9.35,3411082935,57.87624497,-1900,59730
59700,59263.63636,59920,9.24,3411100410,54.83341648,-1100,59785
59900,59458.18182,60120,9.27,3408617784,55.55243771,1100,59805
60500,59741.81818,60320,9.36,3406745714,57.72662681,1400,59830
60700,60036.36364,60240,9.39,3407347742,58.45611771,3500,59865
61800,60467.27273,60520,9.57,3412519450,62.3086158,5400,60005
61500,60745.45455,60880,9.52,3414110177,60.65655382,4300,60045
59800,60636.36364,60860,9.26,3413234917,52.20891641,900,59970
60200,60583.63636,60800,9.32,3411414128,53.83798019,700,59860
60000,60481.81818,60660,9.29,3409398812,52.8676141,-1100,59790
59200,60254.54545,60140,9.16,3409535024,49.05864805,-1200,59635
56800,59612.72727,59200,8.79,3410863577,39.79552267,-2900,59435
57900,59223.63636,58820,8.96,3402458142,44.92812867,-2000,59390
56500,58616.36364,58080,8.74,3397993662,40.22753616,-4000,59260
55900,57972.72727,57260,8.65,3389825244,38.37449589,-4800,59195
54200,57107.27273,56260,8.39,3386320457,33.64548256,-7600,59085
55000,56525.45455,55900,8.51,3379998117,37.54592932,-6500,58975
55400,56134.54545,55400,8.57,3373458848,39.46206454,-4400,58800
57400,56187.27273,55580,8.88,3371100566,48.04519662,-2800,58695
57800,56363.63636,55960,8.95,3373668756,49.58475015,-2200,58530
56500,56343.63636,56420,8.74,3371029903,44.92536369,-2700,58335
54200,55954.54545,56260,8.39,3368279127,38.10334541,-2600,58060
54600,55685.45455,56100,8.45,3358278619,39.81503929,-3300,57795
52100,55021.81818,55040,8.06,3351584933,33.56709221,-4400,57375
50800,54201.81818,53640,7.86,3341401720,30.85557787,-5100,56880
49950,53320,52330,7.73,3332243792,29.19497224,-4250,56287.5
48900,52324.54545,51270,7.57,3321589476,27.24438705,-6100,55657.5
47300,51149.09091,49810,7.32,3322755885,24.55243796,-8100,55032.5
45600,49811.81818,48510,7.06,3311728922,22.05853221,-11800,54302.5
42950,48207.27273,46940,6.65,3311183096,18.84512306,-14850,53450
45400,47318.18182,46030,7.03,3307989649,29.12498895,-11100,52760
42500,46103.63636,44750,6.58,3305522935,25.07599124,-11700,52045
46950,45910.90909,44680,7.27,3297694883,39.07307912,-7650,51497.5
48650,46166.36364,45290,7.53,3301417123,43.42159422,-3450,51105
47800,46330,46260,7.4,3294832165,41.81459974,-3000,50700
48300,46639.09091,46840,7.48,3292258117,43.1474889,-1650,50405
47850,46896.36364,47910,7.41,3279266668,42.21030316,-1050,50047.5
47750,47154.54545,48070,7.39,3277315082,41.99202557,450,49665
45800,47050,47500,7.09,3278789476,37.87859796,200,49085
46800,47123.63636,47300,7.24,3282913127,41.06680902,3850,48535
47000,47163.63636,47040,7.27,3282743807,41.71113566,1600,48060
48700,47483.63636,47210,7.54,3283782109,47.01400397,6200,47785
49600,47854.54545,47580,7.68,3284032624,49.62678601,2650,47535
48600,47995.45455,48140,7.52,3285448980,46.86173819,-50,47360
49100,48228.18182,48600,7.6,3287865042,48.40952351,1300,47275
49250,48464.54545,49050,7.62,3287903491,48.89048585,950,47240
48300,48510.90909,48970,7.48,3288583502,45.96760927,450,47210
49000,48676.36364,48850,7.58,3287412726,48.41481367,1250,47295
49000,48819.09091,48930,7.58,3286436585,48.41481367,3200,47465
51400,49340,49390,7.96,3288869291,56.28721317,4600,47887.5
50100,49540.90909,49560,7.75,3295137974,51.68600502,3100,48122.5
49250,49530.90909,49750,7.62,3297064694,48.8728721,550,48460
49850,49620,49920,7.72,3295280076,50.90419372,250,48605
49850,49704.54545,50090,7.72,3296821358,50.90419372,1250,48665
49350,49675.45455,49680,7.64,3296671260,49.0218242,250,48742.5
49850,49732.72727,49630,7.72,3294906018,50.97418823,600,48820
50100,49824.54545,49800,7.75,3297069809,51.96477165,1800,48932.5
50000,49865.45455,49830,7.74,3296993918,51.51638127,1000,49045
48500,49615.45455,49560,15.32,3298091160,45.21410875,-500,49180
49200,49501.81818,49530,15.54,3290008482,48.38732495,-2200,49300
48800,49355.45455,49320,15.41,3288439782,46.72199999,-1300,49390
48800,49232.72727,49060,15.41,3287441055,46.72199999,-450,49395
48400,49045.45455,48740,15.29,3286011560,44.92866962,-1450,49335
47900,48793.63636,48620,15.13,3284649709,42.72128563,-1950,49300
48550,48695.45455,48490,15.33,3285179794,46.40754602,-800,49272.5
48000,48511.81818,48330,15.16,3285433538,43.83676401,-1850,49210
47850,48334.54545,48140,15.11,3284058630,43.13495451,-2250,49187.5
48800,48370.90909,48220,15.41,3281944496,48.73299149,-1200,49177.5
50300,48701.81818,48700,15.89,3281319439,56.08426912,1800,49242.5
50000,48945.45455,48990,15.79,3283625878,54.40403185,800,49172.5
49950,49165.45455,49380,15.78,3284189677,54.11305061,1150,49165
48750,49146.36364,49560,15.4,3286231455,47.54103653,-50,49140
48850,49146.36364,49570,15.43,3282583517,48.10663953,450,49090
49250,49210.90909,49360,15.56,3280425676,50.40984222,1350,49060
49900,49369.09091,49340,15.76,3278128396,53.98395079,1350,49087.5
50400,49593.63636,49430,15.92,3281127993,56.57656422,2400,49115
50700,49829.09091,49820,16.01,3283445773,58.10187709,2850,49145
51200,50103.63636,50290,16.17,3287326746,60.58678366,2400,49205
51400,50370.90909,50720,16.23,3287872854,61.56863554,1100,49350
54500,51181.81818,51640,17.21,3287419976,72.85603265,4500,49615
54600,51929.09091,52480,17.25,3290978887,73.13018731,4650,49905
55500,52755.45455,53440,17.53,3290948780,75.526008,6750,50240
54900,53350,54180,17.34,3290944570,70.9820763,6050,50565
55500,53943.63636,55000,17.53,3289350504,72.7477953,6250,50945
55400,54405.45455,55180,17.5,3289773517,71.96185235,5500,51287.5
54300,54567.27273,55120,17.15,3288883783,63.79699204,3900,51602.5
52300,54294.54545,54480,16.52,3287082512,52.20014065,1600,51825
49900,53556.36364,53480,15.76,3286776856,42.27032093,-1300,51880
52100,53241.81818,52800,16.46,3285960756,51.39728504,700,51970
52200,52932.72727,52160,16.49,3285012646,51.7705366,-2300,52080
52300,52683.63636,51760,16.52,3286480463,52.16614109,-2300,52197.5
52900,52585.45455,51880,16.71,3286829576,54.57377976,-2600,52405
52000,52370.90909,52300,16.42,3288708153,50.47016521,-2900,52562.5
51400,52100,52160,16.23,3287560818,47.88507263,-4100,52670
52900,52176.36364,52300,16.71,3287043232,54.20080747,-2500,52820
51900,52116.36364,52220,16.39,3285703719,49.86241824,-2400,52895
53300,52354.54545,52300,16.84,3281245382,55.26146661,1000,53025
52400,52410.90909,52380,16.55,3282572808,51.42749935,2500,53085
52800,52494.54545,52660,16.68,3281656297,52.98860153,700,53155
52600,52529.09091,52600,16.61,3283329948,52.08718312,400,53060
52900,52610.90909,52800,16.71,3287946503,53.36862275,600,52975
53600,52809.09091,52860,16.93,3288523498,56.30517619,700,52880
55000,53249.09091,53380,17.37,3290060990,61.5239114,3000,52885
53400,53343.63636,53500,16.87,3291695610,53.6390672,2000,52780
53000,53329.09091,53580,16.74,3291151037,51.85001602,100,52660
52800,53276.36364,53560,16.68,3291961659,50.93524037,900,52585
52700,53189.09091,53380,16.65,3293470941,50.45591275,-600,52605
53400,53240,53060,16.87,3295815100,53.73779608,1000,52780
53800,53345.45455,53140,16.99,3297196342,55.54977004,1000,52865
54700,53596.36364,53480,17.28,3299408509,59.40269086,2100,52990
53800,53645.45455,53680,16.99,3304889075,54.33104614,900,53065
54400,53787.27273,54020,17.18,3303905728,56.96871598,800,53140
54200,53878.18182,54180,17.12,3305516184,55.8115729,-800,53250
55300,54183.63636,54480,17.47,3306586922,60.55692819,1900,53445
54700,54345.45455,54480,17.28,3312295217,56.963569,1700,53535
54100,54367.27273,54540,17.09,3312100431,53.54206839,1300,53645
54200,54383.63636,54500,17.12,3310936379,54.03758216,1500,53690
55600,54627.27273,54780,17.56,3313429996,60.40481782,2200,53850
58600,55376.36364,55440,18.51,3320606041,69.99655187,4800,54140
59000,56110.90909,56300,18.64,3337129816,71.00510716,4300,54460
59000,56767.27273,57280,18.64,3342000929,71.00510716,5200,54765
57900,57129.09091,58020,18.29,3343814043,64.12982312,3500,54980
56800,57227.27273,58260,17.94,3342603301,58.07407198,2600,55070
57300,57369.09091,58000,18.1,3339228864,59.92644257,2000,55265
56900,57401.81818,57580,17.97,3338111034,57.72901772,2200,55460
58000,57594.54545,57380,18.32,3336912129,61.86979655,3900,55720
57500,57625.45455,57300,18.16,3337635274,59.03880075,3300,55960
57800,57650.90909,57500,18.26,3339289268,60.2150919,2200,56180
58200,57709.09091,57680,18.38,3339282837,61.79065283,-400,56400
59000,57920,58100,18.64,3339839462,64.79363473,0,56615
58700,58076.36364,58240,18.54,3339953185,62.8003866,-300,56860
58000,58110.90909,58340,18.32,3338717100,58.29413581,100,57040
58400,58216.36364,58460,18.45,3337403113,60.0578613,1600,57250
57800,58183.63636,58380,18.26,3340442432,56.21742341,500,57375
55400,57705.45455,57660,17.5,3340042743,44.07626023,-1500,57410
55900,57345.45455,57100,17.66,3339587610,46.66077777,-2100,57500
56100,57060,56720,17.72,3341272741,47.70192854,-1400,57595
56400,56854.54545,56320,17.81,3341629824,49.30055179,-1400,57635
56400,56674.54545,56040,17.81,3341734801,49.30055179,-1800,57525
55600,56381.81818,56080,17.56,3344134129,45.04240956,-3400,57355
55400,56114.54545,55980,17.5,3344210115,44.01880705,-3300,57175
54000,55652.72727,55560,17.06,3341517967,37.58071109,-4000,56980
54200,55300,55120,17.12,3330770276,38.95431275,-4200,56850
54400,55060,54720,17.18,3329332324,40.36753172,-3400,56705
56400,55245.45455,54880,17.81,3328550592,52.26766523,1000,56680
55600,55267.27273,54920,17.56,3332550013,48.13022604,-300,56560
56500,55458.18182,55420,17.85,3330417203,52.6694087,400,56510
58700,56041.81818,56320,18.54,3330377694,61.53145341,2300,56555
58400,56529.09091,57120,18.45,3334864895,59.88483812,2000,56565
59200,57125.45455,57680,18.7,3337163648,62.74770662,3600,56575
59000,57620,58360,18.64,3342832763,61.56480119,3600,56590
60400,58303.63636,59140,19.08,3342297258,66.34729937,6400,56710
61000,58980,59600,19.27,3343795931,68.17498778,6800,56840
61000,59532.72727,60120,19.27,3343427056,68.17498778,6600,57000
59500,59692.72727,60180,18.79,3346611159,58.90011882,3100,57205
59300,59760,60240,18.73,3344901755,57.77157012,3700,57375
59200,59741.81818,60000,18.7,3342907742,57.18162002,2700,57530
58200,59492.72727,59440,18.38,3341968766,51.51622942,-500,57620
58600,59325.45455,58960,18.51,3342059914,53.50078689,200,57730
57800,59009.09091,58620,18.26,3342846232,49.16619172,-1400,57840
57900,58736.36364,58340,18.29,3341981626,49.71462621,-1100,57965
58200,58538.18182,58140,18.38,3338304491,51.40833908,-2200,58175
58200,58380,58140,18.38,3336360998,51.40833908,-2800,58375
58700,58363.63636,58160,18.54,3334623662,54.37853725,-2300,58590
59000,58443.63636,58400,18.64,3334548952,56.11196503,-500,58720
59900,58696.36364,58800,18.92,3337046323,60.91044033,600,58935
59700,58901.81818,59100,18.86,3339820163,59.35732531,500,59095
60400,59225.45455,59540,19.08,3344479690,62.92095934,2200,59180
60900,59600,59980,19.24,3347612882,65.26383547,2300,59305
60900,59932.72727,60360,19.24,3349585626,65.26383547,3100,59390
60000,60045.45455,60380,18.95,3350943488,57.65838127,2100,59440
59500,60029.09091,60340,18.79,3348668311,53.90038287,1300,59395
60000,60080,60260,18.95,3348684518,56.92391803,1800,59345
60900,60261.81818,60260,19.24,3349021732,61.78277428,2200,59340
60900,60403.63636,60260,19.24,3353917884,61.78277428,1900,59410
60100,60365.45455,60280,18.98,3355422870,55.34689403,200,59450
60200,60341.81818,60420,19.01,3352764576,55.9643972,500,59500
60400,60345.45455,60500,19.08,3352649769,57.23807462,0,59610
59800,60240,60280,18.89,3353510233,52.34649581,-1100,59670
59000,60009.09091,59900,18.64,3353453906,46.6250385,-1900,59730
58100,59649.09091,59500,18.35,3352024087,41.17289078,-1900,59740
56600,59050.90909,58780,17.88,3351228371,34.03041076,-2900,59660
57400,58650.90909,58180,18.13,3343353450,40.00785428,-2600,59620
58800,58552.72727,57980,18.57,3341249266,48.75808982,-2100,59625
58500,58438.18182,57880,18.48,3341340625,47.17037472,-2400,59600
60300,58694.54545,58320,19.05,3335740266,56.35386235,200,59620
60100,58910.90909,59020,18.98,3342651269,55.20556297,-100,59640
60200,59147.27273,59580,19.01,3345291144,55.69171386,-200,59630
60200,59387.27273,59860,19.01,3347475796,55.69171386,400,59595
61300,59820,60420,19.36,3349024840,61.08034041,2300,59615
61000,60156.36364,60560,19.27,3356653932,58.97382011,2900,59665
63200,60840,61180,19.96,3360486981,67.75595063,6600,59850
66300,61967.27273,62400,20.94,3369821874,75.6618333,8900,60165
65700,62823.63636,63500,20.75,3374837153,71.98304142,6900,60405
64800,63390.90909,64200,20.47,3376328996,66.74103846,6300,60600
64600,63807.27273,64920,20.4,3375031754,65.5978215,4300,60825
64700,64163.63636,65220,20.44,3374440535,65.9122262,4600,61050
67500,64945.45455,65460,21.32,3374405884,73.27662234,7300,61405
67700,65630.90909,65860,21.38,3378913075,73.71346842,7500,61800
66600,65980,66220,21.04,3380860470,67.20626722,5300,62180
68000,66487.27273,66900,21.48,3376465034,70.7458706,7000,62675
68200,66903.63636,67600,21.54,3377745389,71.2237135,5000,63255
66700,66956.36364,67440,21.07,3375203046,62.92235995,400,63720
67800,67201.81818,67460,21.42,3362502847,66.04758356,2100,64170
69500,67718.18182,68040,21.95,3361671765,70.22461139,4700,64720
69700,68185.45455,68380,22.02,3364828006,70.68159723,5100,65190
71500,68887.27273,69040,22.58,3365148246,74.47811356,6800,65760
72900,69720,70280,23.03,3367568445,76.97544624,5400,66395
71700,70236.36364,71060,22.65,3367719318,70.59871223,4000,66970
73900,71080,71940,23.34,3364206224,74.73157003,7300,67600
72900,71609.09091,72580,23.03,3363404671,69.92040714,4900,68195
73400,72140,72960,23.18,3354485806,70.92820289,5200,68705
73800,72649.09091,73140,23.31,3351615396,71.7438243,7100,69080
73800,73029.09091,73560,23.31,3350768177,71.7438243,6000,69485
73800,73300,73540,23.31,3348503431,71.7438243,4300,69935
73300,73401.81818,73620,23.15,3344767532,68.73326107,3600,70370
73000,73383.63636,73540,23.06,3341909874,66.9188014,1500,70785
73000,73338.18182,73380,23.06,3340164669,66.9188014,100,71060
72300,73163.63636,73080,22.84,3338406761,62.45702488,600,71290
73900,73269.09091,73100,23.34,3337652600,67.74995972,0,71655
77800,74083.63636,74000,24.57,3338473775,76.4612219,4900,72145
78700,74972.72727,75140,24.86,3335680180,77.94196664,5300,72670
78300,75692.72727,76200,24.73,3332143450,75.66379435,4500,73250
81000,76821.81818,77940,25.58,3327108382,79.92845488,7200,73910
83000,78183.63636,79760,26.22,3326606260,82.39016943,9200,74585
83900,79541.81818,80980,26.5,3326912850,83.37811788,10600,75295
82200,80398.18182,81680,25.96,3324161540,74.83749683,9200,75830
82900,81214.54545,82600,26.18,3317753686,75.93078125,9900,76330
88800,82923.63636,84160,28.05,3314966371,82.73844268,16500,77185
91000,84732.72727,85760,28.74,3324115988,84.49900311,17100,78040
90600,86158.18182,87100,28.62,3318676206,82.8445409,12800,78925
89700,87187.27273,88600,28.33,3316551070,79.09216836,11000,79740
89700,88016.36364,89960,28.33,3314652740,79.09216836,11400,80535
88000,88329.09091,89800,27.8,3317574926,71.95271414,7000,81245
85000,87969.09091,88600,26.85,3314891659,61.41672733,2000,81805
87000,87936.36364,87880,27.48,3313900306,65.08707877,3100,82490
87200,87883.63636,87380,27.54,3315466941,65.44111927,5000,83200
88100,87903.63636,87060,27.83,3314318499,67.05990297,5200,83955
86800,87592.72727,86820,27.42,3312439854,62.50548572,-2000,84680
89400,87790.90909,87700,28.24,3308862803,67.29026203,-1600,85455
86700,87527.27273,87640,27.38,3310592511,58.88631368,-3900,85900
85600,87134.54545,87320,27.04,3302788894,55.82723346,-4100,86245
83700,86470.90909,86440,26.44,3299185995,50.9078895,-6000,86515
82000,85607.27273,85480,25.9,3292136878,46.92375623,-6000,86565
83000,85034.54545,84200,26.22,3287064777,49.43084781,-2000,86565
84400,84752.72727,83740,26.66,3284411970,52.792796,-2600,86590
84600,84554.54545,83540,26.72,3284347058,53.27074423,-2600,86710
82500,84021.81818,83300,26.06,3283020318,47.79855256,-5600,86690
83500,83772.72727,83600,26.37,3279513829,50.41086122,-3300,86425
83000,83492.72727,83600,26.22,3279401217,49.0881255,-6400,86025
82700,83274.54545,83260,26.12,3278086074,48.26973642,-4000,85630
81600,82929.09091,82660,25.77,3275509980,45.28830027,-4000,85225
84200,83129.09091,83000,26.6,3272470449,52.72155648,500,84950
84900,83447.27273,83280,26.82,3276017591,54.51336691,2900,84795
83200,83403.63636,83320,26.28,3278128079,49.59725154,200,84705
82100,83156.36364,83200,25.93,3276470145,46.66476142,-2300,84460
82600,83041.81818,83400,26.09,3274114130,48.1650125,-2000,84230
82200,82890.90909,83000,25.96,3269729122,47.02540085,-300,83935
82000,82709.09091,82420,25.9,3270893771,46.43381973,-1500,83695
82000,82554.54545,82180,25.9,3269001528,46.43381973,-1000,83325
85300,83018.18182,82820,26.94,3270250664,56.82697831,2600,83255
82500,82925.45455,82800,26.06,3278759165,48.26928839,900,83100
83600,83016.36364,83080,26.41,3267967616,51.36774707,-600,83095
84000,83190.90909,83480,26.53,3271789049,52.48230993,-900,83195
82400,83090.90909,83560,26.03,3269389792,47.76657926,-800,83165
82100,82950.90909,82920,25.93,3266807175,46.91536843,0,83050
82000,82792.72727,82820,25.9,3265325227,46.61715842,-600,82920
81400,82536.36364,82380,25.71,3264126836,44.77804646,-800,82865
80900,82203.63636,81760,25.55,3259261110,43.24688619,-1100,82735
82000,82090.90909,81680,25.9,3257597571,47.50013745,0,82685
82800,82123.63636,81820,26.15,3263704157,50.41085428,-2500,82690
81800,82020,81780,25.84,3265818023,46.90979082,-700,82700
82800,82110.90909,82060,26.15,3263213185,50.60424462,-800,82630
82300,82125.45455,82340,25.99,3264495367,48.77655837,-1700,82500
82900,82280,82520,26.18,3265480409,51.06077715,500,82485
81900,82243.63636,82340,25.87,3268924099,47.27678432,-200,82475
82000,82229.09091,82380,25.9,3268100154,47.69422733,0,82445
81800,82178.18182,82180,25.84,3267180599,46.89451819,400,82425
81000,81974.54545,81920,25.58,3266317850,43.73554829,100,82375
81200,81805.45455,81580,25.65,3264408772,44.73779879,-800,82335
81500,81705.45455,81500,25.74,3264830252,46.28350102,-1300,82145
81600,81647.27273,81420,25.77,3258121957,46.8174871,-200,82100
82200,81701.81818,81500,25.96,3257127680,50.02737824,-600,82030
81400,81621.81818,81580,25.71,3257725119,46.0375257,-900,81900
82900,81830.90909,81920,26.18,3256074914,53.5223145,0,81925
84800,82385.45455,82580,26.78,3259535433,60.91704159,2900,82060
85400,82996.36364,83340,26.97,3267290287,62.92318691,3400,82230
86000,83654.54545,84100,27.16,3267440600,64.86539058,4200,82460
85600,84163.63636,84940,27.04,3271158749,62.51432187,4600,82695
84700,84425.45455,85300,26.75,3272436879,57.46724559,3500,82830
83600,84423.63636,85060,26.41,3273004512,51.94703131,2100,82870
83200,84310.90909,84620,26.28,3271099802,50.06376787,1600,82940
84000,84314.54545,84220,26.53,3270329201,53.68059687,1800,83000
84000,84285.45455,83900,26.53,3271372520,53.68059687,2600,83085
84100,84227.27273,83780,26.56,3270748402,54.16189946,1200,83145
83900,84110.90909,83840,26.5,3272141989,52.97626381,-900,83245
83300,83901.81818,83860,26.31,3272186178,49.47707544,-2100,83310
83900,83840,83840,26.5,3269072510,52.83225519,-2100,83415
82600,83580,83560,26.09,3270278628,45.74401572,-3000,83495
82400,83338.18182,83220,26.03,3266494529,44.74930487,-2300,83555
82800,83210.90909,83000,26.15,3263990365,47.22123651,-800,83620
83500,83225.45455,83040,26.37,3263599412,51.32539285,300,83715
82900,83125.45455,82840,26.18,3265687928,47.88799919,-1100,83750
82100,82900,82740,25.93,3265438313,43.68682321,-1900,83785
81700,82636.36364,82600,25.81,3264990763,41.71619993,-2400,83725
81500,82380,82340,25.74,3260097260,40.72698627,-2400,83560
81700,82203.63636,81980,21.27,3258849859,42.20295012,-1600,83375
82600,82220,81920,21.5,3256406820,48.42655549,-1300,83205
82300,82205.45455,81960,21.43,3256407953,46.62431689,-300,83040
81900,82123.63636,82000,21.32,3253205313,44.2591841,-500,82900
83200,82287.27273,82340,21.66,3251083459,52.66358,400,82880
81200,82080,82240,21.14,3251848864,42.13737188,-2300,82780
80000,81696.36364,81720,20.83,3242042872,37.31775008,-2900,82580
78500,81092.72727,80960,20.44,3227754040,32.33853832,-3600,82305
80100,80845.45455,80600,20.85,3217413668,41.33079608,-1600,82105
79600,80536.36364,79880,20.72,3217923668,39.5613662,-1900,81890
79600,80261.81818,79560,20.72,3214309759,39.5613662,-2100,81705
79500,80007.27273,79460,20.7,3208800002,39.17237582,-3100,81485
80100,79918.18182,79780,20.85,3207236831,42.80610997,-2200,81360
79700,79796.36364,79700,20.75,3207925179,41.04570168,-2200,81225
79900,79750.90909,79760,20.8,3206181770,42.32292131,-3300,81080
79800,79747.27273,79800,20.78,3204448953,41.83489473,-1400,80895
79600,79732.72727,79820,20.72,3204501037,40.82106083,-400,80730
80100,79816.36364,79820,20.85,3202395127,44.44574482,1600,80630
80500,79943.63636,79980,20.96,3202216626,47.23033922,400,80570
80600,80081.81818,80120,20.98,3205303096,47.93297789,1000,80525
80800,80238.18182,80320,21.04,3204935078,49.38457246,1200,80480
82800,80736.36364,80960,21.56,3207323153,61.07221606,3300,80490
82200,81065.45455,81380,21.4,3213116605,56.83240936,2100,80485
81900,81301.81818,81660,21.32,3214233961,54.78448166,2200,80485
81900,81498.18182,81920,21.32,3212693024,54.78448166,2000,80420
81100,81512.72727,81980,21.11,3211600027,49.29126627,1300,80415
81000,81485.45455,81620,21.09,3212681753,48.63480226,1400,80465
81000,81432.72727,81380,21.09,3215229880,48.63480226,900,80590
80500,81272.72727,81100,20.96,3212193494,45.14806324,0,80610
80900,81185.45455,80900,21.06,3211149472,48.33894166,300,80675
81800,81256.36364,81040,21.3,3211443684,54.72127755,1000,80785
80900,81145.45455,81020,21.06,3214255737,48.29573478,-1900,80855
80500,80996.36364,80920,20.96,3212953323,45.7258282,-1700,80875
79900,80769.09091,80800,20.8,3207338893,42.10645643,-2000,80885
80000,80596.36364,80620,20.83,3203322816,42.91743343,-1900,80890
80100,80476.36364,80280,20.85,3200914330,43.76576164,-1000,80905
81200,80574.54545,80340,21.14,3199699965,52.18383202,200,80985
81600,80741.81818,80560,21.24,3200254966,54.83170658,600,81060
81900,80952.72727,80960,21.32,3197927629,56.76545289,1400,81130
81000,80974.54545,81160,21.09,3195921890,49.86793076,100,81150
80700,80940,81280,21.01,3196595391,47.78367058,-1100,81145
80100,80816.36364,81060,20.85,3197972858,43.83737339,-800,81010
80000,80689.09091,80740,20.83,3196312492,43.19705227,-500,80900
80400,80643.63636,80440,20.93,3193717319,46.5595943,500,80825
81200,80734.54545,80480,21.14,3196417750,52.60276096,1200,80790
80800,80730.90909,80500,21.04,3199362447,49.58359148,700,80775
79900,80550.90909,80460,20.8,3199054531,43.52973429,-1300,80720
79400,80303.63636,80340,20.67,3197746705,40.56644966,-2200,80640
79700,80150.90909,80200,20.75,3192132743,43.07059721,-2200,80600
79800,80056.36364,79920,20.78,3191604737,43.91881783,-1200,80545
79500,79929.09091,79660,20.7,3191630904,41.90179521,-1200,80430
80600,80023.63636,79800,20.98,3190684427,50.82047499,500,80415
79800,79963.63636,79880,20.78,3193263425,45.36602941,-200,80380
79000,79761.81818,79740,20.57,3193163350,40.66573363,-1400,80335
79000,79585.45455,79580,20.57,3189583194,40.66573363,-2200,80285
78500,79358.18182,79380,20.44,3188008549,37.82504729,-2300,80205
79700,79390.90909,79200,20.75,3185039483,47.33378195,-200,80130
79300,79354.54545,79100,20.65,3184618715,44.87040602,-100,80015
78800,79229.09091,79060,20.52,3183658531,41.93270836,-900,79860
78500,79065.45455,78960,20.44,3181799133,40.23077922,-1300,79735
79200,79052.72727,79100,20.62,3179979589,45.76237798,-300,79660
79000,79009.09091,78960,20.57,3177400497,44.49529855,-1600,79605
78500,78903.63636,78800,20.44,3175354918,41.40849232,-1300,79530
79300,78967.27273,78900,20.65,3174312347,47.6644873,300,79475
81400,79407.27273,79480,21.19,3173149797,59.79879021,2400,79485
82900,80076.36364,80220,21.58,3180124904,65.88349522,4400,79590
82100,80520,80840,21.37,3186502396,60.61413678,2400,79700
81500,80810.90909,81440,21.22,3185051554,56.9361103,2200,79805
81500,81061.81818,81880,21.22,3185025999,56.9361103,2700,79895
80200,81027.27273,81640,20.88,3184372600,49.40328007,1700,79915
78500,80652.72727,80760,20.44,3179164920,41.64412579,-700,79865
77000,80018.18182,79740,20.05,3165414955,36.23622656,-2000,79685
74400,78947.27273,78320,19.37,3143306092,29.16619453,-4100,79415
74200,77914.54545,76860,19.32,3111669685,28.70228193,-5100,79175
73900,76920,75600,19.24,3105523779,27.98327853,-7500,78920
73100,75916.36364,74520,19.03,3095882723,26.10527581,-9800,78650
72700,75018.18182,73660,18.93,3093363069,25.19481049,-9400,78300
73300,74400,73440,19.08,3089956042,29.18450252,-8200,78000
75600,74349.09091,73720,19.68,3086666037,41.96285719,-5900,77840
75700,74423.63636,74080,19.71,3086546459,42.44910266,-4500,77700
74600,74380,74380,19.42,3087018920,38.61645158,-3900,77470
74300,74352.72727,74700,19.34,3085382639,37.61886699,-2700,77235
74600,74429.09091,74960,19.42,3082551823,39.30735551,200,77040
76700,74883.63636,75180,19.97,3081269320,49.59274272,2500,76910
76800,75310.90909,75400,19.99,3086583135,50.02703796,2900,76680
76000,75540,75680,19.79,3089750731,46.57023149,2900,76335
76600,75825.45455,76140,19.94,3090172940,49.39454903,3900,76060
77300,76167.27273,76680,20.12,3092365274,52.54616313,4000,75850
76100,76218.18182,76560,19.81,3093996705,47.12765806,500,75580
76300,76296.36364,76460,19.86,3091550861,48.08846423,600,75385
75300,76181.81818,76320,19.6,3092280317,43.80238961,700,75225
