³¯Â¥,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,°Å·¡·®,°Å·¡´ë±Ý,µî¶ô·ü,BPS,PER,PBR,EPS,DIV,DPS,buy_±â°üÇÕ°è,buy_±âÅ¸¹ýÀÎ,buy_°³ÀÎ,buy_¿Ü±¹ÀÎÇÕ°è,sell_±â°üÇÕ°è,sell_±âÅ¸¹ýÀÎ,sell_°³ÀÎ,sell_¿Ü±¹ÀÎÇÕ°è,sell_ÀüÃ¼,foreign_»óÀåÁÖ½Ä¼ö,foreign_º¸À¯¼ö·®,foreign_ÁöºÐÀ²,foreign_ÇÑµµ¼ö·®,foreign_ÇÑµµ¼ÒÁø·ü,short_°Å·¡·®,short_¸Å¼ö,short_ºñÁß,¾÷Á¾,Á¾¸ñ
2018-04-02,49000,49220,48500,48540,142313,3.46E+11,-1.38,1156530,15.36,2.1,157967,1.17,28500,-34014927000,-263820000,1.27E+11,-92763688000,1.39E+11,2040218000,54598080000,1.51E+11,3.46E+11,128386494,67082604,52.25,128386494,52.25,1832,142313,1.29,IT,»ï¼ºÀüÀÚ
2018-04-03,47880,48140,47280,48120,255365,6.09E+11,-0.87,1156530,15.23,2.08,157967,1.18,28500,-50571560000,3653296000,1.51E+11,-1.05E+11,2.18E+11,1046334000,1.38E+11,2.52E+11,6.09E+11,128386494,67057529,52.22,128386494,52.22,5245,255365,2.05,IT,»ï¼ºÀüÀÚ
2018-04-04,48160,48260,46920,46920,247684,5.87E+11,-2.49,1156530,14.85,2.03,157967,1.21,28500,-1.21E+11,8400324000,2.43E+11,-1.31E+11,2.74E+11,1223977000,1.08E+11,2.03E+11,5.87E+11,128386494,67039067,52.22,128386494,52.22,8326,247684,3.36,IT,»ï¼ºÀüÀÚ
2018-04-05,47400,49380,47340,48740,264912,6.43E+11,3.88,1156530,15.43,2.11,157967,1.17,28500,1.46E+11,-46689000,-1.31E+11,-14763420000,1.59E+11,3887156000,2.92E+11,1.87E+11,6.43E+11,128386494,66998399,52.2,128386494,52.2,9181,264912,3.47,IT,»ï¼ºÀüÀÚ
2018-04-06,48000,48580,47400,48400,250654,6.03E+11,-0.7,1156530,15.32,2.09,157967,1.18,28500,18617856000,2093462000,92187674000,-1.13E+11,2.12E+11,1882012000,1.07E+11,2.82E+11,6.03E+11,128386494,66974053,52.16,128386494,52.16,9413,250654,3.76,IT,»ï¼ºÀüÀÚ
2018-04-09,48260,49440,48200,49200,199008,4.88E+11,1.65,1156530,15.57,2.13,157967,1.16,28500,83924081920,2190914000,-52164300000,-33950695920,1.21E+11,2056345000,1.44E+11,2.21E+11,4.88E+11,128386494,66966379,52.16,128386494,52.16,13476,199008,6.77,IT,»ï¼ºÀüÀÚ
2018-04-10,48540,49220,48040,48880,219687,5.35E+11,-0.65,1156530,15.47,2.11,157967,1.17,28500,3749941088,-1408000,48041900000,-51790433088,1.74E+11,2121523000,93314260000,2.65E+11,5.35E+11,128386494,66948230,52.16,128386494,52.16,10705,219687,4.87,IT,»ï¼ºÀüÀÚ
2018-04-11,49900,49900,48600,48860,201022,4.95E+11,-0.04,1156530,15.47,2.11,157967,1.17,28500,-49794111000,-2825701000,19357113000,33262699000,2.29E+11,5174325000,1.09E+11,1.52E+11,4.95E+11,128386494,66927070,52.12,128386494,52.12,9254,201022,4.6,IT,»ï¼ºÀüÀÚ
2018-04-12,49440,49440,48880,49000,249325,6.12E+11,0.29,1156530,15.51,2.12,157967,1.16,28500,-97405355000,6523346000,13860875000,77021134000,3.08E+11,1243141000,1.18E+11,1.85E+11,6.12E+11,128386494,66940640,52.12,128386494,52.12,9654,249325,3.87,IT,»ï¼ºÀüÀÚ
2018-04-13,49600,50180,49400,49800,205566,5.13E+11,1.63,1156530,15.76,2.15,157967,1.14,28500,-7671713349,1743102000,-1.05E+11,1.11E+11,1.90E+11,2436366000,2.28E+11,92612755000,5.13E+11,128386494,66973422,52.16,128386494,52.16,15900,205566,7.73,IT,»ï¼ºÀüÀÚ
2018-04-16,50320,50600,49860,50340,157549,3.96E+11,1.08,1156530,15.93,2.18,157967,1.13,28500,36117622380,1296366000,-69332342000,31918353620,98140273620,1286884000,1.61E+11,1.36E+11,3.96E+11,128386494,67023732,52.2,128386494,52.2,8107,157549,5.15,IT,»ï¼ºÀüÀÚ
2018-04-17,50240,50540,49820,49980,155440,3.89E+11,-0.72,1156530,15.82,2.16,157967,1.14,28500,9471562000,1203767000,57410047000,-68085376000,1.34E+11,473094000,57984746000,1.97E+11,3.89E+11,128386494,67037385,52.22,128386494,52.22,6711,155440,4.32,IT,»ï¼ºÀüÀÚ
2018-04-18,51000,51360,50580,51360,269252,6.89E+11,2.76,1156530,16.26,2.22,157967,1.11,28500,27202471000,696512000,-2.01E+11,1.73E+11,1.94E+11,12754668000,3.31E+11,1.51E+11,6.89E+11,128386494,67011816,52.2,128386494,52.2,11529,269252,4.28,IT,»ï¼ºÀüÀÚ
2018-04-19,52000,52980,51540,52780,343811,9.02E+11,2.76,1156530,16.71,2.28,157967,1.08,28500,-34473276000,9141888000,-1.78E+11,2.03E+11,2.56E+11,4919902000,4.33E+11,2.08E+11,9.02E+11,128386494,67087166,52.25,128386494,52.25,18944,343811,5.51,IT,»ï¼ºÀüÀÚ
2018-04-20,51800,52260,51420,51620,235220,6.09E+11,-2.2,1156530,16.34,2.23,157967,1.1,28500,67409771000,11462329000,1.13E+11,-1.91E+11,1.28E+11,1332372000,1.34E+11,3.46E+11,6.09E+11,128386494,67171116,52.3,128386494,52.3,12634,235220,5.37,IT,»ï¼ºÀüÀÚ
2018-04-23,51000,52080,51000,51900,232380,6.01E+11,0.54,1156530,16.43,2.24,157967,1.1,28500,36225300000,11957462000,51559649000,-99742411000,1.43E+11,1609641000,1.04E+11,3.52E+11,6.01E+11,128386494,67104080,52.28,128386494,52.28,8164,232380,3.51,IT,»ï¼ºÀüÀÚ
2018-04-24,51840,51860,50080,50460,315406,8.00E+11,-2.77,1156530,15.97,2.18,157967,1.13,28500,-6977142000,22138019000,2.41E+11,-2.56E+11,2.42E+11,2262530000,1.32E+11,4.24E+11,8.00E+11,128386494,67065577,52.25,128386494,52.25,11459,315406,3.63,IT,»ï¼ºÀüÀÚ
2018-04-25,49220,50500,49220,50400,332292,8.27E+11,-0.12,1156530,15.95,2.18,157967,1.13,28500,28561475000,6230503000,3.84E+11,-4.19E+11,1.64E+11,280968000,1.16E+11,5.46E+11,8.27E+11,128386494,66975650,52.16,128386494,52.16,8890,332292,2.68,IT,»ï¼ºÀüÀÚ
2018-04-26,50420,52160,50400,52140,360931,9.32E+11,3.45,1156530,16.5,2.25,157967,1.09,28500,-55482429000,6700118000,62695722000,-13913411000,2.93E+11,5212579000,2.70E+11,3.64E+11,9.32E+11,128386494,66852354,52.06,128386494,52.06,20074,360931,5.56,IT,»ï¼ºÀüÀÚ
2018-04-27,53380,53640,52440,53000,606216,1.61E+12,1.65,1156530,16.78,2.29,157967,1.08,28500,-1.97E+11,22406192000,2.93E+11,-1.18E+11,4.08E+11,7056879000,5.33E+11,6.63E+11,1.61E+12,128386494,66883763,52.1,128386494,52.1,8959,606216,1.48,IT,»ï¼ºÀüÀÚ
2018-05-04,53000,53900,51800,51900,39565391,2.08E+12,-2.08,28126,8.65,1.85,5997,1.64,850,-5.92E+11,-11149318700,6.55E+11,-52721756700,7.19E+11,18715358400,8.41E+11,4.99E+11,2.08E+12,6419324700,3389738000,52.8,6419324700,52.8,1964027,39565391,4.96,IT,»ï¼ºÀüÀÚ
2018-05-08,52600,53200,51900,52600,23104720,1.22E+12,1.35,28126,8.77,1.87,5997,1.62,850,-55407203100,3123733900,-50801179600,1.03E+11,2.08E+11,4141076500,4.48E+11,5.58E+11,1.22E+12,6419324700,3388514370,52.78,6419324700,52.78,899575,23104720,3.89,IT,»ï¼ºÀüÀÚ
2018-05-09,52600,52800,50900,50900,16128305,8.31E+11,-3.23,28126,8.49,1.81,5997,1.67,850,-61438287200,742475500,1.70E+11,-1.09E+11,2.62E+11,1655582300,2.73E+11,2.95E+11,8.31E+11,6419324700,3389966037,52.8,6419324700,52.8,1859132,16128305,11.53,IT,»ï¼ºÀüÀÚ
2018-05-10,51700,51700,50600,51600,13905263,7.12E+11,1.38,28126,8.6,1.83,5997,1.65,850,11920187400,-2219132300,22928345800,-32629400900,2.46E+11,6215352100,2.29E+11,2.31E+11,7.12E+11,6419324700,3388367976,52.78,6419324700,52.78,607301,13905263,4.37,IT,»ï¼ºÀüÀÚ
2018-05-11,52000,52200,51200,51300,10314997,5.34E+11,-0.58,28126,8.55,1.82,5997,1.66,850,-25470106200,-775180400,-2591043600,28836330200,1.69E+11,1755102500,1.90E+11,1.73E+11,5.34E+11,6419324700,3387354337,52.78,6419324700,52.78,2640549,10314997,25.6,IT,»ï¼ºÀüÀÚ
2018-05-14,51000,51100,49900,50100,14909272,7.50E+11,-2.34,28126,8.35,1.78,5997,1.7,850,-49566450100,-1320924550,1.56E+11,-1.05E+11,1.81E+11,6049077450,2.71E+11,2.92E+11,7.50E+11,6419324700,3387567715,52.78,6419324700,52.78,2159352,14909272,14.48,IT,»ï¼ºÀüÀÚ
2018-05-15,50200,50400,49100,49200,18709146,9.26E+11,-1.8,28126,8.2,1.75,5997,1.73,850,-91879426900,3204514300,1.50E+11,-61038613900,2.05E+11,2667749950,2.46E+11,4.72E+11,9.26E+11,6419324700,3385266256,52.75,6419324700,52.75,4818595,18709146,25.76,IT,»ï¼ºÀüÀÚ
2018-05-16,49200,50200,49150,49850,15918683,7.92E+11,1.32,28126,8.31,1.77,5997,1.71,850,66386686250,-76011849800,-67749281000,77374444550,1.31E+11,78073044750,3.19E+11,2.64E+11,7.92E+11,6419324700,3384136530,52.72,6419324700,52.72,2331346,15918683,14.65,IT,»ï¼ºÀüÀÚ
2018-05-17,50300,50500,49400,49400,10365440,5.16E+11,-0.9,28126,8.24,1.76,5997,1.72,850,37187089350,1256862050,77856174950,-1.16E+11,1.01E+11,729702500,1.42E+11,2.72E+11,5.16E+11,6419324700,3385554977,52.75,6419324700,52.75,512949,10365440,4.95,IT,»ï¼ºÀüÀÚ
2018-05-18,49900,49900,49350,49500,6706570,3.32E+11,0.2,28126,8.25,1.76,5997,1.72,850,5546479000,-581924900,20896988750,-25861542850,78358545750,832376800,96180708350,1.57E+11,3.32E+11,6419324700,3383277622,52.7,6419324700,52.7,579606,6706570,8.64,IT,»ï¼ºÀüÀÚ
2018-05-21,49650,50200,49100,50000,9020998,4.49E+11,1.01,28126,8.34,1.78,5997,1.7,850,17999389104,6258318600,-35194714500,10937006796,77986038146,546636550,1.56E+11,2.15E+11,4.49E+11,6419324700,3382559228,52.7,6419324700,52.7,363406,9020998,4.03,IT,»ï¼ºÀüÀÚ
2018-05-23,50600,52000,50400,51800,17095490,8.79E+11,3.6,28126,8.64,1.84,5997,1.64,850,27600015000,16567238400,-87101161600,42933908200,2.26E+11,2932578400,4.04E+11,2.46E+11,8.79E+11,6419324700,3382369713,52.7,6419324700,52.7,1030387,17095490,6.03,IT,»ï¼ºÀüÀÚ
2018-05-24,52000,52000,51100,51400,8289275,4.26E+11,-0.77,28126,8.57,1.83,5997,1.65,850,-83308810076,47096941300,31469071500,4742797276,1.73E+11,673356900,1.32E+11,1.21E+11,4.26E+11,6419324700,3383011852,52.7,6419324700,52.7,832012,8289275,10.04,IT,»ï¼ºÀüÀÚ
2018-05-25,51000,52800,50800,52700,15207266,7.95E+11,2.53,28126,8.79,1.87,5997,1.61,850,38831343300,-1823888600,-2.54E+11,2.17E+11,1.64E+11,8019247700,4.46E+11,1.77E+11,7.95E+11,6419324700,3382263326,52.7,6419324700,52.7,514280,15207266,3.38,IT,»ï¼ºÀüÀÚ
2018-05-28,52500,53000,52000,52300,9787820,5.13E+11,-0.76,28126,8.72,1.86,5997,1.63,850,16254064800,1141755700,-20436790700,3040970200,1.25E+11,2286026200,1.95E+11,1.91E+11,5.13E+11,6419324700,3386553527,52.75,6419324700,52.75,889466,9787820,9.09,IT,»ï¼ºÀüÀÚ
2018-05-29,52200,52500,51300,51300,8480437,4.38E+11,-1.91,28126,8.55,1.82,5997,1.66,850,-65931822800,4827539500,77860273300,-16755990000,1.60E+11,740005700,1.46E+11,1.30E+11,4.38E+11,6419324700,3386831634,52.75,6419324700,52.75,462271,8480437,5.45,IT,»ï¼ºÀüÀÚ
2018-05-30,51300,51500,49100,49500,20498098,1.03E+12,-3.51,28126,8.25,1.76,5997,1.72,850,-1.85E+11,2549522400,4.14E+11,-2.31E+11,3.43E+11,4139264050,1.74E+11,5.05E+11,1.03E+12,6419324700,3386404063,52.75,6419324700,52.75,2583067,20498098,12.6,IT,»ï¼ºÀüÀÚ
2018-05-31,50400,50800,49850,50700,63491109,3.16E+12,2.42,28126,8.45,1.8,5997,1.68,850,-1.15E+12,4202844750,20301236300,1.12E+12,1.50E+12,3386030150,2.05E+11,1.45E+12,3.16E+12,6419324700,3381473413,52.7,6419324700,52.7,1023715,63491109,1.61,IT,»ï¼ºÀüÀÚ
2018-06-01,50500,51700,49950,51300,13038499,6.65E+11,1.18,28126,8.55,1.82,5997,1.66,850,-27400617852,90982600,-91215164550,1.19E+11,2.06E+11,989783100,2.18E+11,2.40E+11,6.65E+11,6419324700,3404215078,53.03,6419324700,53.03,945971,13038499,7.26,IT,»ï¼ºÀüÀÚ
2018-06-04,50800,51200,50700,51100,9767171,4.98E+11,-0.39,28126,8.52,1.82,5997,1.66,850,-22418015400,-823909700,-31433343600,54675268700,1.47E+11,1194970900,1.07E+11,2.43E+11,4.98E+11,6419324700,3405723291,53.06,6419324700,53.06,294991,9767171,3.02,IT,»ï¼ºÀüÀÚ
2018-06-05,51100,51400,50400,51300,9144100,4.66E+11,0.39,28126,8.55,1.82,5997,1.66,850,-49068961000,-830747800,-6645842100,56545550900,1.86E+11,1008892700,98366652600,1.80E+11,4.66E+11,6419324700,3406765955,53.06,6419324700,53.06,718607,9144100,7.86,IT,»ï¼ºÀüÀÚ
2018-06-07,51800,51800,50500,50600,13590016,6.93E+11,-1.36,28126,8.44,1.8,5997,1.68,850,-46793413600,1982459600,86147666700,-41336712700,2.19E+11,2562059100,97863515400,3.73E+11,6.93E+11,6419324700,3407892397,53.1,6419324700,53.1,771981,13590016,5.68,IT,»ï¼ºÀüÀÚ
2018-06-08,50200,50400,49600,49650,16951706,8.45E+11,-1.88,28126,8.28,1.77,5997,1.71,850,-2.81E+11,3572208900,3.67E+11,-89117092300,3.85E+11,1857115000,1.23E+11,3.36E+11,8.45E+11,6419324700,3406783024,53.06,6419324700,53.06,1043515,16951706,6.16,IT,»ï¼ºÀüÀÚ
2018-06-11,49750,50300,49350,49900,10571312,5.27E+11,0.5,28126,8.32,1.77,5997,1.7,850,35266747350,601865700,43529147050,-79397760100,1.54E+11,4124028300,93521420500,2.75E+11,5.27E+11,6419324700,3404740720,53.03,6419324700,53.03,334246,10571312,3.16,IT,»ï¼ºÀüÀÚ
2018-06-12,49700,49800,49250,49400,12110569,5.99E+11,-1,28126,8.24,1.76,5997,1.72,850,-30019263150,639691600,1.09E+11,-79267235600,2.05E+11,1702585150,1.26E+11,2.67E+11,5.99E+11,6419324700,3402677344,53,6419324700,53,755576,12110569,6.24,IT,»ï¼ºÀüÀÚ
2018-06-14,49000,49000,48200,48200,20971729,1.02E+12,-2.43,28126,8.04,1.71,5997,1.76,850,47916807500,8131264850,2.70E+11,-3.26E+11,2.69E+11,3976382700,1.18E+11,6.24E+11,1.02E+12,6419324700,3401284162,53,6419324700,53,347686,20971729,1.66,IT,»ï¼ºÀüÀÚ
2018-06-15,48500,48700,47650,47650,17080892,8.20E+11,-1.14,28126,7.95,1.69,5997,1.78,850,67970404300,60883100,1.73E+11,-2.41E+11,1.42E+11,1871800800,1.34E+11,5.42E+11,8.20E+11,6419324700,3395277427,52.88,6419324700,52.88,48831,17080892,0.29,IT,»ï¼ºÀüÀÚ
2018-06-18,47600,47650,46200,46600,16661870,7.77E+11,-2.2,28126,7.77,1.66,5997,1.82,850,1.29E+11,-7323444300,69120670550,-1.91E+11,1.72E+11,10356276200,2.74E+11,3.20E+11,7.77E+11,6419324700,3389440966,52.8,6419324700,52.8,209321,16661870,1.26,IT,»ï¼ºÀüÀÚ
2018-06-19,47200,47350,46500,47000,15217971,7.15E+11,0.86,28126,7.84,1.67,5997,1.81,850,49756465600,2045181600,-19002901350,-32798745850,1.94E+11,1475472450,1.98E+11,3.21E+11,7.15E+11,6419324700,3386155189,52.75,6419324700,52.75,244498,15217971,1.61,IT,»ï¼ºÀüÀÚ
2018-06-20,47450,47600,46850,47000,12959316,6.12E+11,0,28126,7.84,1.67,5997,1.81,850,10717944150,3531157450,49639325050,-63888426650,1.62E+11,492722350,1.26E+11,3.23E+11,6.12E+11,6419324700,3385161324,52.72,6419324700,52.72,602602,12959316,4.65,IT,»ï¼ºÀüÀÚ
2018-06-21,47900,47900,47050,47050,10015541,4.74E+11,0.11,28126,7.85,1.67,5997,1.81,850,-59497104200,4124359100,62435300400,-7062555300,1.84E+11,1158102150,1.17E+11,1.71E+11,4.74E+11,6419324700,3382945254,52.7,6419324700,52.7,915204,10015541,9.14,IT,»ï¼ºÀüÀÚ
2018-06-22,47000,47250,46200,47250,10298006,4.82E+11,0.43,28126,7.88,1.68,5997,1.8,850,-18395576000,3356943400,42682742100,-27644109500,1.70E+11,650571150,1.08E+11,2.03E+11,4.82E+11,6419324700,3383045834,52.7,6419324700,52.7,589903,10298006,5.73,IT,»ï¼ºÀüÀÚ
2018-06-25,47050,47050,46150,46650,10587711,4.93E+11,-1.27,28126,7.78,1.66,5997,1.82,850,-2082697250,1105147550,51366842950,-50389293250,1.58E+11,278797600,1.01E+11,2.34E+11,4.93E+11,6419324700,3382142120,52.7,6419324700,52.7,279629,10587711,2.64,IT,»ï¼ºÀüÀÚ
2018-06-26,45900,47300,45900,47000,11223166,5.23E+11,0.75,28126,7.84,1.67,5997,1.81,850,95319408900,-73663950,-30598723700,-64647021250,1.50E+11,1834699200,1.46E+11,2.25E+11,5.23E+11,6419324700,3380312410,52.66,6419324700,52.66,226935,11223166,2.02,IT,»ï¼ºÀüÀÚ
2018-06-27,47450,48500,47000,47950,15274752,7.28E+11,2.02,28126,8,1.7,5997,1.77,850,-23492794350,-279536000,-72850587000,96622917350,2.26E+11,4138009800,2.45E+11,2.53E+11,7.28E+11,6419324700,3379910348,52.66,6419324700,52.66,347050,15274752,2.27,IT,»ï¼ºÀüÀÚ
2018-06-28,46850,47150,46600,46800,12784800,5.98E+11,-2.4,28126,7.8,1.66,5997,1.82,850,35816884200,931692000,1.10E+11,-1.46E+11,1.43E+11,804053850,69400861050,3.85E+11,5.98E+11,6419324700,3382188811,52.7,6419324700,52.7,501239,12784800,3.92,IT,»ï¼ºÀüÀÚ
2018-06-29,46250,47150,46200,46650,14099635,6.58E+11,-0.32,28126,7.78,1.66,5997,1.82,850,-63916431350,5547314300,40512944100,17856172950,2.48E+11,1757162500,99366640150,3.09E+11,6.58E+11,6419324700,3378102918,52.62,6419324700,52.62,508500,14099635,3.61,IT,»ï¼ºÀüÀÚ
2018-07-02,46500,47150,45500,45550,13112253,6.07E+11,-2.36,28126,7.6,1.62,5997,1.87,850,-17633775250,4451962100,69781656800,-56599843650,2.01E+11,2759456200,1.15E+11,2.87E+11,6.07E+11,6419324700,3377537395,52.62,6419324700,52.62,431146,13112253,3.29,IT,»ï¼ºÀüÀÚ
2018-07-03,45750,46450,45750,46150,10959655,5.06E+11,1.32,28126,7.7,1.64,5997,1.84,850,-2088012750,-4168894200,-32649359000,38906265950,1.76E+11,4788333200,1.14E+11,2.11E+11,5.06E+11,6419324700,3375551677,52.6,6419324700,52.6,312737,10959655,2.85,IT,»ï¼ºÀüÀÚ
2018-07-04,46700,47050,46050,46250,8776763,4.08E+11,0.22,28126,7.71,1.64,5997,1.84,850,-4668919850,-554898700,-7630296750,12854115300,1.56E+11,2062251200,86322960650,1.64E+11,4.08E+11,6419324700,3376382355,52.6,6419324700,52.6,531336,8776763,6.05,IT,»ï¼ºÀüÀÚ
2018-07-05,46100,46550,45600,45950,7039773,3.23E+11,-0.65,28126,7.66,1.63,5997,1.85,850,24942231400,318218000,33770948700,-59031398100,1.26E+11,1053459100,62885910900,1.33E+11,3.23E+11,6419324700,3376897215,52.62,6419324700,52.62,488752,7039773,6.94,IT,»ï¼ºÀüÀÚ
2018-07-06,45500,45850,44650,44900,17843706,8.04E+11,-2.29,28126,7.49,1.6,5997,1.89,850,-11529911350,6811843450,2.22E+11,-2.17E+11,2.79E+11,1397525800,1.43E+11,3.80E+11,8.04E+11,6419324700,3375435269,52.6,6419324700,52.6,484285,17843706,2.71,IT,»ï¼ºÀüÀÚ
2018-07-09,45500,46100,45200,45600,11602464,5.29E+11,1.56,28126,7.6,1.62,5997,1.86,850,59282658000,-5205086700,-35104586250,-18972985050,1.53E+11,5873416800,1.56E+11,2.14E+11,5.29E+11,6419324700,3369890183,52.5,6419324700,52.5,151709,11602464,1.31,IT,»ï¼ºÀüÀÚ
2018-07-10,46200,46550,46100,46300,10528665,4.88E+11,1.54,28126,7.72,1.65,5997,1.84,850,-26232671950,-2190094200,-16570170450,44992936600,1.59E+11,3782610900,1.22E+11,2.04E+11,4.88E+11,6419324700,3368989015,52.47,6419324700,52.47,231637,10528665,2.2,IT,»ï¼ºÀüÀÚ
2018-07-11,46400,46450,45400,46000,11224077,5.15E+11,-0.65,28126,7.67,1.64,5997,1.85,850,-49237277750,-2226227600,21722761600,29740743750,2.24E+11,3230257350,79296216200,2.09E+11,5.15E+11,6419324700,3370249694,52.5,6419324700,52.5,157057,11224077,1.4,IT,»ï¼ºÀüÀÚ
2018-07-12,45900,46250,45450,45500,11828104,5.41E+11,-1.09,28126,7.59,1.62,5997,1.87,850,-20577539300,-2024224900,35020923100,-12419158900,2.68E+11,2277084350,61372823850,2.09E+11,5.41E+11,6419324700,3370029066,52.5,6419324700,52.5,1213744,11828104,10.26,IT,»ï¼ºÀüÀÚ
2018-07-13,45800,46500,45750,46500,11543389,5.33E+11,2.2,28126,7.75,1.65,5997,1.83,850,23011883200,-8412019500,-29068357250,14468493550,1.48E+11,8882933500,1.22E+11,2.55E+11,5.33E+11,6419324700,3369451426,52.5,6419324700,52.5,314615,11543389,2.73,IT,»ï¼ºÀüÀÚ
2018-07-16,46800,46800,46000,46050,7678719,3.56E+11,-0.97,28126,7.68,1.64,5997,1.85,850,-28656707100,1592024150,63596059350,-36531376400,1.49E+11,471572150,53105261200,1.53E+11,3.56E+11,6419324700,3369563662,52.5,6419324700,52.5,228560,7678719,2.98,IT,»ï¼ºÀüÀÚ
2018-07-17,46150,46200,45600,45850,8892953,4.08E+11,-0.43,28126,7.65,1.63,5997,1.85,850,21476521200,5331094300,20255495650,-47063111150,1.08E+11,309735800,56461928600,2.44E+11,4.08E+11,6419324700,3368840475,52.47,6419324700,52.47,174791,8892953,1.97,IT,»ï¼ºÀüÀÚ
2018-07-18,46700,47200,46450,46550,10952645,5.12E+11,1.53,28126,7.76,1.66,5997,1.83,850,-29608533000,394964200,-58948592400,88162161200,1.48E+11,1772173100,1.77E+11,1.85E+11,5.12E+11,6419324700,3367475369,52.47,6419324700,52.47,303720,10952645,2.77,IT,»ï¼ºÀüÀÚ
2018-07-19,47050,47200,46600,46900,9880128,4.64E+11,0.75,28126,7.82,1.67,5997,1.81,850,38614503450,84442850,-71611881100,32912934800,1.13E+11,3237627200,1.47E+11,2.01E+11,4.64E+11,6419324700,3368890079,52.47,6419324700,52.47,245376,9880128,2.48,IT,»ï¼ºÀüÀÚ
2018-07-20,47000,47600,46700,47450,10474547,4.94E+11,1.17,28126,7.91,1.69,5997,1.79,850,50058951150,-2915471150,-1.05E+11,57776150700,1.26E+11,3304731750,1.71E+11,1.93E+11,4.94E+11,6419324700,3369813655,52.5,6419324700,52.5,457678,10474547,4.37,IT,»ï¼ºÀüÀÚ
2018-07-23,47100,47200,46150,46500,10823782,5.03E+11,-2,28126,7.75,1.65,5997,1.83,850,63953601850,-4194491100,-13450323550,-46308787200,1.57E+11,4982114550,1.33E+11,2.08E+11,5.03E+11,6419324700,3371001313,52.5,6419324700,52.5,571171,10823782,5.28,IT,»ï¼ºÀüÀÚ
2018-07-24,46350,46600,45950,46150,8261363,3.82E+11,-0.75,28126,7.7,1.64,5997,1.84,850,56742046400,-1009466200,-15174812200,-40557768000,84918147150,1908936100,92429527100,2.03E+11,3.82E+11,6419324700,3370099675,52.5,6419324700,52.5,310602,8261363,3.76,IT,»ï¼ºÀüÀÚ
2018-07-25,46250,46550,45900,46150,7222471,3.33E+11,0,28126,7.7,1.64,5997,1.84,850,70485032950,-2753550600,-13299743900,-54431738450,82963061050,2818677800,70339197500,1.77E+11,3.33E+11,6419324700,3369027711,52.47,6419324700,52.47,241868,7222471,3.35,IT,»ï¼ºÀüÀÚ
2018-07-26,46100,47000,46000,46900,7374946,3.44E+11,1.63,28126,7.82,1.67,5997,1.81,850,14012879050,-1796438050,-59880445500,47664004500,1.15E+11,3082372300,1.14E+11,1.13E+11,3.44E+11,6419324700,3367886029,52.47,6419324700,52.47,113579,7374946,1.54,IT,»ï¼ºÀüÀÚ
2018-07-27,46450,47000,46450,46900,4762460,2.22E+11,0,28126,7.82,1.67,5997,1.81,850,26558006350,1765582500,-11224642050,-17098946800,52694345300,224413600,59592762000,1.10E+11,2.22E+11,6419324700,3368860315,52.47,6419324700,52.47,75014,4762460,1.58,IT,»ï¼ºÀüÀÚ
2018-07-30,46550,46800,46350,46500,5723035,2.66E+11,-0.85,28126,7.75,1.65,5997,1.83,850,-45543415850,792090650,37071265650,7680059550,1.11E+11,264075200,33905133350,1.21E+11,2.66E+11,6419324700,3369046094,52.47,6419324700,52.47,25972,5723035,0.45,IT,»ï¼ºÀüÀÚ
2018-07-31,46200,46450,46000,46250,8033607,3.71E+11,-0.54,28126,7.71,1.64,5997,1.84,850,18212487400,1698100250,32152838700,-52063426350,81204701100,327152450,45665909250,2.44E+11,3.71E+11,6419324700,3369380476,52.5,6419324700,52.5,51657,8033607,0.64,IT,»ï¼ºÀüÀÚ
2018-08-01,46050,46850,46050,46550,7484499,3.48E+11,0.65,28126,7.76,1.66,5997,1.83,850,-25625518900,-1613295400,-16517649850,43756464150,93382601950,2102701050,70554620500,1.82E+11,3.48E+11,6419324700,3368203304,52.47,6419324700,52.47,106611,7484499,1.42,IT,»ï¼ºÀüÀÚ
2018-08-02,46550,46800,45500,45550,8560924,3.94E+11,-2.15,28126,7.6,1.62,5997,1.87,850,-94886523700,1619645250,1.08E+11,-14910793100,1.89E+11,1037147300,55813085400,1.48E+11,3.94E+11,6419324700,3369099867,52.47,6419324700,52.47,277038,8560924,3.24,IT,»ï¼ºÀüÀÚ
2018-08-03,45850,45900,45450,45750,8274944,3.78E+11,0.44,28126,7.63,1.63,5997,1.86,850,-43539409350,-622816900,43604237250,557989000,1.25E+11,1552409100,46674598400,2.05E+11,3.78E+11,6419324700,3368724541,52.47,6419324700,52.47,62782,8274944,0.76,IT,»ï¼ºÀüÀÚ
2018-08-06,46150,46150,45750,45800,6771979,3.11E+11,0.11,28126,7.64,1.63,5997,1.86,850,-35906475000,1669798900,-42656195700,76892871800,1.23E+11,1388676800,86084461450,1.01E+11,3.11E+11,6419324700,3368569075,52.47,6419324700,52.47,344441,6771979,5.09,IT,»ï¼ºÀüÀÚ
2018-08-07,46300,46750,45900,46700,9058174,4.21E+11,1.97,28126,7.79,1.66,5997,1.82,850,-48380300250,1958460800,-57090338600,1.04E+11,1.34E+11,652075400,1.28E+11,1.58E+11,4.21E+11,6419324700,3370098060,52.5,6419324700,52.5,200492,9058174,2.21,IT,»ï¼ºÀüÀÚ
