³¯Â¥,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,°Å·¡·®,°Å·¡´ë±Ý,µî¶ô·ü,BPS,PER,PBR,EPS,DIV,DPS,buy_±â°üÇÕ°è,buy_±âÅ¸¹ýÀÎ,buy_°³ÀÎ,buy_¿Ü±¹ÀÎÇÕ°è,sell_±â°üÇÕ°è,sell_±âÅ¸¹ýÀÎ,sell_°³ÀÎ,sell_¿Ü±¹ÀÎÇÕ°è,sell_ÀüÃ¼,foreign_»óÀåÁÖ½Ä¼ö,foreign_º¸À¯¼ö·®,foreign_ÁöºÐÀ²,foreign_ÇÑµµ¼ö·®,foreign_ÇÑµµ¼ÒÁø·ü,short_°Å·¡·®,short_¸Å¼ö,short_ºñÁß,¾÷Á¾,Á¾¸ñ
2023-03-13,777000,779000,767000,778000,46901,36343304000,0.26,74551,132.34,10.44,5879,0,0,10967547000,-91460000,-4390702000,-6485385000,3427131000,134068000,12866939000,19915166000,36343304000,71174000,7531574,10.58,71174000,10.58,1876,46901,4,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-14,770000,785000,770000,772000,69586,53961600000,-0.77,74551,131.31,10.36,5879,0,0,13714387000,29613000,-2575977000,-11168023000,8425651000,224396000,14322629000,30988924000,53961600000,71174000,7521122,10.57,71174000,10.57,4820,69586,6.93,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-15,776000,781000,772000,778000,36391,28291554000,0.78,74551,132.34,10.44,5879,0,0,6530410000,-1465466000,-4702946000,-361998000,4195141000,1532391000,11307122000,11256900000,28291554000,71174000,7508337,10.55,71174000,10.55,1158,36391,3.18,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-16,772000,796000,771000,790000,60191,47387536000,1.54,74551,134.38,10.6,5879,0,0,7973910000,-379741000,-15713286000,8119117000,10741134000,1054343000,27733792000,7858267000,47387536000,71174000,7490416,10.52,71174000,10.52,924,60191,1.54,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-17,798000,809000,797000,808000,90344,72653326000,2.28,74551,137.44,10.84,5879,0,0,11141462000,-557697000,-33717438000,23133673000,9446751000,828240000,49347638000,13030697000,72653326000,71174000,7502151,10.54,71174000,10.54,1527,90344,1.69,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-20,813000,822000,810000,812000,54173,44179117400,0.5,74551,138.12,10.89,5879,0,0,13009194000,-1156554000,-16646263000,4793623000,3837420000,1241478000,29037137000,10063082400,44179117400,71174000,7530348,10.58,71174000,10.58,2249,54173,4.15,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-21,814000,817000,805000,809000,25661,20775932000,-0.37,74551,137.61,10.85,5879,0,0,6756826000,-2522000,-5215296000,-1539008000,4070811000,92982000,10529153000,6082986000,20775932000,71174000,7534285,10.59,71174000,10.59,2050,25661,7.99,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-22,810000,815000,805000,810000,29968,24257553800,0.12,74551,137.78,10.87,5879,0,0,3339694000,-77117000,-4603565000,1340988000,5229853000,111095000,10711171000,8205434800,24257553800,71174000,7527938,10.58,71174000,10.58,792,29968,2.64,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-23,810000,810000,794000,798000,41716,33269820000,-1.48,74551,135.74,10.7,5879,0,0,-6381635000,277837000,5673447000,430351000,16057455000,121113000,8967407000,8123845000,33269820000,71174000,7527528,10.58,71174000,10.58,662,41716,1.59,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-24,795000,805000,792000,797000,28390,22648893000,-0.13,74551,135.57,10.69,5879,0,0,-6042701000,-11139000,394050000,5659790000,9397668000,28754000,7450613000,5771858000,22648893000,71174000,7528075,10.58,71174000,10.58,463,28390,1.63,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-27,797000,800000,788000,797000,47586,37782965000,0,74551,135.57,10.69,5879,0,0,-4617101000,-6707000,1929010000,2694798000,11155102000,258808000,10705026000,15664029000,37782965000,71174000,7610307,10.69,71174000,10.69,10837,47586,22.77,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-28,800000,803000,792000,797000,86680,68975231000,0,74551,135.57,10.69,5879,0,0,711970000,20675000,-2318169000,1585524000,9229950000,71575000,13306865000,46366841000,68975231000,71174000,7609940,10.69,71174000,10.69,2741,86680,3.16,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-29,797000,801000,790000,791000,60734,48320877000,-0.75,74551,134.55,10.61,5879,0,0,393514000,51597000,581740000,-1026851000,9146735000,104688000,9267150000,29802304000,48320877000,71174000,7613930,10.7,71174000,10.7,1677,60734,2.76,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-30,789000,789000,781000,782000,64701,50715196000,-1.14,74551,133.02,10.49,5879,0,0,-12608416000,-530393000,12781814000,356995000,20198411000,933221000,14212664000,15370900000,50715196000,71174000,7600024,10.68,71174000,10.68,2339,64701,3.62,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2023-03-31,782000,790000,778000,788000,58987,46277897000,0.77,74551,134.04,10.57,5879,0,0,3527853000,552810000,-1375006000,-2705657000,6442197000,171960000,14248886000,25414854000,46277897000,71174000,7591247,10.67,71174000,10.67,2606,58987,4.42,ÀÇ·á,»ï¼º¹ÙÀÌ¿À·ÎÁ÷½º
2018-04-02,144500,148500,144000,148500,569272,83907272000,3.48,235358,7.38,0.63,20118,2.69,4000,-2638108500,95311500,-34296695500,36839492500,18932925500,24180000,48974530000,15975636500,83907272000,220276479,101346165,46,220276479,46,23270,569272,4.09,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-03,147000,152500,145500,152000,2258712,3.42E+11,2.36,235358,7.56,0.65,20118,2.63,4000,13847626500,751413000,-30277817500,15678778000,20232088000,90795000,39116868500,2.83E+11,3.42E+11,220276479,101598210,46.12,220276479,46.12,35844,2258712,1.59,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-04,156000,159500,155000,156500,1198367,1.89E+11,2.96,235358,7.78,0.66,20118,2.56,4000,47569842000,-155970500,-75115292000,27701420500,26632209000,1872885500,96339280000,63887404500,1.89E+11,220276479,101701788,46.16,220276479,46.16,261666,1198367,21.84,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-05,157000,158000,153500,154000,404008,62716982500,-1.6,235358,7.65,0.65,20118,2.6,4000,10609907500,-662001500,26487500,-9974393500,16720556000,666334000,15418605000,29911487500,62716982500,220276479,101893682,46.25,220276479,46.25,40456,404008,10.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-06,155000,155500,152000,152500,377964,57901107000,-0.97,235358,7.58,0.65,20118,2.62,4000,-22789500,-15040000,6664493000,-6626663500,12423955500,82927500,6062767500,39331456500,57901107000,220276479,101793798,46.22,220276479,46.22,14383,377964,3.81,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-09,152000,153000,150500,151000,319141,48377736500,-0.98,235358,7.51,0.64,20118,2.65,4000,-8130392000,561170000,4376365500,3192856500,23166158000,158652000,8982885500,16070041000,48377736500,220276479,101726289,46.2,220276479,46.2,16314,319141,5.11,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-10,150000,153000,149000,151000,371422,56066248000,0,235358,7.51,0.64,20118,2.65,4000,987700500,-66097500,676230500,-1597833500,14113630500,92994000,13016565000,28843058500,56066248000,220276479,101747542,46.2,220276479,46.2,29255,371422,7.88,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-11,150500,152000,150000,150000,329076,49557359000,-0.66,235358,7.46,0.64,20118,2.67,4000,-10807711000,-63180500,7181928500,3688963000,22171868500,80332000,4563519000,22741639500,49557359000,220276479,101738764,46.2,220276479,46.2,47464,329076,14.42,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-12,151000,152500,150000,152000,297375,44920402500,1.33,235358,7.56,0.65,20118,2.63,4000,-3036542000,-51989500,-2068400500,5156932000,15940577500,75300000,6874187500,22030337500,44920402500,220276479,101783241,46.22,220276479,46.22,83450,297375,28.06,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-13,151500,152000,149500,150500,425396,64004061000,-0.99,235358,7.48,0.64,20118,2.66,4000,-9218252000,-41341000,7234127000,2025466000,18921469000,111325000,6201462500,38769804500,64004061000,220276479,101821295,46.22,220276479,46.22,116710,425396,27.44,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-16,151000,154000,150000,153000,303065,46144857000,1.66,235358,7.61,0.65,20118,2.61,4000,10768692500,777211000,-6655574000,-4890329500,8757167500,26295500,18428478500,18932915500,46144857000,220276479,101826917,46.22,220276479,46.22,54057,303065,17.84,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-17,154000,158000,154000,157500,670905,1.05E+11,2.94,235358,7.83,0.67,20118,2.54,4000,31455747500,-1361827000,-32722235000,2628314500,16802851500,1566590000,57521936500,29403640500,1.05E+11,220276479,101836053,46.22,220276479,46.22,60781,670905,9.06,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-18,158000,159500,157000,158500,507655,80383771000,0.63,235358,7.88,0.67,20118,2.52,4000,-2340792500,-3211160000,-19971152500,25523105000,23823206000,3233508500,24890604000,28436452500,80383771000,220276479,101847294,46.25,220276479,46.25,146088,507655,28.78,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-19,157500,158000,155000,158000,344290,53994427500,-0.32,235358,7.85,0.67,20118,2.53,4000,-12122426500,-414371500,-10987772500,23524570500,21740994500,451743500,18121591000,13680098500,53994427500,220276479,102013353,46.3,220276479,46.3,84491,344290,24.54,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-20,157000,160000,156500,160000,406412,64795842600,1.27,235358,7.95,0.68,20118,2.5,4000,13656196000,-5419500,-29876521000,16225744500,11537699000,37219500,32813292000,20407632100,64795842600,220276479,102180684,46.38,220276479,46.38,53107,406412,13.07,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-23,160000,160000,157000,159500,284140,45093721500,-0.31,235358,7.93,0.68,20118,2.51,4000,-280167000,-530719500,-1513150000,2324036500,14823458500,530719500,7864182000,21875361500,45093721500,220276479,102284585,46.44,220276479,46.44,68840,284140,24.23,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-24,161500,165500,161500,162500,644850,1.05E+11,1.88,235358,8.08,0.69,20118,2.46,4000,8882840500,-786840000,-28488184000,20392183500,21889004000,1013620500,48743740500,33711051000,1.05E+11,220276479,102302522,46.44,220276479,46.44,98350,644850,15.25,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-25,162000,164000,160000,164000,407673,66449139500,0.92,235358,8.15,0.7,20118,2.44,4000,9296457000,-504616000,-13325156500,4533315500,14202516000,578216000,21478354000,30190053500,66449139500,220276479,102441785,46.5,220276479,46.5,117472,407673,28.82,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-26,164000,164000,154500,156500,861668,1.37E+11,-4.57,235358,7.78,0.66,20118,2.56,4000,-38475152500,481072000,14794729000,23199351500,63267739000,179578500,27628087500,45759383500,1.37E+11,220276479,102471001,46.53,220276479,46.53,241497,861668,28.03,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-27,155000,161500,154000,158000,887506,1.40E+11,0.96,235358,7.85,0.67,20118,2.53,4000,-6724350000,-665578000,2780595000,4609333000,51696934500,754295000,39311947000,47861415500,1.40E+11,220276479,102551542,46.56,220276479,46.56,78655,887506,8.86,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-04-30,159000,160500,157000,160000,351811,55982014500,1.27,235358,7.95,0.68,20118,2.5,4000,998081500,5370055000,-9900647000,3532510500,10650598000,832726000,19157367500,25341323000,55982014500,220276479,102637029,46.6,220276479,46.6,56695,351811,16.12,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-02,159000,160500,157000,160000,377086,60120692000,0,242062,10.67,0.66,14993,2.5,4000,1550157500,6941124500,-5837618500,-2653663500,12445923500,37443500,13834422500,33802902500,60120692000,220276479,102660384,46.62,220276479,46.62,45768,377086,12.14,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-03,162500,163000,160000,160000,324816,52500875500,0,242062,10.67,0.66,14993,2.5,4000,3087172500,16322959500,-10185368000,-9224764000,7450417000,92837500,18198633500,26758987500,52500875500,220276479,102632928,46.6,220276479,46.6,44746,324816,13.78,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-04,158000,160000,156500,158000,448848,70715815000,-1.25,242062,10.54,0.65,14993,2.53,4000,-4441187000,11965191500,4004146000,-11528150500,21750046000,42332000,8371710000,40551727000,70715815000,220276479,102601237,46.6,220276479,46.6,74219,448848,16.54,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-08,158500,161000,154500,156000,595219,93467182000,-1.27,242062,10.4,0.64,14993,2.56,4000,-3646725000,15657757500,9942774500,-21953807000,17796601500,101574000,11173211000,64395795500,93467182000,220276479,102530863,46.56,220276479,46.56,11524,595219,1.94,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-09,154500,156000,153500,153500,513770,79248292000,-1.6,242062,10.24,0.63,14993,2.61,4000,6415747500,13062149500,15827427500,-35305324500,15591947500,12782000,5135934000,58507628500,79248292000,220276479,102402294,46.5,220276479,46.5,15777,513770,3.07,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-10,152500,154000,150500,152000,747954,1.14E+11,-0.98,242062,10.14,0.63,14993,2.63,4000,-14657591500,11441713000,24956545000,-21740666500,42802621000,0,8650245500,62160609228,1.14E+11,220276479,102164988,46.38,220276479,46.38,25686,747954,3.43,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-11,152000,154000,151500,153000,319288,48807099000,0.66,242062,10.2,0.63,14993,2.61,4000,-3430933500,4603798500,1613813500,-2786678500,14737384500,169509500,9415289500,24484915500,48807099000,220276479,102005773,46.3,220276479,46.3,9628,319288,3.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-14,153500,154500,150500,151000,439028,66843745500,-1.31,242062,10.07,0.62,14993,2.65,4000,-8506166000,10513253500,11738635500,-13745723000,18201567500,2045080500,7663419500,38933678000,66843745500,220276479,101967433,46.28,220276479,46.28,21703,439028,4.94,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-15,150000,151500,148000,148500,611470,91350483500,-1.66,242062,9.9,0.61,14993,2.69,4000,-9177513500,11528404000,22324099500,-24674990000,19911886000,158068000,9262570000,62017959500,91350483500,220276479,101856611,46.25,220276479,46.25,45008,611470,7.36,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-16,148500,151500,146000,150500,599945,89722779500,1.35,242062,10.04,0.62,14993,2.66,4000,11917289000,1608070500,-456499500,-13068860000,8998924000,669879000,15400606500,64653370000,89722779500,220276479,101700248,46.16,220276479,46.16,24053,599945,4.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-17,150500,151000,149500,149500,297968,44671567500,-0.66,242062,9.97,0.62,14993,2.68,4000,5710529000,13060832500,4189901000,-22961262500,8210580500,170250000,5202840500,31087896500,44671567500,220276479,101672593,46.16,220276479,46.16,9442,297968,3.17,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-18,148500,150000,148000,150000,330193,49304619000,0.33,242062,10,0.62,14993,2.67,4000,7173353500,9146001500,3319489000,-19638844000,7147487000,7017500,7255748500,34894366000,49304619000,220276479,101469703,46.06,220276479,46.06,13262,330193,4.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-21,149500,151000,149000,149000,332251,49707906000,-0.67,242062,9.94,0.62,14993,2.68,4000,3191572000,10531665500,3614874000,-17338111500,6756842000,0,6048999500,36902064500,49707906000,220276479,101388002,46.03,220276479,46.03,4730,332251,1.42,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-23,147000,148500,144000,144500,1062994,1.55E+11,-3.02,242062,9.64,0.6,14993,2.77,4000,-9397102500,14674934000,51070284000,-56348115500,32728218500,438836000,17647533000,1.04E+11,1.55E+11,220276479,101215489,45.94,220276479,45.94,31598,1062994,2.97,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-24,144000,144500,139000,140000,1387498,1.96E+11,-3.11,242062,9.34,0.58,14993,2.86,4000,-24038845000,12546724000,63573730500,-52081609500,41219414500,363958500,21074817500,1.33E+11,1.96E+11,220276479,100816624,45.78,220276479,45.78,160784,1387498,11.59,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-25,139500,141000,138500,139000,697859,97231962000,-0.71,242062,9.27,0.57,14993,2.88,4000,-5686295500,11837993000,14959678500,-21111376000,19085045500,189864500,18694413500,59262638500,97231962000,220276479,100444957,45.6,220276479,45.6,25875,697859,3.71,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-28,139000,140500,138000,138500,498199,69260548500,-0.36,242062,9.24,0.57,14993,2.89,4000,-1229395500,12590003500,17211395000,-28572003000,11909532500,239357500,10290184000,46821474500,69260548500,220276479,100340022,45.56,220276479,45.56,17305,498199,3.47,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-29,139500,141000,139000,140000,471953,66050004000,1.08,242062,9.34,0.58,14993,2.86,4000,-4570180000,10473115500,1282171000,-7185106500,14797162000,209139500,11156804000,39886898500,66050004000,220276479,100115828,45.44,220276479,45.44,47516,471953,10.07,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-30,138500,139500,136000,137500,648596,88939526000,-1.79,242062,9.17,0.57,14993,2.91,4000,-9163637000,12339346500,9218126500,-12393836000,22380882500,40444000,15792622000,50725577500,88939526000,220276479,100069525,45.44,220276479,45.44,86658,648596,13.36,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-05-31,139000,140000,137500,139000,835047,1.16E+11,1.09,242062,9.27,0.57,14993,2.88,4000,1102644500,10785912000,1138976000,-13027532500,16794051500,50271000,9128643500,89891069500,1.16E+11,220276479,99994701,45.4,220276479,45.4,83568,835047,10.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-01,138500,140000,137500,140000,395619,55124875500,0.72,242062,9.34,0.58,14993,2.86,4000,-4608589000,6901776500,734020500,-3027208000,16442476000,0,10443092000,28239307500,55124875500,220276479,99929390,45.38,220276479,45.38,63636,395619,16.09,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-04,140000,144000,139000,143000,903195,1.29E+11,2.14,242062,9.54,0.59,14993,2.8,4000,23452146500,5273124500,1253579000,-29978850000,15801502500,42628000,28859243000,84303734068,1.29E+11,220276479,99888542,45.34,220276479,45.34,21546,903195,2.39,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-05,143500,144000,140500,142500,374748,53232488000,-0.35,242062,9.5,0.59,14993,2.81,4000,-7812118500,3194714500,2407578000,2209826000,16510613500,23087500,12442038000,24256749000,53232488000,220276479,99662763,45.25,220276479,45.25,20670,374748,5.52,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-07,142000,144000,141500,142500,511413,72962378500,0,242062,9.5,0.59,14993,2.81,4000,1952779000,7732564000,-6872527500,-2812815500,11428696000,2998425000,17377296500,41157961000,72962378500,220276479,99665704,45.25,220276479,45.25,19540,511413,3.82,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-08,142000,142500,140000,141000,539842,76018291500,-1.05,242062,9.4,0.58,14993,2.84,4000,-19608572000,8740224000,3961596000,6906752000,26357330500,552405000,8641240000,40467316000,76018291500,220276479,99620263,45.22,220276479,45.22,51724,539842,9.58,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-11,140000,140500,139000,139500,441032,61636377766,-1.06,242062,9.3,0.58,14993,2.87,4000,-5199107500,2643760000,4963020500,-2407673000,17961786000,264913000,5043311500,38366367266,61636377766,220276479,99668150,45.25,220276479,45.25,10394,441032,2.36,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-12,140000,142000,139500,140500,486396,68314365500,0.72,242062,9.37,0.58,14993,2.85,4000,7387722000,2861258500,7710418000,-17959398500,13117054000,83495500,10579062000,44534754000,68314365500,220276479,99633542,45.22,220276479,45.22,4298,486396,0.88,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-14,138500,139000,135000,135000,1036041,1.42E+11,-3.91,242062,9,0.56,14993,2.96,4000,-881855000,6901741500,47223627500,-53243514000,31780265500,94599500,10444278000,99250336924,1.42E+11,220276479,99502887,45.16,220276479,45.16,49029,1036041,4.73,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-15,136000,136500,133000,134000,762750,1.03E+11,-0.74,242062,8.94,0.55,14993,2.99,4000,12802588000,7272409000,17980329000,-38055326000,10230037000,157086500,7951217000,84466827819,1.03E+11,220276479,99112956,45,220276479,45,35380,762750,4.64,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-18,134500,136500,134500,135000,497745,67297783000,0.75,242062,9,0.56,14993,2.96,4000,20797571000,4500551000,-6894363500,-18403758500,10848752500,134146500,14793830000,41521054000,67297783000,220276479,98789525,44.84,220276479,44.84,39170,497745,7.87,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-19,134000,135000,131000,131500,781548,1.04E+11,-2.59,242062,8.77,0.54,14993,3.04,4000,-873409500,7145301000,15045249000,-21317140500,24516631000,25859500,9757190500,69266576130,1.04E+11,220276479,98645230,44.78,220276479,44.78,94719,781548,12.12,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-20,130500,131500,129000,129500,595333,77342423593,-1.52,242062,8.64,0.53,14993,3.09,4000,-7833635000,4839604000,8683984000,-5689953000,18967758000,67815500,13861859000,44444991093,77342423593,220276479,98493880,44.72,220276479,44.72,41459,595333,6.96,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-21,129500,130500,127000,127000,608003,77799408000,-1.93,242062,8.47,0.52,14993,3.15,4000,-17056071000,5716223500,11547855000,-208007500,27901803000,152569000,15514664500,34230371500,77799408000,220276479,98432239,44.7,220276479,44.7,46592,608003,7.66,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-22,126000,131000,125000,130000,716503,92245648766,2.36,242062,8.67,0.54,14993,3.08,4000,9788429500,1892350000,1100800500,-12781580000,22929826000,1531456000,20166971000,47617395766,92245648766,220276479,98430408,44.7,220276479,44.7,60811,716503,8.49,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-25,129500,130000,128000,129000,563769,72732035650,-0.77,242062,8.6,0.53,14993,3.1,4000,5849618000,3513920500,4005549000,-13369087500,13621342000,95955500,9921992500,49092745650,72732035650,220276479,98341225,44.62,220276479,44.62,11592,563769,2.06,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-26,128000,131000,127500,129500,703936,91257258666,0.39,242062,8.64,0.53,14993,3.09,4000,5335367000,2770296500,1202469000,-9308132500,20332967500,53597500,10736076500,60134617166,91257258666,220276479,98218593,44.6,220276479,44.6,18671,703936,2.65,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-27,129000,130500,125500,127500,935679,1.20E+11,-1.54,242062,8.5,0.53,14993,3.14,4000,-13154361500,3819110500,6547153500,2788097500,28740658500,129910000,10483651000,80778446500,1.20E+11,220276479,98109291,44.53,220276479,44.53,50828,935679,5.43,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-28,126000,126500,123000,125000,1101059,1.38E+11,-1.96,242062,8.34,0.52,14993,3.2,4000,5386387000,777466000,13646367000,-19810220000,18286904500,0,13121299000,1.06E+11,1.38E+11,220276479,98130708,44.56,220276479,44.56,51002,1101059,4.63,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-06-29,124500,126000,123500,125500,496503,62032030500,0.4,242062,8.37,0.52,14993,3.19,4000,-10109201000,31075000,4126795000,5951331000,18386148500,90400000,6673801500,36881680500,62032030500,220276479,97947770,44.47,220276479,44.47,52643,496503,10.6,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-02,125000,125500,123000,123500,428578,53016589000,-1.59,242062,8.24,0.51,14993,3.24,4000,-9917426000,84705500,2741427000,7091293500,19347578000,180185000,12510685000,20978141000,53016589000,220276479,97971387,44.47,220276479,44.47,33687,428578,7.86,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-03,125500,125500,119500,122000,556533,67701727500,-1.21,242062,8.14,0.5,14993,3.28,4000,-18642988500,2488540500,3395520500,12758927500,33148724000,292127500,18742993000,15517883000,67701727500,220276479,98071182,44.53,220276479,44.53,44769,556533,8.04,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-04,120500,122500,118000,119500,510210,61096958500,-2.05,242062,7.97,0.49,14993,3.35,4000,-11814053000,3511082000,6841814000,1461157000,21748799000,207114500,11037136000,28103909000,61096958500,220276479,98170215,44.56,220276479,44.56,29628,510210,5.81,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-05,119000,122000,118000,121500,845590,1.01E+11,1.67,242062,8.1,0.5,14993,3.29,4000,6646796000,1552698000,-1353711500,-6845782500,12093675500,40817000,16433403000,72794274750,1.01E+11,220276479,98127932,44.56,220276479,44.56,13453,845590,1.59,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-06,122500,126000,122500,123500,658197,81800421316,1.65,242062,8.24,0.51,14993,3.24,4000,16823143000,-280566000,-7279577000,-9263000000,10520099500,546422500,25913456500,44820442816,81800421316,220276479,98075194,44.53,220276479,44.53,17215,658197,2.62,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-09,124000,125000,122500,124500,303024,37698783204,0.81,242062,8.3,0.51,14993,3.21,4000,4561253000,-2707500,-1286759000,-3271786500,8406984500,17061500,8453278000,20821459204,37698783204,220276479,98107640,44.53,220276479,44.53,26513,303024,8.75,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-10,123500,125500,122500,123500,328075,40617474500,-0.8,242062,8.24,0.51,14993,3.24,4000,-1613858500,-12153500,3770841000,-2144829000,9772588500,12400000,5343084000,25489402000,40617474500,220276479,98064388,44.53,220276479,44.53,10989,328075,3.35,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-11,121000,123000,120500,121500,384762,46701557000,-1.62,242062,8.1,0.5,14993,3.29,4000,-10958193000,-232850000,4701729000,6489314000,21572850000,286700000,6307650000,18534357000,46701557000,220276479,98048139,44.5,220276479,44.5,39041,384762,10.15,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-12,121500,125000,121000,123000,613187,75584619500,1.23,242062,8.2,0.51,14993,3.25,4000,-9215150500,571793000,-580404000,9223761500,27629120500,71633000,8182661500,39701204500,75584619500,220276479,98070835,44.53,220276479,44.53,25605,613187,4.18,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-13,123500,125000,122000,122500,306680,37827267500,-0.41,242062,8.17,0.51,14993,3.27,4000,1289374500,660716500,3102429000,-5052520000,10821949000,17428000,7698112500,19289778000,37827267500,220276479,98140695,44.56,220276479,44.56,4595,306680,1.5,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2018-07-16,122500,127500,122500,126000,494043,62312267000,2.86,242062,8.4,0.52,14993,3.17,4000,17453530000,-43100000,-6276652000,-11133778000,14531986500,115296500,19511565500,28153418500,62312267000,220276479,98099897,44.53,220276479,44.53,59583,494043,12.06,°æ±â¼ÒºñÀç,Çö´ëÂ÷
