³¯Â¥,BPS,PER,PBR,EPS,DIV,DPS
2021-07-15,69505,239.98,12.57,3642,0.0,0
2021-07-16,69505,246.84,12.93,3642,0.0,0
2021-07-19,69505,251.51,13.18,3642,0.0,0
2021-07-20,69505,250.69,13.14,3642,0.0,0
2021-07-21,69505,247.39,12.96,3642,0.0,0
2021-07-22,69505,242.72,12.72,3642,0.0,0
2021-07-23,69505,245.19,12.85,3642,0.0,0
2021-07-26,69505,245.47,12.86,3642,0.0,0
2021-07-27,69505,249.31,13.06,3642,0.0,0
2021-07-28,69505,248.76,13.04,3642,0.0,0
2021-07-29,69505,250.14,13.11,3642,0.0,0
2021-07-30,69505,244.37,12.8,3642,0.0,0
2021-08-02,69505,250.69,13.14,3642,0.0,0
2021-08-03,69505,249.59,13.08,3642,0.0,0
2021-08-04,69505,247.94,12.99,3642,0.0,0
2021-08-05,69505,250.41,13.12,3642,0.0,0
2021-08-06,69505,252.33,13.22,3642,0.0,0
2021-08-09,69505,249.59,13.08,3642,0.0,0
2021-08-10,69505,260.02,13.62,3642,0.0,0
2021-08-11,69505,267.71,14.03,3642,0.0,0
2021-08-12,69505,266.89,13.98,3642,0.0,0
2021-08-13,69505,269.91,14.14,3642,0.0,0
2021-08-17,69505,277.87,14.56,3642,0.0,0
2021-08-18,69505,272.65,14.29,3642,0.0,0
2021-08-19,69505,267.71,14.03,3642,0.0,0
2021-08-20,69505,270.73,14.19,3642,0.0,0
2021-08-23,69505,277.05,14.52,3642,0.0,0
2021-08-24,69505,262.49,13.75,3642,0.0,0
2021-08-25,69505,264.42,13.86,3642,0.0,0
2021-08-26,69505,261.94,13.73,3642,0.0,0
2021-08-27,69505,260.02,13.62,3642,0.0,0
2021-08-30,69505,260.02,13.62,3642,0.0,0
2021-08-31,69505,264.96,13.88,3642,0.0,0
2021-09-01,69505,264.14,13.84,3642,0.0,0
2021-09-02,69505,260.3,13.64,3642,0.0,0
2021-09-03,69505,261.12,13.68,3642,0.0,0
2021-09-06,69505,261.94,13.73,3642,0.0,0
2021-09-07,69505,260.85,13.67,3642,0.0,0
2021-09-08,69505,255.63,13.39,3642,0.0,0
2021-09-09,69505,250.69,13.14,3642,0.0,0
2021-09-10,69505,253.98,13.31,3642,0.0,0
2021-09-13,69505,250.69,13.14,3642,0.0,0
2021-09-14,69505,250.69,13.14,3642,0.0,0
2021-09-15,69505,257.0,13.47,3642,0.0,0
2021-09-16,69505,251.51,13.18,3642,0.0,0
2021-09-17,69505,256.18,13.42,3642,0.0,0
2021-09-23,69505,252.61,13.24,3642,0.0,0
2021-09-24,69505,253.16,13.27,3642,0.0,0
2021-09-27,69505,252.61,13.24,3642,0.0,0
2021-09-28,69505,239.15,12.53,3642,0.0,0
2021-09-29,69505,239.98,12.57,3642,0.0,0
2021-09-30,69505,239.98,12.57,3642,0.0,0
2021-10-01,69505,240.25,12.59,3642,0.0,0
2021-10-05,69505,222.95,11.68,3642,0.0,0
2021-10-06,69505,217.19,11.38,3642,0.0,0
2021-10-07,69505,223.78,11.73,3642,0.0,0
2021-10-08,69505,227.9,11.94,3642,0.0,0
2021-10-12,69505,229.0,12.0,3642,0.0,0
2021-10-13,69505,227.62,11.93,3642,0.0,0
2021-10-14,69505,235.86,12.36,3642,0.0,0
2021-10-15,69505,238.61,12.5,3642,0.0,0
2021-10-18,69505,235.58,12.34,3642,0.0,0
2021-10-19,69505,238.33,12.49,3642,0.0,0
2021-10-20,69505,240.25,12.59,3642,0.0,0
2021-10-21,69505,238.33,12.49,3642,0.0,0
2021-10-22,69505,241.63,12.66,3642,0.0,0
2021-10-25,69505,240.8,12.62,3642,0.0,0
2021-10-26,69505,241.35,12.65,3642,0.0,0
2021-10-27,69505,246.57,12.92,3642,0.0,0
2021-10-28,69505,243.27,12.75,3642,0.0,0
2021-10-29,69505,239.15,12.53,3642,0.0,0
2021-11-01,69505,239.98,12.57,3642,0.0,0
2021-11-02,69505,239.98,12.57,3642,0.0,0
2021-11-03,69505,239.98,12.57,3642,0.0,0
2021-11-04,69505,237.51,12.45,3642,0.0,0
2021-11-05,69505,237.23,12.43,3642,0.0,0
2021-11-08,69505,225.97,11.84,3642,0.0,0
2021-11-09,69505,226.8,11.88,3642,0.0,0
2021-11-10,69505,225.15,11.8,3642,0.0,0
2021-11-11,69505,224.88,11.78,3642,0.0,0
2021-11-12,69505,228.72,11.98,3642,0.0,0
2021-11-15,69505,237.23,12.43,3642,0.0,0
2021-11-16,69505,239.43,12.55,3642,0.0,0
2021-11-17,69505,233.39,12.23,3642,0.0,0
2021-11-18,69505,230.92,12.1,3642,0.0,0
2021-11-19,69505,244.92,12.83,3642,0.0,0
2021-11-22,69505,240.53,12.6,3642,0.0,0
2021-11-23,69505,234.76,12.3,3642,0.0,0
2021-11-24,69505,233.11,12.21,3642,0.0,0
2021-11-25,69505,232.56,12.19,3642,0.0,0
2021-11-26,69505,238.88,12.52,3642,0.0,0
2021-11-29,69505,242.72,12.72,3642,0.0,0
2021-11-30,69505,244.1,12.79,3642,0.0,0
2021-12-01,69505,244.65,12.82,3642,0.0,0
2021-12-02,69505,244.92,12.83,3642,0.0,0
2021-12-03,69505,247.12,12.95,3642,0.0,0
2021-12-06,69505,247.39,12.96,3642,0.0,0
2021-12-07,69505,240.8,12.62,3642,0.0,0
2021-12-08,69505,250.96,13.15,3642,0.0,0
2021-12-09,69505,251.51,13.18,3642,0.0,0
2021-12-10,69505,247.39,12.96,3642,0.0,0
2021-12-13,69505,239.43,12.55,3642,0.0,0
2021-12-14,69505,244.37,12.8,3642,0.0,0
2021-12-15,69505,248.22,13.01,3642,0.0,0
2021-12-16,69505,263.04,13.78,3642,0.0,0
2021-12-17,69505,262.22,13.74,3642,0.0,0
2021-12-20,69505,256.73,13.45,3642,0.0,0
2021-12-21,69505,255.08,13.37,3642,0.0,0
2021-12-22,69505,247.39,12.96,3642,0.0,0
2021-12-23,69505,246.02,12.89,3642,0.0,0
2021-12-24,69505,243.0,12.73,3642,0.0,0
2021-12-27,69505,243.27,12.75,3642,0.0,0
2021-12-28,69505,244.65,12.82,3642,0.0,0
2021-12-29,69505,244.37,12.8,3642,0.0,0
2021-12-30,69505,247.94,12.99,3642,0.0,0
2022-01-03,69505,250.14,13.11,3642,0.0,0
2022-01-04,69505,243.82,12.78,3642,0.0,0
2022-01-05,69505,236.41,12.39,3642,0.0,0
2022-01-06,69505,230.09,12.06,3642,0.0,0
2022-01-07,69505,231.74,12.14,3642,0.0,0
2022-01-10,69505,229.54,12.03,3642,0.0,0
2022-01-11,69505,228.72,11.98,3642,0.0,0
2022-01-12,69505,235.31,12.33,3642,0.0,0
2022-01-13,69505,237.51,12.45,3642,0.0,0
2022-01-14,69505,233.39,12.23,3642,0.0,0
2022-01-17,69505,226.8,11.88,3642,0.0,0
2022-01-18,69505,221.31,11.6,3642,0.0,0
2022-01-19,69505,224.05,11.74,3642,0.0,0
2022-01-20,69505,224.05,11.74,3642,0.0,0
2022-01-21,69505,224.6,11.77,3642,0.0,0
2022-01-24,69505,222.68,11.67,3642,0.0,0
2022-01-25,69505,214.17,11.22,3642,0.0,0
2022-01-26,69505,207.85,10.89,3642,0.0,0
2022-01-27,69505,195.5,10.24,3642,0.0,0
2022-01-28,69505,202.91,10.63,3642,0.0,0
2022-02-03,69505,211.97,11.11,3642,0.0,0
2022-02-04,69505,211.15,11.06,3642,0.0,0
2022-02-07,69505,209.5,10.98,3642,0.0,0
2022-02-08,69505,219.66,11.51,3642,0.0,0
2022-02-09,69505,212.25,11.12,3642,0.0,0
2022-02-10,69505,213.07,11.16,3642,0.0,0
2022-02-11,69505,207.03,10.85,3642,0.0,0
2022-02-14,69505,209.5,10.98,3642,0.0,0
2022-02-15,69505,203.19,10.65,3642,0.0,0
2022-02-16,69505,207.85,10.89,3642,0.0,0
2022-02-17,69505,208.68,10.93,3642,0.0,0
2022-02-18,69505,207.85,10.89,3642,0.0,0
2022-02-21,69505,210.6,11.04,3642,0.0,0
2022-02-22,69505,212.8,11.15,3642,0.0,0
2022-02-23,69505,211.15,11.06,3642,0.0,0
2022-02-24,69505,208.68,10.93,3642,0.0,0
2022-02-25,69505,211.15,11.06,3642,0.0,0
2022-02-28,68692,216.45,11.34,3599,0.0,0
2022-03-02,68692,213.39,11.18,3599,0.0,0
2022-03-03,68692,218.67,11.46,3599,0.0,0
2022-03-04,68692,215.34,11.28,3599,0.0,0
2022-03-07,68692,212.28,11.12,3599,0.0,0
2022-03-08,68692,213.67,11.19,3599,0.0,0
2022-03-10,68692,220.34,11.54,3599,0.0,0
2022-03-11,68692,218.67,11.46,3599,0.0,0
2022-03-14,68692,222.01,11.63,3599,0.0,0
2022-03-15,68692,225.34,11.81,3599,0.0,0
2022-03-16,68692,229.51,12.02,3599,0.0,0
2022-03-17,68692,226.45,11.86,3599,0.0,0
2022-03-18,68692,230.06,12.05,3599,0.0,0
2022-03-21,68692,230.34,12.07,3599,0.0,0
2022-03-22,68692,232.29,12.17,3599,0.0,0
2022-03-23,68692,232.01,12.16,3599,0.0,0
2022-03-24,68692,228.95,12.0,3599,0.0,0
2022-03-25,68692,227.56,11.92,3599,0.0,0
2022-03-28,68692,228.67,11.98,3599,0.0,0
2022-03-29,68692,230.06,12.05,3599,0.0,0
2022-03-30,68692,234.51,12.29,3599,0.0,0
2022-03-31,68692,229.79,12.04,3599,0.0,0
2022-04-01,68692,227.84,11.94,3599,0.0,0
2022-04-04,68692,226.73,11.88,3599,0.0,0
2022-04-05,68692,225.9,11.84,3599,0.0,0
2022-04-06,68692,225.9,11.84,3599,0.0,0
2022-04-07,68692,225.06,11.79,3599,0.0,0
2022-04-08,68692,224.78,11.78,3599,0.0,0
2022-04-11,68692,222.56,11.66,3599,0.0,0
2022-04-12,68692,219.51,11.5,3599,0.0,0
2022-04-13,68692,224.51,11.76,3599,0.0,0
2022-04-14,68692,233.12,12.21,3599,0.0,0
2022-04-15,68692,232.01,12.16,3599,0.0,0
2022-04-18,68692,231.18,12.11,3599,0.0,0
2022-04-19,68692,229.23,12.01,3599,0.0,0
2022-04-20,68692,223.67,11.72,3599,0.0,0
2022-04-21,68692,223.95,11.73,3599,0.0,0
2022-04-22,68692,222.56,11.66,3599,0.0,0
2022-04-25,68692,220.34,11.54,3599,0.0,0
2022-04-26,68692,223.4,11.7,3599,0.0,0
2022-04-27,68692,225.06,11.79,3599,0.0,0
2022-04-28,68692,232.01,12.16,3599,0.0,0
2022-04-29,68692,232.84,12.2,3599,0.0,0
2022-05-02,74551,142.54,11.24,5879,0.0,0
2022-05-03,74551,141.52,11.16,5879,0.0,0
2022-05-04,74551,138.63,10.93,5879,0.0,0
2022-05-06,74551,135.06,10.65,5879,0.0,0
2022-05-09,74551,135.74,10.7,5879,0.0,0
2022-05-10,74551,135.74,10.7,5879,0.0,0
2022-05-11,74551,134.89,10.64,5879,0.0,0
2022-05-12,74551,134.04,10.57,5879,0.0,0
2022-05-13,74551,133.53,10.53,5879,0.0,0
2022-05-16,74551,130.97,10.33,5879,0.0,0
2022-05-17,74551,130.29,10.27,5879,0.0,0
2022-05-18,74551,134.89,10.64,5879,0.0,0
2022-05-19,74551,135.4,10.68,5879,0.0,0
2022-05-20,74551,137.44,10.84,5879,0.0,0
2022-05-23,74551,139.31,10.99,5879,0.0,0
2022-05-24,74551,137.44,10.84,5879,0.0,0
2022-05-25,74551,141.35,11.15,5879,0.0,0
2022-05-26,74551,142.88,11.27,5879,0.0,0
2022-05-27,74551,141.86,11.19,5879,0.0,0
2022-05-30,74551,143.39,11.31,5879,0.0,0
2022-05-31,74551,144.07,11.36,5879,0.0,0
2022-06-02,74551,143.39,11.31,5879,0.0,0
2022-06-03,74551,144.92,11.43,5879,0.0,0
2022-06-07,74551,139.82,11.03,5879,0.0,0
2022-06-08,74551,140.84,11.11,5879,0.0,0
2022-06-09,74551,137.95,10.88,5879,0.0,0
2022-06-10,74551,137.95,10.88,5879,0.0,0
2022-06-13,74551,133.7,10.54,5879,0.0,0
2022-06-14,74551,133.36,10.52,5879,0.0,0
2022-06-15,74551,134.38,10.6,5879,0.0,0
2022-06-16,74551,137.27,10.82,5879,0.0,0
2022-06-17,74551,141.52,11.16,5879,0.0,0
2022-06-20,74551,139.82,11.03,5879,0.0,0
2022-06-21,74551,139.65,11.01,5879,0.0,0
2022-06-22,74551,138.97,10.96,5879,0.0,0
2022-06-23,74551,139.48,11.0,5879,0.0,0
2022-06-24,74551,141.35,11.15,5879,0.0,0
2022-06-27,74551,137.1,10.81,5879,0.0,0
2022-06-28,74551,138.63,10.93,5879,0.0,0
2022-06-29,74551,136.25,10.74,5879,0.0,0
2022-06-30,74551,134.38,10.6,5879,0.0,0
2022-07-01,74551,132.85,10.48,5879,0.0,0
2022-07-04,74551,134.55,10.61,5879,0.0,0
2022-07-05,74551,136.93,10.8,5879,0.0,0
2022-07-06,74551,136.08,10.73,5879,0.0,0
2022-07-07,74551,138.97,10.96,5879,0.0,0
2022-07-08,74551,139.31,10.99,5879,0.0,0
2022-07-11,74551,141.01,11.12,5879,0.0,0
2022-07-12,74551,141.86,11.19,5879,0.0,0
2022-07-13,74551,141.52,11.16,5879,0.0,0
2022-07-14,74551,140.33,11.07,5879,0.0,0
2022-07-15,74551,138.97,10.96,5879,0.0,0
2022-07-18,74551,137.78,10.87,5879,0.0,0
2022-07-19,74551,139.31,10.99,5879,0.0,0
2022-07-20,74551,139.99,11.04,5879,0.0,0
2022-07-21,74551,138.97,10.96,5879,0.0,0
2022-07-22,74551,141.01,11.12,5879,0.0,0
2022-07-25,74551,141.01,11.12,5879,0.0,0
2022-07-26,74551,140.84,11.11,5879,0.0,0
2022-07-27,74551,143.05,11.28,5879,0.0,0
2022-07-28,74551,146.79,11.58,5879,0.0,0
2022-07-29,74551,147.13,11.6,5879,0.0,0
2022-08-01,74551,149.35,11.78,5879,0.0,0
2022-08-02,74551,147.3,11.62,5879,0.0,0
2022-08-03,74551,148.15,11.68,5879,0.0,0
2022-08-04,74551,148.83,11.74,5879,0.0,0
2022-08-05,74551,152.24,12.01,5879,0.0,0
2022-08-08,74551,153.09,12.07,5879,0.0,0
2022-08-09,74551,153.43,12.1,5879,0.0,0
2022-08-10,74551,151.73,11.96,5879,0.0,0
2022-08-11,74551,153.77,12.13,5879,0.0,0
2022-08-12,74551,154.79,12.21,5879,0.0,0
2022-08-16,74551,153.94,12.14,5879,0.0,0
2022-08-17,74551,148.15,11.68,5879,0.0,0
2022-08-18,74551,148.83,11.74,5879,0.0,0
2022-08-19,74551,147.64,11.64,5879,0.0,0
2022-08-22,74551,144.75,11.42,5879,0.0,0
2022-08-23,74551,141.01,11.12,5879,0.0,0
2022-08-24,74551,140.84,11.11,5879,0.0,0
2022-08-25,74551,143.73,11.33,5879,0.0,0
2022-08-26,74551,144.07,11.36,5879,0.0,0
2022-08-29,74551,141.01,11.12,5879,0.0,0
2022-08-30,74551,142.2,11.21,5879,0.0,0
2022-08-31,74551,142.03,11.2,5879,0.0,0
2022-09-01,74551,140.5,11.08,5879,0.0,0
2022-09-02,74551,142.54,11.24,5879,0.0,0
2022-09-05,74551,138.63,10.93,5879,0.0,0
2022-09-06,74551,138.8,10.95,5879,0.0,0
2022-09-07,74551,137.95,10.88,5879,0.0,0
2022-09-08,74551,137.78,10.87,5879,0.0,0
2022-09-13,74551,143.05,11.28,5879,0.0,0
2022-09-14,74551,140.84,11.11,5879,0.0,0
2022-09-15,74551,137.27,10.82,5879,0.0,0
2022-09-16,74551,136.42,10.76,5879,0.0,0
2022-09-19,74551,137.61,10.85,5879,0.0,0
2022-09-20,74551,136.08,10.73,5879,0.0,0
2022-09-21,74551,133.7,10.54,5879,0.0,0
2022-09-22,74551,133.53,10.53,5879,0.0,0
2022-09-23,74551,130.97,10.33,5879,0.0,0
2022-09-26,74551,128.93,10.17,5879,0.0,0
2022-09-27,74551,128.25,10.11,5879,0.0,0
2022-09-28,74551,130.46,10.29,5879,0.0,0
2022-09-29,74551,138.29,10.91,5879,0.0,0
2022-09-30,74551,137.27,10.82,5879,0.0,0
2022-10-04,74551,137.95,10.88,5879,0.0,0
2022-10-05,74551,137.27,10.82,5879,0.0,0
2022-10-06,74551,138.12,10.89,5879,0.0,0
2022-10-07,74551,137.95,10.88,5879,0.0,0
2022-10-11,74551,136.42,10.76,5879,0.0,0
2022-10-12,74551,139.48,11.0,5879,0.0,0
2022-10-13,74551,137.27,10.82,5879,0.0,0
2022-10-14,74551,137.1,10.81,5879,0.0,0
2022-10-17,74551,141.18,11.13,5879,0.0,0
2022-10-18,74551,143.73,11.33,5879,0.0,0
2022-10-19,74551,144.07,11.36,5879,0.0,0
2022-10-20,74551,142.03,11.2,5879,0.0,0
2022-10-21,74551,144.07,11.36,5879,0.0,0
2022-10-24,74551,148.49,11.71,5879,0.0,0
2022-10-25,74551,150.37,11.86,5879,0.0,0
2022-10-26,74551,152.41,12.02,5879,0.0,0
2022-10-27,74551,148.49,11.71,5879,0.0,0
2022-10-28,74551,149.0,11.75,5879,0.0,0
2022-10-31,74551,149.18,11.76,5879,0.0,0
2022-11-01,74551,150.03,11.83,5879,0.0,0
2022-11-02,74551,148.49,11.71,5879,0.0,0
2022-11-03,74551,147.98,11.67,5879,0.0,0
2022-11-04,74551,148.15,11.68,5879,0.0,0
2022-11-07,74551,150.2,11.84,5879,0.0,0
2022-11-08,74551,153.09,12.07,5879,0.0,0
2022-11-09,74551,152.24,12.01,5879,0.0,0
2022-11-10,74551,154.28,12.17,5879,0.0,0
2022-11-11,74551,153.09,12.07,5879,0.0,0
2022-11-14,74551,153.26,12.09,5879,0.0,0
2022-11-15,74551,154.11,12.15,5879,0.0,0
2022-11-16,74551,149.69,11.8,5879,0.0,0
2022-11-17,74551,148.83,11.74,5879,0.0,0
2022-11-18,74551,150.03,11.83,5879,0.0,0
2022-11-21,74551,151.05,11.91,5879,0.0,0
2022-11-22,74551,151.05,11.91,5879,0.0,0
2022-11-23,74551,151.05,11.91,5879,0.0,0
2022-11-24,74551,152.41,12.02,5879,0.0,0
2022-11-25,74551,153.6,12.11,5879,0.0,0
2022-11-28,74551,150.54,11.87,5879,0.0,0
2022-11-29,74551,150.54,11.87,5879,0.0,0
2022-11-30,74551,150.88,11.9,5879,0.0,0
2022-12-01,74551,150.37,11.86,5879,0.0,0
2022-12-02,74551,147.98,11.67,5879,0.0,0
2022-12-05,74551,141.69,11.17,5879,0.0,0
2022-12-06,74551,142.54,11.24,5879,0.0,0
2022-12-07,74551,141.35,11.15,5879,0.0,0
2022-12-08,74551,140.67,11.09,5879,0.0,0
2022-12-09,74551,140.67,11.09,5879,0.0,0
2022-12-12,74551,138.63,10.93,5879,0.0,0
2022-12-13,74551,139.48,11.0,5879,0.0,0
2022-12-14,74551,142.37,11.23,5879,0.0,0
2022-12-15,74551,139.99,11.04,5879,0.0,0
2022-12-16,74551,142.03,11.2,5879,0.0,0
2022-12-19,74551,139.65,11.01,5879,0.0,0
2022-12-20,74551,139.48,11.0,5879,0.0,0
2022-12-21,74551,139.14,10.97,5879,0.0,0
2022-12-22,74551,140.16,11.05,5879,0.0,0
2022-12-23,74551,137.1,10.81,5879,0.0,0
2022-12-26,74551,139.82,11.03,5879,0.0,0
2022-12-27,74551,140.84,11.11,5879,0.0,0
2022-12-28,74551,141.18,11.13,5879,0.0,0
2022-12-29,74551,139.65,11.01,5879,0.0,0
2023-01-02,74551,140.67,11.09,5879,0.0,0
2023-01-03,74551,136.59,10.77,5879,0.0,0
2023-01-04,74551,135.06,10.65,5879,0.0,0
2023-01-05,74551,137.44,10.84,5879,0.0,0
2023-01-06,74551,137.44,10.84,5879,0.0,0
2023-01-09,74551,138.12,10.89,5879,0.0,0
2023-01-10,74551,135.91,10.72,5879,0.0,0
2023-01-11,74551,136.59,10.77,5879,0.0,0
2023-01-12,74551,137.95,10.88,5879,0.0,0
2023-01-13,74551,137.95,10.88,5879,0.0,0
2023-01-16,74551,137.27,10.82,5879,0.0,0
2023-01-17,74551,134.89,10.64,5879,0.0,0
2023-01-18,74551,134.89,10.64,5879,0.0,0
2023-01-19,74551,136.25,10.74,5879,0.0,0
2023-01-20,74551,136.08,10.73,5879,0.0,0
2023-01-25,74551,135.74,10.7,5879,0.0,0
2023-01-26,74551,135.23,10.66,5879,0.0,0
2023-01-27,74551,137.61,10.85,5879,0.0,0
2023-01-30,74551,136.59,10.77,5879,0.0,0
2023-01-31,74551,134.89,10.64,5879,0.0,0
2023-02-01,74551,136.76,10.78,5879,0.0,0
2023-02-02,74551,138.12,10.89,5879,0.0,0
2023-02-03,74551,137.95,10.88,5879,0.0,0
2023-02-06,74551,137.27,10.82,5879,0.0,0
2023-02-07,74551,138.29,10.91,5879,0.0,0
2023-02-08,74551,138.8,10.95,5879,0.0,0
2023-02-09,74551,138.46,10.92,5879,0.0,0
2023-02-10,74551,137.44,10.84,5879,0.0,0
2023-02-13,74551,137.27,10.82,5879,0.0,0
2023-02-14,74551,136.93,10.8,5879,0.0,0
2023-02-15,74551,135.06,10.65,5879,0.0,0
2023-02-16,74551,137.61,10.85,5879,0.0,0
2023-02-17,74551,135.91,10.72,5879,0.0,0
2023-02-20,74551,136.93,10.8,5879,0.0,0
2023-02-21,74551,136.08,10.73,5879,0.0,0
2023-02-22,74551,134.04,10.57,5879,0.0,0
2023-02-23,74551,134.21,10.58,5879,0.0,0
2023-02-24,74551,133.19,10.5,5879,0.0,0
2023-02-27,74551,130.97,10.33,5879,0.0,0
2023-02-28,74551,131.48,10.37,5879,0.0,0
2023-03-02,74551,131.31,10.36,5879,0.0,0
2023-03-03,74551,134.04,10.57,5879,0.0,0
2023-03-06,74551,136.25,10.74,5879,0.0,0
2023-03-07,74551,135.06,10.65,5879,0.0,0
2023-03-08,74551,132.17,10.42,5879,0.0,0
2023-03-09,74551,131.14,10.34,5879,0.0,0
2023-03-10,74551,132.0,10.41,5879,0.0,0
2023-03-13,74551,132.34,10.44,5879,0.0,0
2023-03-14,74551,131.31,10.36,5879,0.0,0
2023-03-15,74551,132.34,10.44,5879,0.0,0
2023-03-16,74551,134.38,10.6,5879,0.0,0
2023-03-17,74551,137.44,10.84,5879,0.0,0
2023-03-20,74551,138.12,10.89,5879,0.0,0
2023-03-21,74551,137.61,10.85,5879,0.0,0
2023-03-22,74551,137.78,10.87,5879,0.0,0
2023-03-23,74551,135.74,10.7,5879,0.0,0
2023-03-24,74551,135.57,10.69,5879,0.0,0
2023-03-27,74551,135.57,10.69,5879,0.0,0
2023-03-28,74551,135.57,10.69,5879,0.0,0
2023-03-29,74551,134.55,10.61,5879,0.0,0
2023-03-30,74551,133.02,10.49,5879,0.0,0
2023-03-31,74551,134.04,10.57,5879,0.0,0
