data,model,rmse,r2
고가 MA5 PER foreign_보유수량 MA20 종가,KNN,2306.2996506472873,0.887066707667969
고가 WMA PER foreign_보유수량 MA20 종가,LGBM,1344.829077641316,0.9616005764890192
고가 WMA PER foreign_보유수량 MA20 종가,RF,1450.3878229689542,0.9553358768166981
고가 WMA PER foreign_보유수량 MA20 종가,KNN,2349.178565472172,0.8828283402006841
시가 MA5 WMA PER foreign_보유수량 종가,RF,1348.285581131582,0.9614029330662317
시가 MA5 WMA PER foreign_보유수량 종가,LGBM,1664.0506025695543,0.9412072762970018
시가 MA5 WMA PER foreign_보유수량 종가,KNN,2197.5320648813517,0.8974676375027181
시가 MA5 WMA PER MA20 종가,RF,1436.585093909944,0.9561819310359626
시가 MA5 WMA PER MA20 종가,LGBM,1502.501685288958,0.9520685620101258
시가 MA5 WMA PER MA20 종가,KNN,2215.256124966581,0.8958070306772122
시가 MA5 WMA foreign_보유수량 MA20 종가,LGBM,1458.0179953765048,0.9548647043775739
시가 MA5 WMA foreign_보유수량 MA20 종가,RF,1524.7113276278674,0.9506410654538208
시가 MA5 WMA foreign_보유수량 MA20 종가,KNN,1678.491056979737,0.9401824548362633
시가 MA5 PER foreign_보유수량 MA20 종가,RF,1550.1474658063678,0.948980458413258
시가 MA5 PER foreign_보유수량 MA20 종가,LGBM,1897.1696056129526,0.9235807379930057
시가 MA5 PER foreign_보유수량 MA20 종가,KNN,2303.7450559894187,0.8873167523713965
시가 WMA PER foreign_보유수량 MA20 종가,RF,1513.1507526602531,0.951386720583807
시가 WMA PER foreign_보유수량 MA20 종가,LGBM,1536.5184286999333,0.9498736514323419
시가 WMA PER foreign_보유수량 MA20 종가,KNN,2314.890789586031,0.8862237706398289
MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1280.1498446953897,0.9652053767363103
MA5 WMA PER foreign_보유수량 MA20 종가,RF,1533.2764742690754,0.9500849549804509
MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2434.6638369130633,0.8741455625079534
저가 고가 시가 MA5 WMA PER 종가,RF,1221.789521709503,0.9683055430299399
저가 고가 시가 MA5 WMA PER 종가,LGBM,1631.8916911215822,0.9434577371461508
저가 고가 시가 MA5 WMA PER 종가,KNN,1996.5728770895794,0.9153628838998902
저가 고가 시가 MA5 WMA foreign_보유수량 종가,KNN,1276.9857849266946,0.9653771632100363
저가 고가 시가 MA5 WMA foreign_보유수량 종가,RF,1327.4006252407548,0.9625894099056176
저가 고가 시가 MA5 WMA foreign_보유수량 종가,LGBM,1538.9588625363297,0.949714294821292
저가 고가 시가 MA5 WMA MA20 종가,KNN,1493.4949185796386,0.9526414909414697
저가 고가 시가 MA5 WMA MA20 종가,RF,1546.0808231144567,0.9492477956856685
저가 고가 시가 MA5 WMA MA20 종가,LGBM,1615.2620350769216,0.9446042439568072
저가 고가 시가 MA5 PER foreign_보유수량 종가,LGBM,1283.684015032108,0.9650129932108158
저가 고가 시가 MA5 PER foreign_보유수량 종가,RF,1347.8110553352851,0.9614300965710034
저가 고가 시가 MA5 PER foreign_보유수량 종가,KNN,2071.678034161024,0.9088755237019887
저가 고가 시가 MA5 PER MA20 종가,RF,1445.1073790610228,0.9556605031946505
저가 고가 시가 MA5 PER MA20 종가,LGBM,1754.3633598386496,0.9346524033512355
저가 고가 시가 MA5 PER MA20 종가,KNN,2155.408333210419,0.9013607780373707
저가 고가 시가 MA5 foreign_보유수량 MA20 종가,RF,1467.8893508738622,0.9542514680352191
저가 고가 시가 MA5 foreign_보유수량 MA20 종가,KNN,1496.987357309179,0.9524197425126789
저가 고가 시가 MA5 foreign_보유수량 MA20 종가,LGBM,2204.063001018438,0.8968572915823034
저가 고가 시가 WMA PER foreign_보유수량 종가,RF,1269.9675888760346,0.9657566852601119
저가 고가 시가 WMA PER foreign_보유수량 종가,LGBM,1488.599608402687,0.952951441300195
저가 고가 시가 WMA PER foreign_보유수량 종가,KNN,2080.9346854555465,0.9080593814603056
저가 고가 시가 WMA PER MA20 종가,RF,1332.6349879279603,0.9622937844785973
저가 고가 시가 WMA PER MA20 종가,LGBM,1402.3598644587132,0.9582449055546265
저가 고가 시가 WMA PER MA20 종가,KNN,2170.1671538736327,0.9000053200101377
저가 고가 시가 WMA foreign_보유수량 MA20 종가,RF,1451.4404713900592,0.9552710215010726
저가 고가 시가 WMA foreign_보유수량 MA20 종가,LGBM,1474.362306723069,0.9538471035698165
저가 고가 시가 WMA foreign_보유수량 MA20 종가,KNN,1521.9563110981007,0.9508192786303714
저가 고가 시가 PER foreign_보유수량 MA20 종가,RF,1479.3397698622766,0.9535349521866284
저가 고가 시가 PER foreign_보유수량 MA20 종가,LGBM,2024.2415357366747,0.9130008144847216
저가 고가 시가 PER foreign_보유수량 MA20 종가,KNN,2225.797758089007,0.894813035075242
저가 고가 MA5 WMA PER foreign_보유수량 종가,RF,1255.1114409811585,0.966553159459904
저가 고가 MA5 WMA PER foreign_보유수량 종가,LGBM,1611.2876165347807,0.9448765156397378
저가 고가 MA5 WMA PER foreign_보유수량 종가,KNN,2091.2721594607265,0.9071436444128274
저가 고가 MA5 WMA PER MA20 종가,RF,1351.9274985464278,0.9611941387592957
저가 고가 MA5 WMA PER MA20 종가,LGBM,1405.4307532731127,0.9580618346473468
저가 고가 MA5 WMA PER MA20 종가,KNN,2162.7625046037338,0.9006865231702326
저가 고가 MA5 WMA foreign_보유수량 MA20 종가,RF,1446.9375929148073,0.9555481210273346
저가 고가 MA5 WMA foreign_보유수량 MA20 종가,LGBM,1486.8780832715377,0.9530601991438858
저가 고가 MA5 WMA foreign_보유수량 MA20 종가,KNN,1566.9703870794856,0.9478670739467757
저가 고가 MA5 PER foreign_보유수량 MA20 종가,RF,1425.2504587495448,0.9568706511124934
저가 고가 MA5 PER foreign_보유수량 MA20 종가,LGBM,1914.3222574828765,0.9221926506536616
저가 고가 MA5 PER foreign_보유수량 MA20 종가,KNN,2231.726552917751,0.8942519216435831
저가 고가 WMA PER foreign_보유수량 MA20 종가,LGBM,1278.0341326185944,0.9653202923028268
저가 고가 WMA PER foreign_보유수량 MA20 종가,RF,1467.1683329213165,0.9542963997757377
저가 고가 WMA PER foreign_보유수량 MA20 종가,KNN,2251.350150806105,0.8923840573142708
저가 시가 MA5 WMA PER foreign_보유수량 종가,RF,1353.676113158925,0.9610936890241174
저가 시가 MA5 WMA PER foreign_보유수량 종가,LGBM,1741.824719795842,0.9355831591389668
저가 시가 MA5 WMA PER foreign_보유수량 종가,KNN,2102.247255589627,0.9061664577885565
저가 시가 MA5 WMA PER MA20 종가,RF,1357.4979248684447,0.9608736917971525
저가 시가 MA5 WMA PER MA20 종가,LGBM,1436.102873595583,0.9562113430307265
저가 시가 MA5 WMA PER MA20 종가,KNN,2171.902181344365,0.8998453665525555
저가 시가 MA5 WMA foreign_보유수량 MA20 종가,LGBM,1440.9066257263587,0.9559179076963258
저가 시가 MA5 WMA foreign_보유수량 MA20 종가,RF,1530.2449222590158,0.9502821411561677
저가 시가 MA5 WMA foreign_보유수량 MA20 종가,KNN,1596.2770144736053,0.9458987819549433
저가 시가 MA5 PER foreign_보유수량 MA20 종가,RF,1469.4068653411298,0.9541568288246888
저가 시가 MA5 PER foreign_보유수량 MA20 종가,LGBM,1886.3731878015797,0.9244480370141224
저가 시가 MA5 PER foreign_보유수량 MA20 종가,KNN,2246.225802551169,0.8928733938760889
저가 시가 WMA PER foreign_보유수량 MA20 종가,LGBM,1314.2437550673926,0.963327343809794
저가 시가 WMA PER foreign_보유수량 MA20 종가,RF,1464.712601681607,0.9544492681641743
저가 시가 WMA PER foreign_보유수량 MA20 종가,KNN,2255.79577521916,0.891958630449852
저가 MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1353.9288391111324,0.9610791603606511
저가 MA5 WMA PER foreign_보유수량 MA20 종가,RF,1482.0272354175488,0.9533659759385732
저가 MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2287.7345237317777,0.8888775584578325
고가 시가 MA5 WMA PER foreign_보유수량 종가,RF,1310.0654605972013,0.963560155386722
고가 시가 MA5 WMA PER foreign_보유수량 종가,LGBM,1723.9007266496867,0.9369020821551867
고가 시가 MA5 WMA PER foreign_보유수량 종가,KNN,2093.8299474854916,0.9069163644598743
고가 시가 MA5 WMA PER MA20 종가,RF,1356.7528132024015,0.9609166317784095
고가 시가 MA5 WMA PER MA20 종가,LGBM,1474.565521285071,0.9538343799849143
고가 시가 MA5 WMA PER MA20 종가,KNN,2170.5543743946605,0.8999696329466789
고가 시가 MA5 WMA foreign_보유수량 MA20 종가,RF,1440.909808887466,0.9559177129292892
고가 시가 MA5 WMA foreign_보유수량 MA20 종가,LGBM,1533.7027191594557,0.9500571987465596
고가 시가 MA5 WMA foreign_보유수량 MA20 종가,KNN,1582.2711761555183,0.9468439922248244
고가 시가 MA5 PER foreign_보유수량 MA20 종가,RF,1447.688027272946,0.9555020003545157
고가 시가 MA5 PER foreign_보유수량 MA20 종가,LGBM,1846.3647062130922,0.9276188460542579
고가 시가 MA5 PER foreign_보유수량 MA20 종가,KNN,2227.19117040164,0.8946812938245992
고가 시가 WMA PER foreign_보유수량 MA20 종가,LGBM,1442.440944411325,0.9558239779620185
고가 시가 WMA PER foreign_보유수량 MA20 종가,RF,1493.518653922108,0.9526399856409166
고가 시가 WMA PER foreign_보유수량 MA20 종가,KNN,2241.9608034757557,0.8932798188341085
고가 MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1267.5594334288087,0.9658864287919423
고가 MA5 WMA PER foreign_보유수량 MA20 종가,RF,1454.4831504031501,0.9550832927213867
고가 MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2287.759813930855,0.8888751015956634
시가 MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1387.3855865721512,0.9591318593353041
시가 MA5 WMA PER foreign_보유수량 MA20 종가,RF,1478.2469246725698,0.9536035778651748
시가 MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2274.9871457215463,0.8901124686202623
저가 고가 시가 MA5 WMA PER foreign_보유수량 종가,RF,1258.5585567958308,0.9663691862188759
저가 고가 시가 MA5 WMA PER foreign_보유수량 종가,LGBM,1541.4055404800054,0.9495542766047461
저가 고가 시가 MA5 WMA PER foreign_보유수량 종가,KNN,2027.5968426723712,0.9127121622719412
저가 고가 시가 MA5 WMA PER MA20 종가,RF,1379.47354964541,0.9595966590765993
저가 고가 시가 MA5 WMA PER MA20 종가,LGBM,1425.5558046838378,0.9568521690527895
저가 고가 시가 MA5 WMA PER MA20 종가,KNN,2131.9628280781367,0.903495007933814
저가 고가 시가 MA5 WMA foreign_보유수량 MA20 종가,RF,1502.1622638220147,0.9520902153920039
저가 고가 시가 MA5 WMA foreign_보유수량 MA20 종가,KNN,1509.8726057026106,0.9515971277099712
저가 고가 시가 MA5 WMA foreign_보유수량 MA20 종가,LGBM,1529.2831270813067,0.9503446192192401
저가 고가 시가 MA5 PER foreign_보유수량 MA20 종가,RF,1489.6182637921872,0.952887028189111
저가 고가 시가 MA5 PER foreign_보유수량 MA20 종가,LGBM,1953.9927337392714,0.9189344354340894
저가 고가 시가 MA5 PER foreign_보유수량 MA20 종가,KNN,2189.13032029589,0.8982501552721267
저가 고가 시가 WMA PER foreign_보유수량 MA20 종가,LGBM,1295.3015736308216,0.9643768508593681
저가 고가 시가 WMA PER foreign_보유수량 MA20 종가,RF,1474.0073052436521,0.9538693265660241
저가 고가 시가 WMA PER foreign_보유수량 MA20 종가,KNN,2202.150485036771,0.8970362125058314
저가 고가 MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1272.6515244554478,0.9656117934234089
저가 고가 MA5 WMA PER foreign_보유수량 MA20 종가,RF,1397.3088944141448,0.9585451479158006
저가 고가 MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2209.6980494206095,0.8963292148997117
저가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1409.9057569919255,0.9577943405298419
저가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,RF,1424.6011509284142,0.9569099394275757
저가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2198.129953298922,0.8974118374055395
고가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1363.5808558394137,0.9605222571894623
고가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,RF,1483.1293685167682,0.9532965898823654
고가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2204.7829933764738,0.8967898941519749
저가 고가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,LGBM,1321.7981934815614,0.9629045340292086
저가 고가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,RF,1420.2706574211606,0.9571715110440285
저가 고가 시가 MA5 WMA PER foreign_보유수량 MA20 종가,KNN,2138.1058423291006,0.9029380698644672
