³¯Â¥,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,°Å·¡·®,°Å·¡´ë±Ý,µî¶ô·ü,BPS,PER,PBR,EPS,DIV,DPS,buy_±â°üÇÕ°è,buy_±âÅ¸¹ýÀÎ,buy_°³ÀÎ,buy_¿Ü±¹ÀÎÇÕ°è,buy_ÀüÃ¼,sell_±â°üÇÕ°è,sell_±âÅ¸¹ýÀÎ,sell_°³ÀÎ,sell_¿Ü±¹ÀÎÇÕ°è,sell_ÀüÃ¼,foreign_»óÀåÁÖ½Ä¼ö,foreign_º¸À¯¼ö·®,foreign_ÁöºÐÀ²,foreign_ÇÑµµ¼ö·®,foreign_ÇÑµµ¼ÒÁø·ü,short_°Å·¡·®,short_¸Å¼ö,short_ºñÁß,¾÷Á¾,Á¾¸ñ
2018-04-02,49000,49220,48500,48540,142313,346383448000,-1.38,1156530,15.36,2.1,157967,1.17,28500,-34014927000.0,-263820000.0,127042435000.0,-92763688000.0,0.0,138798770000.0,2040218000.0,54598080000.0,150946380000.0,346383448000.0,128386494,67082604,52.25,128386494,52.25,1832,142313,1.29,IT,»ï¼ºÀüÀÚ
2018-04-03,47880,48140,47280,48120,255365,609108588000,-0.87,1156530,15.23,2.08,157967,1.18,28500,-50571560000.0,3653296000.0,151474949000.0,-104556685000.0,0.0,217733303000.0,1046334000.0,138006021000.0,252322930000.0,609108588000.0,128386494,67057529,52.22,128386494,52.22,5245,255365,2.05,IT,»ï¼ºÀüÀÚ
2018-04-04,48160,48260,46920,46920,247684,586682025000,-2.49,1156530,14.85,2.03,157967,1.21,28500,-120830701000.0,8400324000.0,243366764000.0,-130936387000.0,0.0,274325072000.0,1223977000.0,108472395000.0,202660581000.0,586682025000.0,128386494,67039067,52.22,128386494,52.22,8326,247684,3.36,IT,»ï¼ºÀüÀÚ
2018-04-05,47400,49380,47340,48740,264912,642625208000,3.88,1156530,15.43,2.11,157967,1.17,28500,145523754000.0,-46689000.0,-130713645000.0,-14763420000.0,0.0,159103897000.0,3887156000.0,292352671000.0,187281484000.0,642625208000.0,128386494,66998399,52.2,128386494,52.2,9181,264912,3.47,IT,»ï¼ºÀüÀÚ
2018-04-06,48000,48580,47400,48400,250654,603210892000,-0.7,1156530,15.32,2.09,157967,1.18,28500,18617856000.0,2093462000.0,92187674000.0,-112898992000.0,0.0,212404100000.0,1882012000.0,106692927000.0,282231853000.0,603210892000.0,128386494,66974053,52.16,128386494,52.16,9413,250654,3.76,IT,»ï¼ºÀüÀÚ
2018-04-09,48260,49440,48200,49200,199008,488395543080,1.65,1156530,15.57,2.13,157967,1.16,28500,83924081920.0,2190914000.0,-52164300000.0,-33950695920.0,0.0,120961554080.0,2056345000.0,143979833000.0,221397811000.0,488395543080.0,128386494,66966379,52.16,128386494,52.16,13476,199008,6.77,IT,»ï¼ºÀüÀÚ
2018-04-10,48540,49220,48040,48880,219687,534757298912,-0.65,1156530,15.47,2.11,157967,1.17,28500,3749941088.0,-1408000.0,48041900000.0,-51790433088.0,0.0,173825168912.0,2121523000.0,93314260000.0,265496347000.0,534757298912.0,128386494,66948230,52.16,128386494,52.16,10705,219687,4.87,IT,»ï¼ºÀüÀÚ
2018-04-11,49900,49900,48600,48860,201022,495246434000,-0.04,1156530,15.47,2.11,157967,1.17,28500,-49794111000.0,-2825701000.0,19357113000.0,33262699000.0,0.0,229075776000.0,5174325000.0,109316428000.0,151679905000.0,495246434000.0,128386494,66927070,52.12,128386494,52.12,9254,201022,4.6,IT,»ï¼ºÀüÀÚ
2018-04-12,49440,49440,48880,49000,249325,612210717000,0.29,1156530,15.51,2.12,157967,1.16,28500,-97405355000.0,6523346000.0,13860875000.0,77021134000.0,0.0,307710491000.0,1243141000.0,118188168000.0,185068917000.0,612210717000.0,128386494,66940640,52.12,128386494,52.12,9654,249325,3.87,IT,»ï¼ºÀüÀÚ
2018-04-13,49600,50180,49400,49800,205566,512556399349,1.63,1156530,15.76,2.15,157967,1.14,28500,-7671713349.0,1743102000.0,-105447579000.0,111376190349.0,0.0,189525752349.0,2436366000.0,227981526000.0,92612755000.0,512556399349.0,128386494,66973422,52.16,128386494,52.16,15900,205566,7.73,IT,»ï¼ºÀüÀÚ
2018-04-16,50320,50600,49860,50340,157549,396053424766,1.08,1156530,15.93,2.18,157967,1.13,28500,36117622380.0,1296366000.0,-69332342000.0,31918353620.0,0.0,98140273620.0,1286884000.0,160875291000.0,135750976146.0,396053424766.0,128386494,67023732,52.2,128386494,52.2,8107,157549,5.15,IT,»ï¼ºÀüÀÚ
2018-04-17,50240,50540,49820,49980,155440,389065519000,-0.72,1156530,15.82,2.16,157967,1.14,28500,9471562000.0,1203767000.0,57410047000.0,-68085376000.0,0.0,134084125000.0,473094000.0,57984746000.0,196523554000.0,389065519000.0,128386494,67037385,52.22,128386494,52.22,6711,155440,4.32,IT,»ï¼ºÀüÀÚ
2018-04-18,51000,51360,50580,51360,269252,689012455000,2.76,1156530,16.26,2.22,157967,1.11,28500,27202471000.0,696512000.0,-200624990000.0,172726007000.0,0.0,194085182000.0,12754668000.0,331389335000.0,150783270000.0,689012455000.0,128386494,67011816,52.2,128386494,52.2,11529,269252,4.28,IT,»ï¼ºÀüÀÚ
2018-04-19,52000,52980,51540,52780,343811,901505238771,2.76,1156530,16.71,2.28,157967,1.08,28500,-34473276000.0,9141888000.0,-177858413000.0,203189801000.0,0.0,255956438000.0,4919902000.0,432558048000.0,208070850771.0,901505238771.0,128386494,67087166,52.25,128386494,52.25,18944,343811,5.51,IT,»ï¼ºÀüÀÚ
2018-04-20,51800,52260,51420,51620,235220,609151778944,-2.2,1156530,16.34,2.23,157967,1.1,28500,67409771000.0,11462329000.0,112559529000.0,-191431629000.0,0.0,128143367000.0,1332372000.0,134162252000.0,345513787944.0,609151778944.0,128386494,67171116,52.3,128386494,52.3,12634,235220,5.37,IT,»ï¼ºÀüÀÚ
2018-04-23,51000,52080,51000,51900,232380,600825481058,0.54,1156530,16.43,2.24,157967,1.1,28500,36225300000.0,11957462000.0,51559649000.0,-99742411000.0,0.0,143481062000.0,1609641000.0,104161481000.0,351573297058.0,600825481058.0,128386494,67104080,52.28,128386494,52.28,8164,232380,3.51,IT,»ï¼ºÀüÀÚ
2018-04-24,51840,51860,50080,50460,315406,799555958105,-2.77,1156530,15.97,2.18,157967,1.13,28500,-6977142000.0,22138019000.0,240610251000.0,-255771128000.0,0.0,241730339000.0,2262530000.0,131862141000.0,423700948105.0,799555958105.0,128386494,67065577,52.25,128386494,52.25,11459,315406,3.63,IT,»ï¼ºÀüÀÚ
2018-04-25,49220,50500,49220,50400,332292,826565905260,-0.12,1156530,15.95,2.18,157967,1.13,28500,28561475000.0,6230503000.0,383910846000.0,-418702824000.0,0.0,163771366000.0,280968000.0,116342248000.0,546171323260.0,826565905260.0,128386494,66975650,52.16,128386494,52.16,8890,332292,2.68,IT,»ï¼ºÀüÀÚ
2018-04-26,50420,52160,50400,52140,360931,931526175000,3.45,1156530,16.5,2.25,157967,1.09,28500,-55482429000.0,6700118000.0,62695722000.0,-13913411000.0,0.0,292664849000.0,5212579000.0,269773262000.0,363875485000.0,931526175000.0,128386494,66852354,52.06,128386494,52.06,20074,360931,5.56,IT,»ï¼ºÀüÀÚ
2018-04-27,53380,53640,52440,53000,606216,1611240055340,1.65,1156530,16.78,2.29,157967,1.08,28500,-197376182000.0,22406192000.0,292775210000.0,-117805220000.0,0.0,407859985000.0,7056879000.0,533236330000.0,663086861340.0,1611240055340.0,128386494,66883763,52.1,128386494,52.1,8959,606216,1.48,IT,»ï¼ºÀüÀÚ
2018-05-04,53000,53900,51800,51900,39565391,2078017927600,-2.08,28126,8.65,1.85,5997,1.64,850,-591577541700.0,-11149318700.0,655448617100.0,-52721756700.0,0.0,719121793400.0,18715358400.0,841266813700.0,498913962100.0,2078017927600.0,6419324700,3389738000,52.8,6419324700,52.8,1964027,39565391,4.96,IT,»ï¼ºÀüÀÚ
2018-05-08,52600,53200,51900,52600,23104720,1218273031700,1.35,28126,8.77,1.87,5997,1.62,850,-55407203100.0,3123733900.0,-50801179600.0,103084648800.0,0.0,208376429800.0,4141076500.0,448129253400.0,557626272000.0,1218273031700.0,6419324700,3388514370,52.78,6419324700,52.78,899575,23104720,3.89,IT,»ï¼ºÀüÀÚ
2018-05-09,52600,52800,50900,50900,16128305,831371915380,-3.23,28126,8.49,1.81,5997,1.67,850,-61438287200.0,742475500.0,170194927500.0,-109499115800.0,0.0,262221755000.0,1655582300.0,272634415400.0,294860162680.0,831371915380.0,6419324700,3389966037,52.8,6419324700,52.8,1859132,16128305,11.53,IT,»ï¼ºÀüÀÚ
2018-05-10,51700,51700,50600,51600,13905263,712205749565,1.38,28126,8.6,1.83,5997,1.65,850,11920187400.0,-2219132300.0,22928345800.0,-32629400900.0,0.0,246222003500.0,6215352100.0,229165577800.0,230602816165.0,712205749565.0,6419324700,3388367976,52.78,6419324700,52.78,607301,13905263,4.37,IT,»ï¼ºÀüÀÚ
2018-05-11,52000,52200,51200,51300,10314997,533764972575,-0.58,28126,8.55,1.82,5997,1.66,850,-25470106200.0,-775180400.0,-2591043600.0,28836330200.0,0.0,169041724600.0,1755102500.0,190206765100.0,172761380375.0,533764972575.0,6419324700,3387354337,52.78,6419324700,52.78,2640549,10314997,25.6,IT,»ï¼ºÀüÀÚ
2018-05-14,51000,51100,49900,50100,14909272,749531511450,-2.34,28126,8.35,1.78,5997,1.7,850,-49566450100.0,-1320924550.0,155528400500.0,-104641025850.0,0.0,181023862350.0,6049077450.0,270691688800.0,291766882850.0,749531511450.0,6419324700,3387567715,52.78,6419324700,52.78,2159352,14909272,14.48,IT,»ï¼ºÀüÀÚ
2018-05-15,50200,50400,49100,49200,18709146,925775247300,-1.8,28126,8.2,1.75,5997,1.73,850,-91879426900.0,3204514300.0,149713526500.0,-61038613900.0,0.0,205093343450.0,2667749950.0,246321528400.0,471692625500.0,925775247300.0,6419324700,3385266256,52.75,6419324700,52.75,4818595,18709146,25.76,IT,»ï¼ºÀüÀÚ
2018-05-16,49200,50200,49150,49850,15918683,792346440425,1.32,28126,8.31,1.77,5997,1.71,850,66386686250.0,-76011849800.0,-67749281000.0,77374444550.0,0.0,131273893050.0,78073044750.0,319114139000.0,263885363625.0,792346440425.0,6419324700,3384136530,52.72,6419324700,52.72,2331346,15918683,14.65,IT,»ï¼ºÀüÀÚ
2018-05-17,50300,50500,49400,49400,10365440,515599228500,-0.9,28126,8.24,1.76,5997,1.72,850,37187089350.0,1256862050.0,77856174950.0,-116300126350.0,0.0,101106096500.0,729702500.0,141511570250.0,272251859250.0,515599228500.0,6419324700,3385554977,52.75,6419324700,52.75,512949,10365440,4.95,IT,»ï¼ºÀüÀÚ
2018-05-18,49900,49900,49350,49500,6706570,332486703661,0.2,28126,8.25,1.76,5997,1.72,850,5546479000.0,-581924900.0,20896988750.0,-25861542850.0,0.0,78358545750.0,832376800.0,96180708350.0,157115072761.0,332486703661.0,6419324700,3383277622,52.7,6419324700,52.7,579606,6706570,8.64,IT,»ï¼ºÀüÀÚ
2018-05-21,49650,50200,49100,50000,9020998,449244900046,1.01,28126,8.34,1.78,5997,1.7,850,17999389104.0,6258318600.0,-35194714500.0,10937006796.0,0.0,77986038146.0,546636550.0,156046646000.0,214665579350.0,449244900046.0,6419324700,3382559228,52.7,6419324700,52.7,363406,9020998,4.03,IT,»ï¼ºÀüÀÚ
2018-05-23,50600,52000,50400,51800,17095490,878626895925,3.6,28126,8.64,1.84,5997,1.64,850,27600015000.0,16567238400.0,-87101161600.0,42933908200.0,0.0,225949265600.0,2932578400.0,403931668000.0,245813383925.0,878626895925.0,6419324700,3382369713,52.7,6419324700,52.7,1030387,17095490,6.03,IT,»ï¼ºÀüÀÚ
2018-05-24,52000,52000,51100,51400,8289275,426263538776,-0.77,28126,8.57,1.83,5997,1.65,850,-83308810076.0,47096941300.0,31469071500.0,4742797276.0,0.0,172593873576.0,673356900.0,131922602600.0,121073705700.0,426263538776.0,6419324700,3383011852,52.7,6419324700,52.7,832012,8289275,10.04,IT,»ï¼ºÀüÀÚ
2018-05-25,51000,52800,50800,52700,15207266,795151216200,2.53,28126,8.79,1.87,5997,1.61,850,38831343300.0,-1823888600.0,-253923728700.0,216916274000.0,0.0,163837776300.0,8019247700.0,445847932500.0,177446259700.0,795151216200.0,6419324700,3382263326,52.7,6419324700,52.7,514280,15207266,3.38,IT,»ï¼ºÀüÀÚ
2018-05-28,52500,53000,52000,52300,9787820,513194269572,-0.76,28126,8.72,1.86,5997,1.63,850,16254064800.0,1141755700.0,-20436790700.0,3040970200.0,0.0,125045411600.0,2286026200.0,195074019500.0,190788812272.0,513194269572.0,6419324700,3386553527,52.75,6419324700,52.75,889466,9787820,9.09,IT,»ï¼ºÀüÀÚ
2018-05-29,52200,52500,51300,51300,8480437,437715454500,-1.91,28126,8.55,1.82,5997,1.66,850,-65931822800.0,4827539500.0,77860273300.0,-16755990000.0,0.0,160418590800.0,740005700.0,146381228800.0,130175629200.0,437715454500.0,6419324700,3386831634,52.75,6419324700,52.75,462271,8480437,5.45,IT,»ï¼ºÀüÀÚ
2018-05-30,51300,51500,49100,49500,20498098,1026412975306,-3.51,28126,8.25,1.76,5997,1.72,850,-185111434600.0,2549522400.0,413563247150.0,-231001334950.0,0.0,342693264100.0,4139264050.0,174166713550.0,505413733606.0,1026412975306.0,6419324700,3386404063,52.75,6419324700,52.75,2583067,20498098,12.6,IT,»ï¼ºÀüÀÚ
2018-05-31,50400,50800,49850,50700,63491109,3160206301240,2.42,28126,8.45,1.8,5997,1.68,850,-1145700536900.0,4202844750.0,20301236300.0,1121196455850.0,0.0,1501558929550.0,3386030150.0,204839578100.0,1450421763440.0,3160206301240.0,6419324700,3381473413,52.7,6419324700,52.7,1023715,63491109,1.61,IT,»ï¼ºÀüÀÚ
2018-06-01,50500,51700,49950,51300,13038499,665063170392,1.18,28126,8.55,1.82,5997,1.66,850,-27400617852.0,90982600.0,-91215164550.0,118524799802.0,0.0,206045878752.0,989783100.0,217808775950.0,240218732590.0,665063170392.0,6419324700,3404215078,53.03,6419324700,53.03,945971,13038499,7.26,IT,»ï¼ºÀüÀÚ
2018-06-04,50800,51200,50700,51100,9767171,498093853200,-0.39,28126,8.52,1.82,5997,1.66,850,-22418015400.0,-823909700.0,-31433343600.0,54675268700.0,0.0,147012490700.0,1194970900.0,106941312300.0,242945079300.0,498093853200.0,6419324700,3405723291,53.06,6419324700,53.06,294991,9767171,3.02,IT,»ï¼ºÀüÀÚ
2018-06-05,51100,51400,50400,51300,9144100,465525312900,0.39,28126,8.55,1.82,5997,1.66,850,-49068961000.0,-830747800.0,-6645842100.0,56545550900.0,0.0,186132651900.0,1008892700.0,98366652600.0,180017115700.0,465525312900.0,6419324700,3406765955,53.06,6419324700,53.06,718607,9144100,7.86,IT,»ï¼ºÀüÀÚ
2018-06-07,51800,51800,50500,50600,13590016,692915776683,-1.36,28126,8.44,1.8,5997,1.68,850,-46793413600.0,1982459600.0,86147666700.0,-41336712700.0,0.0,219134889200.0,2562059100.0,97863515400.0,373355312983.0,692915776683.0,6419324700,3407892397,53.1,6419324700,53.1,771981,13590016,5.68,IT,»ï¼ºÀüÀÚ
2018-06-08,50200,50400,49600,49650,16951706,845302641812,-1.88,28126,8.28,1.77,5997,1.71,850,-281250920200.0,3572208900.0,366795803600.0,-89117092300.0,0.0,384545263150.0,1857115000.0,122949416650.0,335950847012.0,845302641812.0,6419324700,3406783024,53.06,6419324700,53.06,1043515,16951706,6.16,IT,»ï¼ºÀüÀÚ
2018-06-11,49750,50300,49350,49900,10571312,526740265568,0.5,28126,8.32,1.77,5997,1.7,850,35266747350.0,601865700.0,43529147050.0,-79397760100.0,0.0,154429800650.0,4124028300.0,93521420500.0,274665016118.0,526740265568.0,6419324700,3404740720,53.03,6419324700,53.03,334246,10571312,3.16,IT,»ï¼ºÀüÀÚ
2018-06-12,49700,49800,49250,49400,12110569,598928631825,-1.0,28126,8.24,1.76,5997,1.72,850,-30019263150.0,639691600.0,108646807150.0,-79267235600.0,0.0,204929657550.0,1702585150.0,125766822850.0,266529566275.0,598928631825.0,6419324700,3402677344,53.0,6419324700,53.0,755576,12110569,6.24,IT,»ï¼ºÀüÀÚ
2018-06-14,49000,49000,48200,48200,20971729,1015090960043,-2.43,28126,8.04,1.71,5997,1.76,850,47916807500.0,8131264850.0,270149757050.0,-326197829400.0,0.0,269149602750.0,3976382700.0,117589722100.0,624375252493.0,1015090960043.0,6419324700,3401284162,53.0,6419324700,53.0,347686,20971729,1.66,IT,»ï¼ºÀüÀÚ
2018-06-15,48500,48700,47650,47650,17080892,819652618343,-1.14,28126,7.95,1.69,5997,1.78,850,67970404300.0,60883100.0,173408356700.0,-241439644100.0,0.0,142479065800.0,1871800800.0,133657664700.0,541644087043.0,819652618343.0,6419324700,3395277427,52.88,6419324700,52.88,48831,17080892,0.29,IT,»ï¼ºÀüÀÚ
2018-06-18,47600,47650,46200,46600,16661870,776901880750,-2.2,28126,7.77,1.66,5997,1.82,850,128852237900.0,-7323444300.0,69120670550.0,-190649464150.0,0.0,172424439600.0,10356276200.0,274423603850.0,319697561100.0,776901880750.0,6419324700,3389440966,52.8,6419324700,52.8,209321,16661870,1.26,IT,»ï¼ºÀüÀÚ
2018-06-19,47200,47350,46500,47000,15217971,715277180200,0.86,28126,7.84,1.67,5997,1.81,850,49756465600.0,2045181600.0,-19002901350.0,-32798745850.0,0.0,194331905850.0,1475472450.0,198049796400.0,321420005500.0,715277180200.0,6419324700,3386155189,52.75,6419324700,52.75,244498,15217971,1.61,IT,»ï¼ºÀüÀÚ
2018-06-20,47450,47600,46850,47000,12959316,611839591840,0.0,28126,7.84,1.67,5997,1.81,850,10717944150.0,3531157450.0,49639325050.0,-63888426650.0,0.0,162299907750.0,492722350.0,125934540750.0,323112420990.0,611839591840.0,6419324700,3385161324,52.72,6419324700,52.72,602602,12959316,4.65,IT,»ï¼ºÀüÀÚ
2018-06-21,47900,47900,47050,47050,10015541,474358097500,0.11,28126,7.85,1.67,5997,1.81,850,-59497104200.0,4124359100.0,62435300400.0,-7062555300.0,0.0,184459351150.0,1158102150.0,117378260900.0,171362383300.0,474358097500.0,6419324700,3382945254,52.7,6419324700,52.7,915204,10015541,9.14,IT,»ï¼ºÀüÀÚ
2018-06-22,47000,47250,46200,47250,10298006,481759277650,0.43,28126,7.88,1.68,5997,1.8,850,-18395576000.0,3356943400.0,42682742100.0,-27644109500.0,0.0,170153279000.0,650571150.0,107797712950.0,203157714550.0,481759277650.0,6419324700,3383045834,52.7,6419324700,52.7,589903,10298006,5.73,IT,»ï¼ºÀüÀÚ
2018-06-25,47050,47050,46150,46650,10587711,493006053900,-1.27,28126,7.78,1.66,5997,1.82,850,-2082697250.0,1105147550.0,51366842950.0,-50389293250.0,0.0,158357105350.0,278797600.0,100577898350.0,233792252600.0,493006053900.0,6419324700,3382142120,52.7,6419324700,52.7,279629,10587711,2.64,IT,»ï¼ºÀüÀÚ
2018-06-26,45900,47300,45900,47000,11223166,523396347150,0.75,28126,7.84,1.67,5997,1.81,850,95319408900.0,-73663950.0,-30598723700.0,-64647021250.0,0.0,150367359800.0,1834699200.0,146164384000.0,225029904150.0,523396347150.0,6419324700,3380312410,52.66,6419324700,52.66,226935,11223166,2.02,IT,»ï¼ºÀüÀÚ
2018-06-27,47450,48500,47000,47950,15274752,728040991376,2.02,28126,8.0,1.7,5997,1.77,850,-23492794350.0,-279536000.0,-72850587000.0,96622917350.0,0.0,226341148950.0,4138009800.0,244636468550.0,252925364076.0,728040991376.0,6419324700,3379910348,52.66,6419324700,52.66,347050,15274752,2.27,IT,»ï¼ºÀüÀÚ
2018-06-28,46850,47150,46600,46800,12784800,598306028303,-2.4,28126,7.8,1.66,5997,1.82,850,35816884200.0,931692000.0,109561361950.0,-146309938150.0,0.0,143477888200.0,804053850.0,69400861050.0,384623225203.0,598306028303.0,6419324700,3382188811,52.7,6419324700,52.7,501239,12784800,3.92,IT,»ï¼ºÀüÀÚ
2018-06-29,46250,47150,46200,46650,14099635,657784718850,-0.32,28126,7.78,1.66,5997,1.82,850,-63916431350.0,5547314300.0,40512944100.0,17856172950.0,0.0,248129199350.0,1757162500.0,99366640150.0,308531716850.0,657784718850.0,6419324700,3378102918,52.62,6419324700,52.62,508500,14099635,3.61,IT,»ï¼ºÀüÀÚ
2018-07-02,46500,47150,45500,45550,13112253,606565716120,-2.36,28126,7.6,1.62,5997,1.87,850,-17633775250.0,4451962100.0,69781656800.0,-56599843650.0,0.0,201349922200.0,2759456200.0,115104636450.0,287351701270.0,606565716120.0,6419324700,3377537395,52.62,6419324700,52.62,431146,13112253,3.29,IT,»ï¼ºÀüÀÚ
2018-07-03,45750,46450,45750,46150,10959655,505688358350,1.32,28126,7.7,1.64,5997,1.84,850,-2088012750.0,-4168894200.0,-32649359000.0,38906265950.0,0.0,175806724500.0,4788333200.0,113746497950.0,211346802700.0,505688358350.0,6419324700,3375551677,52.6,6419324700,52.6,312737,10959655,2.85,IT,»ï¼ºÀüÀÚ
2018-07-04,46700,47050,46050,46250,8776763,408109538714,0.22,28126,7.71,1.64,5997,1.84,850,-4668919850.0,-554898700.0,-7630296750.0,12854115300.0,0.0,155916757100.0,2062251200.0,86322960650.0,163807569764.0,408109538714.0,6419324700,3376382355,52.6,6419324700,52.6,531336,8776763,6.05,IT,»ï¼ºÀüÀÚ
2018-07-05,46100,46550,45600,45950,7039773,323467849000,-0.65,28126,7.66,1.63,5997,1.85,850,24942231400.0,318218000.0,33770948700.0,-59031398100.0,0.0,126268603450.0,1053459100.0,62885910900.0,133259875550.0,323467849000.0,6419324700,3376897215,52.62,6419324700,52.62,488752,7039773,6.94,IT,»ï¼ºÀüÀÚ
2018-07-06,45500,45850,44650,44900,17843706,803677947100,-2.29,28126,7.49,1.6,5997,1.89,850,-11529911350.0,6811843450.0,222208978350.0,-217490910450.0,0.0,279181339600.0,1397525800.0,142863465350.0,380235616350.0,803677947100.0,6419324700,3375435269,52.6,6419324700,52.6,484285,17843706,2.71,IT,»ï¼ºÀüÀÚ
2018-07-09,45500,46100,45200,45600,11602464,529092247400,1.56,28126,7.6,1.62,5997,1.86,850,59282658000.0,-5205086700.0,-35104586250.0,-18972985050.0,0.0,153166601250.0,5873416800.0,156301135550.0,213751093800.0,529092247400.0,6419324700,3369890183,52.5,6419324700,52.5,151709,11602464,1.31,IT,»ï¼ºÀüÀÚ
2018-07-10,46200,46550,46100,46300,10528665,487990716750,1.54,28126,7.72,1.65,5997,1.84,850,-26232671950.0,-2190094200.0,-16570170450.0,44992936600.0,0.0,158640633150.0,3782610900.0,121768084900.0,203799387800.0,487990716750.0,6419324700,3368989015,52.47,6419324700,52.47,231637,10528665,2.2,IT,»ï¼ºÀüÀÚ
2018-07-11,46400,46450,45400,46000,11224077,515223640592,-0.65,28126,7.67,1.64,5997,1.85,850,-49237277750.0,-2226227600.0,21722761600.0,29740743750.0,0.0,224118689300.0,3230257350.0,79296216200.0,208578477742.0,515223640592.0,6419324700,3370249694,52.5,6419324700,52.5,157057,11224077,1.4,IT,»ï¼ºÀüÀÚ
2018-07-12,45900,46250,45450,45500,11828104,541036686150,-1.09,28126,7.59,1.62,5997,1.87,850,-20577539300.0,-2024224900.0,35020923100.0,-12419158900.0,0.0,268008386150.0,2277084350.0,61372823850.0,209378391800.0,541036686150.0,6419324700,3370029066,52.5,6419324700,52.5,1213744,11828104,10.26,IT,»ï¼ºÀüÀÚ
2018-07-13,45800,46500,45750,46500,11543389,533402245850,2.2,28126,7.75,1.65,5997,1.83,850,23011883200.0,-8412019500.0,-29068357250.0,14468493550.0,0.0,148385009000.0,8882933500.0,121627129400.0,254507173950.0,533402245850.0,6419324700,3369451426,52.5,6419324700,52.5,314615,11543389,2.73,IT,»ï¼ºÀüÀÚ
2018-07-16,46800,46800,46000,46050,7678719,356079488741,-0.97,28126,7.68,1.64,5997,1.85,850,-28656707100.0,1592024150.0,63596059350.0,-36531376400.0,0.0,149424443800.0,471572150.0,53105261200.0,153078211591.0,356079488741.0,6419324700,3369563662,52.5,6419324700,52.5,228560,7678719,2.98,IT,»ï¼ºÀüÀÚ
2018-07-17,46150,46200,45600,45850,8892953,408291768123,-0.43,28126,7.65,1.63,5997,1.85,850,21476521200.0,5331094300.0,20255495650.0,-47063111150.0,0.0,107852985650.0,309735800.0,56461928600.0,243667118073.0,408291768123.0,6419324700,3368840475,52.47,6419324700,52.47,174791,8892953,1.97,IT,»ï¼ºÀüÀÚ
2018-07-18,46700,47200,46450,46550,10952645,511712248050,1.53,28126,7.76,1.66,5997,1.83,850,-29608533000.0,394964200.0,-58948592400.0,88162161200.0,0.0,148303634900.0,1772173100.0,177045704600.0,184590735450.0,511712248050.0,6419324700,3367475369,52.47,6419324700,52.47,303720,10952645,2.77,IT,»ï¼ºÀüÀÚ
2018-07-19,47050,47200,46600,46900,9880128,464089308875,0.75,28126,7.82,1.67,5997,1.81,850,38614503450.0,84442850.0,-71611881100.0,32912934800.0,0.0,112607912500.0,3237627200.0,147320527900.0,200923241275.0,464089308875.0,6419324700,3368890079,52.47,6419324700,52.47,245376,9880128,2.48,IT,»ï¼ºÀüÀÚ
2018-07-20,47000,47600,46700,47450,10474547,493877704023,1.17,28126,7.91,1.69,5997,1.79,850,50058951150.0,-2915471150.0,-104919630700.0,57776150700.0,0.0,125997342750.0,3304731750.0,171322953100.0,193252676423.0,493877704023.0,6419324700,3369813655,52.5,6419324700,52.5,457678,10474547,4.37,IT,»ï¼ºÀüÀÚ
2018-07-23,47100,47200,46150,46500,10823782,503026610900,-2.0,28126,7.75,1.65,5997,1.83,850,63953601850.0,-4194491100.0,-13450323550.0,-46308787200.0,0.0,157085674650.0,4982114550.0,133137509100.0,207821312600.0,503026610900.0,6419324700,3371001313,52.5,6419324700,52.5,571171,10823782,5.28,IT,»ï¼ºÀüÀÚ
2018-07-24,46350,46600,45950,46150,8261363,381832267160,-0.75,28126,7.7,1.64,5997,1.84,850,56742046400.0,-1009466200.0,-15174812200.0,-40557768000.0,0.0,84918147150.0,1908936100.0,92429527100.0,202575656810.0,381832267160.0,6419324700,3370099675,52.5,6419324700,52.5,310602,8261363,3.76,IT,»ï¼ºÀüÀÚ
2018-07-25,46250,46550,45900,46150,7222471,333206138150,0.0,28126,7.7,1.64,5997,1.84,850,70485032950.0,-2753550600.0,-13299743900.0,-54431738450.0,0.0,82963061050.0,2818677800.0,70339197500.0,177085201800.0,333206138150.0,6419324700,3369027711,52.47,6419324700,52.47,241868,7222471,3.35,IT,»ï¼ºÀüÀÚ
2018-07-26,46100,47000,46000,46900,7374946,344072402800,1.63,28126,7.82,1.67,5997,1.81,850,14012879050.0,-1796438050.0,-59880445500.0,47664004500.0,0.0,114599199700.0,3082372300.0,113579864750.0,112810966050.0,344072402800.0,6419324700,3367886029,52.47,6419324700,52.47,113579,7374946,1.54,IT,»ï¼ºÀüÀÚ
2018-07-27,46450,47000,46450,46900,4762460,222452463126,0.0,28126,7.82,1.67,5997,1.81,850,26558006350.0,1765582500.0,-11224642050.0,-17098946800.0,0.0,52694345300.0,224413600.0,59592762000.0,109940942226.0,222452463126.0,6419324700,3368860315,52.47,6419324700,52.47,75014,4762460,1.58,IT,»ï¼ºÀüÀÚ
2018-07-30,46550,46800,46350,46500,5723035,266137814450,-0.85,28126,7.75,1.65,5997,1.83,850,-45543415850.0,792090650.0,37071265650.0,7680059550.0,0.0,111070229250.0,264075200.0,33905133350.0,120898376650.0,266137814450.0,6419324700,3369046094,52.47,6419324700,52.47,25972,5723035,0.45,IT,»ï¼ºÀüÀÚ
