³¯Â¥,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,°Å·¡·®,°Å·¡´ë±Ý,µî¶ô·ü,BPS,PER,PBR,EPS,DIV,DPS,buy_±â°üÇÕ°è,buy_±âÅ¸¹ýÀÎ,buy_°³ÀÎ,buy_¿Ü±¹ÀÎÇÕ°è,buy_ÀüÃ¼,sell_±â°üÇÕ°è,sell_±âÅ¸¹ýÀÎ,sell_°³ÀÎ,sell_¿Ü±¹ÀÎÇÕ°è,sell_ÀüÃ¼,foreign_»óÀåÁÖ½Ä¼ö,foreign_º¸À¯¼ö·®,foreign_ÁöºÐÀ²,foreign_ÇÑµµ¼ö·®,foreign_ÇÑµµ¼ÒÁø·ü,short_°Å·¡·®,short_¸Å¼ö,short_ºñÁß,¾÷Á¾,Á¾¸ñ
2022-05-11,65500,66300,65200,65700,12330920,812298026600,0.0,43611,11.37,1.51,5777,2.2,1444,-63889591100.0,5541241700.0,75419836300.0,-17071486900.0,0.0,498212323500.0,401044800.0,142889270100.0,170795388200.0,812298026600.0,5969782550,3031704540,50.78,5969782550,50.78,466835,12330920,3.79,IT,»ï¼ºÀüÀÚ
2022-05-12,65200,65500,64900,64900,16414188,1069685385550,-1.22,43611,11.23,1.49,5777,2.22,1444,-73432929800.0,8339449300.0,182694902700.0,-117601422200.0,0.0,508377982200.0,2141343600.0,212224837100.0,346941222650.0,1069685385550.0,5969782550,3031551829,50.78,5969782550,50.78,684098,16414188,4.17,IT,»ï¼ºÀüÀÚ
2022-05-13,65300,66700,65200,66500,14551536,962476162900,2.47,43611,11.51,1.52,5777,2.17,1444,244450602700.0,1648386600.0,-163653435900.0,-82445553400.0,0.0,320399941700.0,3872359900.0,315185249300.0,323018612000.0,962476162900.0,5969782550,3029850742,50.75,5969782550,50.75,858607,14551536,5.9,IT,»ï¼ºÀüÀÚ
2022-05-16,67100,67400,66100,66300,11937555,796060691900,-0.3,43611,11.48,1.52,5777,2.18,1444,-18888662200.0,4715961800.0,20131596500.0,-5958896100.0,0.0,481948162700.0,2183885100.0,171435575500.0,140493068600.0,796060691900.0,5969782550,3028851086,50.75,5969782550,50.75,436791,11937555,3.66,IT,»ï¼ºÀüÀÚ
2022-05-17,66600,67900,66600,67600,15680447,1058322764800,1.96,43611,11.7,1.55,5777,2.14,1444,220246713800.0,1516660200.0,-232085554600.0,10322180600.0,0.0,480487518400.0,4204730900.0,385534138000.0,188096377500.0,1058322764800.0,5969782550,3029374506,50.75,5969782550,50.75,302666,15680447,1.93,IT,»ï¼ºÀüÀÚ
2022-05-18,68300,68700,67600,68100,16486319,1122585202585,0.74,43611,11.79,1.56,5777,2.12,1444,-77645852800.0,1402411300.0,-36862831600.0,113106273100.0,0.0,601652071300.0,2781545500.0,271873537700.0,246278048085.0,1122585202585.0,5969782550,3029334692,50.75,5969782550,50.75,153492,16486319,0.93,IT,»ï¼ºÀüÀÚ
2022-05-19,66500,67600,66500,67500,17073727,1147743790508,-0.88,43611,11.68,1.55,5777,2.14,1444,-94453708400.0,-409850900.0,93990536500.0,873022800.0,0.0,619731552400.0,2895055000.0,178148041000.0,346969142108.0,1147743790508.0,5969782550,3030803509,50.78,5969782550,50.78,410241,17073727,2.4,IT,»ï¼ºÀüÀÚ
2022-05-20,67800,68400,67700,68000,12109671,824048609800,0.74,43611,11.77,1.56,5777,2.12,1444,168087797800.0,-591894300.0,-68657042200.0,-98838861300.0,0.0,344259624700.0,3327691000.0,244948446000.0,231512848100.0,824048609800.0,5969782550,3030794918,50.78,5969782550,50.78,289047,12109671,2.39,IT,»ï¼ºÀüÀÚ
2022-05-23,68800,68800,67600,67900,13684088,931341158100,-0.15,43611,11.75,1.56,5777,2.13,1444,-220778100.0,-3111331700.0,23371487800.0,-20039378000.0,0.0,571311316600.0,5485680100.0,162471167700.0,192072993700.0,931341158100.0,5969782550,3029459950,50.75,5969782550,50.75,316132,13684088,2.31,IT,»ï¼ºÀüÀÚ
2022-05-24,67500,67700,66500,66500,15482576,1035492905500,-2.06,43611,11.51,1.52,5777,2.17,1444,-104704976500.0,-3164922500.0,267193362300.0,-159323463300.0,0.0,647898694300.0,5545971200.0,137529185700.0,244519054300.0,1035492905500.0,5969782550,3028809560,50.75,5969782550,50.75,315462,15482576,2.04,IT,»ï¼ºÀüÀÚ
2022-05-25,66700,67100,65900,66400,15150490,1007805029400,-0.15,43611,11.49,1.52,5777,2.17,1444,58818101600.0,448588800.0,90727241700.0,-149993932100.0,0.0,548974178300.0,1608935300.0,136785196700.0,320436719100.0,1007805029400.0,5969782550,3026167934,50.7,5969782550,50.7,1045299,15150490,6.9,IT,»ï¼ºÀüÀÚ
2022-05-26,66300,67200,65500,65900,15970890,1057298883100,-0.75,43611,11.41,1.51,5777,2.19,1444,-130324508700.0,3140955300.0,208567670700.0,-81384117300.0,0.0,675518318800.0,2820750400.0,144657405600.0,234302408300.0,1057298883100.0,5969782550,3023795143,50.66,5969782550,50.66,798710,15970890,5.0,IT,»ï¼ºÀüÀÚ
2022-05-27,66700,66900,66200,66500,11405555,759034579700,0.91,43611,11.51,1.52,5777,2.17,1444,151176871900.0,-1094897700.0,-49251179800.0,-100830794400.0,0.0,367210510100.0,2425008400.0,148383177100.0,241015884100.0,759034579700.0,5969782550,3022334918,50.62,5969782550,50.62,532844,11405555,4.67,IT,»ï¼ºÀüÀÚ
2022-05-30,67500,67800,66900,67700,14255484,960592764000,1.8,43611,11.72,1.55,5777,2.13,1444,82410643100.0,228470400.0,-188160047400.0,105520933900.0,0.0,503567056700.0,3372660800.0,311906805500.0,141746241000.0,960592764000.0,5969782550,3020994714,50.6,5969782550,50.6,344490,14255484,2.42,IT,»ï¼ºÀüÀÚ
2022-05-31,67500,67500,66700,67400,24365002,1637773742750,-0.44,43611,11.67,1.55,5777,2.14,1444,-235626328200.0,4186219500.0,134633269700.0,96806839000.0,0.0,821940053800.0,1321247500.0,114034814700.0,700477626750.0,1637773742750.0,5969782550,3021796730,50.62,5969782550,50.62,372140,24365002,1.53,IT,»ï¼ºÀüÀÚ
2022-06-02,66600,67000,66400,66700,14959443,996681075588,-1.04,43611,11.55,1.53,5777,2.16,1444,-214023092200.0,9404746600.0,240927784700.0,-36309439100.0,0.0,481370227500.0,748976100.0,112393190300.0,402168681688.0,996681075588.0,5969782550,3021798337,50.62,5969782550,50.62,264556,14959443,1.77,IT,»ï¼ºÀüÀÚ
2022-06-03,67200,67300,66800,66800,8222883,550654655700,0.15,43611,11.56,1.53,5777,2.16,1444,57253486400.0,-471150100.0,-23834896300.0,-32947440000.0,0.0,244480780900.0,1549134200.0,139999709600.0,164625031000.0,550654655700.0,5969782550,3020673881,50.6,5969782550,50.6,283343,8222883,3.45,IT,»ï¼ºÀüÀÚ
2022-06-07,66200,66400,65400,65500,19355755,1273444989300,-1.95,43611,11.34,1.5,5777,2.2,1444,-252340114300.0,5223707200.0,517821635900.0,-270705228800.0,0.0,666944352300.0,1843812800.0,112628085300.0,492028738900.0,1273444989300.0,5969782550,3020353584,50.6,5969782550,50.6,264526,19355755,1.37,IT,»ï¼ºÀüÀÚ
2022-06-08,65400,65700,65300,65300,12483180,817379109300,-0.31,43611,11.3,1.5,5777,2.21,1444,-25846611100.0,1723680800.0,224993949400.0,-200871019100.0,0.0,419300654300.0,1130945400.0,90922217600.0,306025292000.0,817379109300.0,5969782550,3017182001,50.53,5969782550,50.53,242433,12483180,1.94,IT,»ï¼ºÀüÀÚ
2022-06-09,65100,65200,64500,65200,25790725,1673763680952,-0.15,43611,11.29,1.5,5777,2.21,1444,29499668900.0,6326196900.0,379298569400.0,-415124435200.0,0.0,799552933400.0,1566647700.0,150358000900.0,722286098952.0,1673763680952.0,5969782550,3014571709,50.5,5969782550,50.5,2384224,25790725,9.24,IT,»ï¼ºÀüÀÚ
2022-06-10,64000,64400,63800,63800,22193552,1419245099700,-2.15,43611,11.04,1.46,5777,2.26,1444,-72595459500.0,-1976303200.0,666950710000.0,-592378947300.0,0.0,524014901500.0,13976085000.0,171387351900.0,709866761300.0,1419245099700.0,5969782550,3008277517,50.38,5969782550,50.38,1015607,22193552,4.58,IT,»ï¼ºÀüÀÚ
2022-06-13,62400,62800,62100,62100,22157816,1380636801900,-2.66,43611,10.75,1.42,5777,2.33,1444,-31940183400.0,4958031700.0,200830267400.0,-173848115700.0,0.0,627935785400.0,10646862600.0,404491393300.0,337562760600.0,1380636801900.0,5969782550,3000121771,50.25,5969782550,50.25,850618,22157816,3.84,IT,»ï¼ºÀüÀÚ
2022-06-14,61200,62200,61100,61900,24606419,1519195265000,-0.32,43611,10.71,1.42,5777,2.33,1444,23493904800.0,9848025700.0,36875147600.0,-70217078100.0,0.0,786808452000.0,4111111300.0,374412837800.0,353862863900.0,1519195265000.0,5969782550,2997095779,50.2,5969782550,50.2,718663,24606419,2.92,IT,»ï¼ºÀüÀÚ
2022-06-15,61300,61500,60200,60700,26811224,1630190882434,-1.94,43611,10.51,1.39,5777,2.38,1444,31531203000.0,3767671200.0,227391199500.0,-262690073700.0,0.0,829914123600.0,6493666500.0,372883598900.0,420899493434.0,1630190882434.0,5969782550,2996014845,50.2,5969782550,50.2,618655,26811224,2.31,IT,»ï¼ºÀüÀÚ
2022-06-16,61300,61800,60500,60900,23394895,1431052309321,0.33,43611,10.54,1.4,5777,2.37,1444,-13756439100.0,4386948200.0,42096010000.0,-32726519100.0,0.0,961849500600.0,2998002500.0,265006914300.0,201197891921.0,1431052309321.0,5969782550,2991621350,50.12,5969782550,50.12,85548,23394895,0.37,IT,»ï¼ºÀüÀÚ
2022-06-17,59400,59900,59400,59800,29053450,1732449618748,-1.81,43611,10.35,1.37,5777,2.41,1444,36416562700.0,12523959400.0,387097245600.0,-436037767700.0,0.0,712472679600.0,8702923400.0,283974920800.0,727299094948.0,1732449618748.0,5969782550,2990557351,50.1,5969782550,50.1,603950,29053450,2.08,IT,»ï¼ºÀüÀÚ
2022-06-20,59800,59900,58100,58700,34111306,1997076972175,-1.84,43611,10.16,1.35,5777,2.46,1444,130848145900.0,2324642800.0,125822693900.0,-258995482600.0,0.0,1164458765900.0,6023991700.0,423999845800.0,402594368775.0,1997076972175.0,5969782550,2982876700,49.97,5969782550,49.97,531302,34111306,1.56,IT,»ï¼ºÀüÀÚ
2022-06-21,58700,59200,58200,58500,25148109,1474998298400,-0.34,43611,10.13,1.34,5777,2.47,1444,113118044000.0,6594821000.0,97334985300.0,-217047850300.0,0.0,914532080100.0,3431290800.0,227685485400.0,329349442100.0,1474998298400.0,5969782550,2977796415,49.88,5969782550,49.88,566017,25148109,2.25,IT,»ï¼ºÀüÀÚ
2022-06-22,59000,59100,57600,57600,23334687,1360076149300,-1.54,43611,9.97,1.32,5777,2.51,1444,-35766934300.0,4913911500.0,86067142900.0,-55214120100.0,0.0,749964706700.0,3511810000.0,267128723600.0,339470909000.0,1360076149300.0,5969782550,2973861743,49.8,5969782550,49.8,364704,23334687,1.56,IT,»ï¼ºÀüÀÚ
2022-06-23,57700,58000,56800,57400,28338608,1627019443340,-0.35,43611,9.94,1.32,5777,2.52,1444,277798066000.0,-6787264000.0,-45037231100.0,-225973570900.0,0.0,878142836500.0,13248495300.0,322377267600.0,413250843940.0,1627019443340.0,5969782550,2972579013,49.78,5969782550,49.78,533250,28338608,1.88,IT,»ï¼ºÀüÀÚ
2022-06-24,57900,59100,57700,58400,23256103,1359292776100,1.74,43611,10.11,1.34,5777,2.47,1444,162022105800.0,354374600.0,-50651746800.0,-111724733600.0,0.0,615063500300.0,6262258700.0,302200849800.0,435766167300.0,1359292776100.0,5969782550,2968102430,49.72,5969782550,49.72,274877,23256103,1.18,IT,»ï¼ºÀüÀÚ
2022-06-27,59000,59900,58300,58800,18122236,1071186745402,0.68,43611,10.18,1.35,5777,2.46,1444,-132729268600.0,5362557100.0,50268752100.0,77097959400.0,0.0,588596385000.0,3250459100.0,224664968400.0,254674932902.0,1071186745402.0,5969782550,2965488250,49.66,5969782550,49.66,212657,18122236,1.17,IT,»ï¼ºÀüÀÚ
2022-06-28,59200,59500,58700,59400,13540538,800041009700,1.02,43611,10.28,1.36,5777,2.43,1444,-62636212500.0,581605400.0,52991647900.0,9062959200.0,0.0,476548355100.0,579857300.0,142540203700.0,180372593600.0,800041009700.0,5969782550,2966406767,49.7,5969782550,49.7,53358,13540538,0.39,IT,»ï¼ºÀüÀÚ
2022-06-29,58500,58800,58000,58000,14677138,855770425874,-2.36,43611,10.04,1.33,5777,2.49,1444,-144439807200.0,4798403400.0,196616643500.0,-56975239700.0,0.0,516696430100.0,410326200.0,86084693200.0,252578976374.0,855770425874.0,5969782550,2967012527,49.7,5969782550,49.7,258673,14677138,1.76,IT,»ï¼ºÀüÀÚ
2022-06-30,57200,57600,57000,57000,18915142,1082799462452,-1.72,43611,9.87,1.31,5777,2.53,1444,-56760182800.0,-1093618400.0,228825543900.0,-170971742700.0,0.0,530530537100.0,4575250800.0,116424463300.0,431269211252.0,1082799462452.0,5969782550,2966968058,49.7,5969782550,49.7,134531,18915142,0.71,IT,»ï¼ºÀüÀÚ
2022-07-01,56900,57500,55900,56200,24982097,1412473217495,-1.4,43611,9.73,1.29,5777,2.57,1444,907913700.0,2949768200.0,215145403400.0,-219003085300.0,0.0,688505169100.0,3863958500.0,190297865900.0,529806223995.0,1412473217495.0,5969782550,2964072231,49.66,5969782550,49.66,190482,24982097,0.76,IT,»ï¼ºÀüÀÚ
2022-07-04,56100,57400,55700,57100,17807126,1012586831300,1.6,43611,9.88,1.31,5777,2.53,1444,155821317900.0,-1450371700.0,-104400185400.0,-49970760800.0,0.0,520600088200.0,3736950300.0,280141450900.0,208108341900.0,1012586831300.0,5969782550,2960562578,49.6,5969782550,49.6,189190,17807126,1.06,IT,»ï¼ºÀüÀÚ
2022-07-05,57600,58200,57200,57200,14216539,818079785900,0.18,43611,9.9,1.31,5777,2.52,1444,38233297500.0,2946924400.0,61971222200.0,-103151444100.0,0.0,454929718100.0,1717492300.0,152163686300.0,209268889200.0,818079785900.0,5969782550,2960027046,49.6,5969782550,49.6,144686,14216539,1.02,IT,»ï¼ºÀüÀÚ
2022-07-06,57300,57300,56400,56400,16820461,955957046500,-1.4,43611,9.76,1.29,5777,2.56,1444,-122608700400.0,1192197000.0,130440147000.0,-9023643600.0,0.0,600373547100.0,1041706800.0,108408847300.0,246132945300.0,955957046500.0,5969782550,2958727791,49.56,5969782550,49.56,83348,16820461,0.5,IT,»ï¼ºÀüÀÚ
2022-07-07,56400,58700,56300,58200,21322833,1234677644065,3.19,43611,10.07,1.33,5777,2.48,1444,95745950900.0,-1892449300.0,-248556130500.0,154702628900.0,0.0,510925181100.0,8083252400.0,448929922100.0,266739288465.0,1234677644065.0,5969782550,2958082504,49.56,5969782550,49.56,661601,21322833,3.1,IT,»ï¼ºÀüÀÚ
2022-07-08,58600,59300,58200,58700,15339271,902198939736,0.86,43611,10.16,1.35,5777,2.46,1444,-61106094300.0,-799405200.0,-28356492200.0,90261991700.0,0.0,489276025200.0,2504012500.0,217815967300.0,192602934736.0,902198939736.0,5969782550,2960394809,49.6,5969782550,49.6,124958,15339271,0.81,IT,»ï¼ºÀüÀÚ
2022-07-11,59300,59600,58700,58800,13042624,771042671500,0.17,43611,10.18,1.35,5777,2.46,1444,-33470615400.0,487275700.0,-54109579300.0,87092919000.0,0.0,434715926600.0,1289595300.0,175336004300.0,159701145300.0,771042671500.0,5969782550,2961743614,49.62,5969782550,49.62,151776,13042624,1.16,IT,»ï¼ºÀüÀÚ
2022-07-12,58600,58700,58100,58100,9336061,544403361000,-1.19,43611,10.06,1.33,5777,2.49,1444,-11449659600.0,401834800.0,8058569700.0,2989255100.0,0.0,332108085200.0,1149830000.0,101687280700.0,109458165100.0,544403361000.0,5969782550,2963440495,49.62,5969782550,49.62,120333,9336061,1.29,IT,»ï¼ºÀüÀÚ
2022-07-13,58300,58600,58000,58000,10841315,631711977700,-0.17,43611,10.04,1.33,5777,2.49,1444,94864273900.0,957985000.0,26583143000.0,-122405401900.0,0.0,293577997100.0,716635800.0,88589176600.0,248828168200.0,631711977700.0,5969782550,2963506674,49.62,5969782550,49.62,106547,10841315,0.98,IT,»ï¼ºÀüÀÚ
2022-07-14,57500,58200,57400,57500,15067012,869131233435,-0.86,43611,9.95,1.32,5777,2.51,1444,-233924599500.0,5421019500.0,70354542600.0,158149037400.0,0.0,626398148800.0,561921900.0,85348330200.0,156822832535.0,869131233435.0,5969782550,2961623320,49.62,5969782550,49.62,347060,15067012,2.3,IT,»ï¼ºÀüÀÚ
2022-07-15,58400,60000,58100,60000,18685583,1104045143300,4.35,43611,10.39,1.38,5777,2.41,1444,-53956585900.0,-2561948100.0,-263758140500.0,320276674500.0,0.0,442746864900.0,5894245900.0,400966705500.0,254437327000.0,1104045143300.0,5969782550,2964266122,49.66,5969782550,49.66,347833,18685583,1.86,IT,»ï¼ºÀüÀÚ
2022-07-18,60600,62000,60500,61900,20832517,1277727157981,3.17,43611,10.71,1.42,5777,2.33,1444,-76505180400.0,-7396626700.0,-130059473800.0,213961280900.0,0.0,504529998300.0,10984622300.0,391529669800.0,370682867581.0,1277727157981.0,5969782550,2969543414,49.75,5969782550,49.75,686843,20832517,3.3,IT,»ï¼ºÀüÀÚ
2022-07-19,61400,61500,60200,60900,15248261,925919721166,-1.62,43611,10.54,1.4,5777,2.37,1444,-16862760700.0,3212288700.0,77697595700.0,-64047123700.0,0.0,502904479700.0,1024318900.0,148793676400.0,273197246166.0,925919721166.0,5969782550,2973130459,49.8,5969782550,49.8,331767,15248261,2.18,IT,»ï¼ºÀüÀÚ
2022-07-20,61800,62100,60500,60500,16782238,1025939109200,-0.66,43611,10.47,1.39,5777,2.39,1444,2076508100.0,40369446300.0,149771931500.0,-192217885900.0,0.0,425248756000.0,2283066900.0,156402866000.0,442004420300.0,1025939109200.0,5969782550,2971873878,49.78,5969782550,49.78,226098,16782238,1.35,IT,»ï¼ºÀüÀÚ
2022-07-21,61100,61900,60700,61800,12291374,754854999650,2.15,43611,10.7,1.42,5777,2.34,1444,-60426872800.0,-4868664400.0,-117155274100.0,182450811300.0,0.0,314354184500.0,5541812700.0,233118671900.0,201840330550.0,754854999650.0,5969782550,2968815782,49.72,5969782550,49.72,139366,12291374,1.13,IT,»ï¼ºÀüÀÚ
2022-07-22,61800,62200,61200,61300,10261310,631872940300,-0.81,43611,10.61,1.41,5777,2.36,1444,-114791274900.0,5422324700.0,62964813800.0,46404136400.0,0.0,368218631100.0,850612900.0,117322852100.0,145480844200.0,631872940300.0,5969782550,2971604308,49.78,5969782550,49.78,337887,10261310,3.29,IT,»ï¼ºÀüÀÚ
2022-07-25,60900,61900,60800,61100,9193681,565540190900,-0.33,43611,10.58,1.4,5777,2.36,1444,15181379300.0,-1321495100.0,-4747356900.0,-9112527300.0,0.0,258126885600.0,2301502100.0,142355401700.0,162756401500.0,565540190900.0,5969782550,2972375415,49.78,5969782550,49.78,51189,9193681,0.56,IT,»ï¼ºÀüÀÚ
2022-07-26,60800,61900,60800,61700,6597211,405310045900,0.98,43611,10.68,1.41,5777,2.34,1444,-24362103700.0,-59787200.0,-33931596000.0,58353486900.0,0.0,201860489300.0,568174300.0,113345223100.0,89536159200.0,405310045900.0,5969782550,2972099731,49.78,5969782550,49.78,47626,6597211,0.72,IT,»ï¼ºÀüÀÚ
2022-07-27,61300,61900,61200,61800,7320997,449989960800,0.16,43611,10.7,1.42,5777,2.34,1444,-19437378100.0,-1462529300.0,2795420000.0,18104487400.0,0.0,217170427300.0,3098422100.0,91402494700.0,138318616700.0,449989960800.0,5969782550,2972792162,49.8,5969782550,49.8,87069,7320997,1.19,IT,»ï¼ºÀüÀÚ
2022-07-28,62300,62600,61600,61900,10745302,667085256100,0.16,43611,10.71,1.42,5777,2.33,1444,-34598931900.0,-553831000.0,-13037044700.0,48189807600.0,0.0,360246946600.0,2674272400.0,167625246900.0,136538790200.0,667085256100.0,5969782550,2973391951,49.8,5969782550,49.8,155172,10745302,1.44,IT,»ï¼ºÀüÀÚ
2022-07-29,62400,62600,61300,61400,15093120,932917972000,-0.81,43611,10.63,1.41,5777,2.35,1444,-9097328500.0,-563665400.0,76019378400.0,-66358384500.0,0.0,472054591700.0,3036621900.0,141715925600.0,316110832800.0,932917972000.0,5969782550,2975485738,49.84,5969782550,49.84,690338,15093120,4.57,IT,»ï¼ºÀüÀÚ
2022-08-01,61000,61700,60300,61300,13154816,803034710500,-0.16,43611,10.61,1.41,5777,2.36,1444,-64359363200.0,-2311623200.0,31976910900.0,34694075500.0,0.0,528567337500.0,3464434600.0,123390218400.0,147612720000.0,803034710500.0,5969782550,2973939771,49.8,5969782550,49.8,186169,13154816,1.42,IT,»ï¼ºÀüÀÚ
2022-08-02,61200,61900,61000,61700,13614895,837567187000,0.65,43611,10.68,1.41,5777,2.34,1444,-154780842000.0,-970688600.0,-61231839900.0,216983370500.0,0.0,530909254100.0,2204975100.0,138711595700.0,165741362100.0,837567187000.0,5969782550,2974186694,49.8,5969782550,49.8,126287,13614895,0.93,IT,»ï¼ºÀüÀÚ
2022-08-03,61600,61600,61000,61300,10053861,615480978400,-0.65,43611,10.61,1.41,5777,2.36,1444,-81811744500.0,793150800.0,91967486300.0,-10948892600.0,0.0,442714636000.0,808339900.0,58912113100.0,113045889400.0,615480978400.0,5969782550,2977990096,49.88,5969782550,49.88,236293,10053861,2.35,IT,»ï¼ºÀüÀÚ
2022-08-04,61700,61800,61200,61500,9125439,561835808800,0.33,43611,10.65,1.41,5777,2.35,1444,-46751798900.0,293646000.0,-9313658400.0,55771811300.0,0.0,340450566200.0,1253508500.0,110946282200.0,109185451900.0,561835808800.0,5969782550,2977784376,49.88,5969782550,49.88,151423,9125439,1.66,IT,»ï¼ºÀüÀÚ
2022-08-05,61700,61900,61200,61500,9567620,588582544800,0.0,43611,10.65,1.41,5777,2.35,1444,20895301900.0,-2087808400.0,17257409000.0,-36064902500.0,0.0,299556395000.0,2875096300.0,92451174500.0,193699879000.0,588582544800.0,5969782550,2978612121,49.88,5969782550,49.88,1108241,9567620,11.58,IT,»ï¼ºÀüÀÚ
2022-08-08,61400,61400,60600,60800,11313150,689020306900,-1.14,43611,10.52,1.39,5777,2.38,1444,-113363771300.0,794228600.0,128471688500.0,-15902145800.0,0.0,440524558400.0,672703100.0,92001240800.0,155821804600.0,689020306900.0,5969782550,2977991499,49.88,5969782550,49.88,308928,11313150,2.73,IT,»ï¼ºÀüÀÚ
2022-08-09,60600,60700,59600,60000,18251170,1094260322600,-1.32,43611,10.39,1.38,5777,2.41,1444,10759301400.0,1458027100.0,215049264700.0,-227266593200.0,0.0,478886526400.0,1437511900.0,167830616200.0,446105668100.0,1094260322600.0,5969782550,2977890657,49.88,5969782550,49.88,352705,18251170,1.93,IT,»ï¼ºÀüÀÚ
2022-08-10,58900,59200,58600,59100,18084349,1065592854894,-1.5,43611,10.23,1.36,5777,2.44,1444,-147083281400.0,8785748300.0,253183894000.0,-114886360900.0,0.0,577941168000.0,5566912000.0,147809468100.0,334275306794.0,1065592854894.0,5969782550,2973957070,49.8,5969782550,49.8,282235,18084349,1.56,IT,»ï¼ºÀüÀÚ
2022-08-11,59600,60000,59300,59900,15141941,903738904000,1.35,43611,10.37,1.37,5777,2.41,1444,77151826500.0,2007626100.0,48785275800.0,-127944728400.0,0.0,435996006500.0,1160454700.0,156951927600.0,309630515200.0,903738904000.0,5969782550,2970352957,49.75,5969782550,49.75,135294,15141941,0.89,IT,»ï¼ºÀüÀÚ
2022-08-12,59500,60700,59400,60200,10786658,648793200100,0.5,43611,10.42,1.38,5777,2.4,1444,-2897766700.0,21217039700.0,-18282362700.0,-36910300.0,0.0,312362432000.0,1533075300.0,183493020400.0,151404672400.0,648793200100.0,5969782550,2968412504,49.72,5969782550,49.72,142002,10786658,1.32,IT,»ï¼ºÀüÀÚ
2022-08-16,60500,61600,60300,61000,15036727,917516142200,1.33,43611,10.56,1.4,5777,2.37,1444,1998182900.0,10773801100.0,-85793719600.0,73021735600.0,0.0,395770509300.0,2575147800.0,233646726300.0,285523758800.0,917516142200.0,5969782550,2968632480,49.72,5969782550,49.72,143340,15036727,0.95,IT,»ï¼ºÀüÀÚ
2022-08-17,61100,61200,60300,60400,9061518,550059085700,-0.98,43611,10.46,1.38,5777,2.39,1444,-10587971300.0,-11434149000.0,47701220800.0,-25679100500.0,0.0,348618217400.0,12439572500.0,87519331700.0,101481964100.0,550059085700.0,5969782550,2969458335,49.75,5969782550,49.75,55779,9061518,0.62,IT,»ï¼ºÀüÀÚ
2022-08-18,60300,61900,60000,61500,16372754,997986949000,1.82,43611,10.65,1.41,5777,2.35,1444,-82091760700.0,-7159021100.0,-180930930500.0,270181712300.0,0.0,587325973100.0,8477014000.0,285385978500.0,116797983400.0,997986949000.0,5969782550,2968930408,49.72,5969782550,49.72,100169,16372754,0.61,IT,»ï¼ºÀüÀÚ
2022-08-19,61400,61600,60600,60900,6923679,421908759900,-0.98,43611,10.54,1.4,5777,2.37,1444,-20752536900.0,1214172700.0,38513419800.0,-18975055600.0,0.0,221898954000.0,1174723800.0,79665426300.0,119169655800.0,421908759900.0,5969782550,2973522571,49.8,5969782550,49.8,61991,6923679,0.9,IT,»ï¼ºÀüÀÚ
2022-08-22,60300,60400,59800,60000,8259865,495732266100,-1.48,43611,10.39,1.38,5777,2.41,1444,-75075385500.0,690506000.0,85434462200.0,-11049582700.0,0.0,254705781900.0,1675048100.0,99286672900.0,140064763200.0,495732266100.0,5969782550,2973627030,49.8,5969782550,49.8,114515,8259865,1.39,IT,»ï¼ºÀüÀÚ
2022-08-23,59000,59600,59000,59100,9041629,535657353300,-1.5,43611,10.23,1.36,5777,2.44,1444,-82749462600.0,-2539150700.0,141690068100.0,-56401454800.0,0.0,269715943700.0,4215815400.0,98339072000.0,163386522200.0,535657353300.0,5969782550,2973455175,49.8,5969782550,49.8,61760,9041629,0.68,IT,»ï¼ºÀüÀÚ
2022-08-24,59200,59500,59000,59000,8888486,525406965200,-0.17,43611,10.21,1.35,5777,2.45,1444,-109008937500.0,2730779200.0,98070690600.0,8207467700.0,0.0,224901753400.0,1328669000.0,75952730100.0,223223812700.0,525406965200.0,5969782550,2972803760,49.8,5969782550,49.8,96572,8888486,1.09,IT,»ï¼ºÀüÀÚ
2022-08-25,59200,59700,59000,59700,5767902,342780937200,1.19,43611,10.33,1.37,5777,2.42,1444,-16467503000.0,3912659100.0,-22976308200.0,35531152100.0,0.0,152926860200.0,982012900.0,110414209200.0,78457854900.0,342780937200.0,5969782550,2973086966,49.8,5969782550,49.8,61985,5767902,1.07,IT,»ï¼ºÀüÀÚ
2022-08-26,60300,60900,59900,60000,9499995,573040309950,0.5,43611,10.39,1.38,5777,2.41,1444,13050978600.0,4184950700.0,-59165754600.0,41929825300.0,0.0,315469439400.0,1284766700.0,146841144100.0,109444959750.0,573040309950.0,5969782550,2973294725,49.8,5969782550,49.8,187212,9499995,1.97,IT,»ï¼ºÀüÀÚ
2022-08-29,58700,58900,58600,58600,9841329,577684200900,-2.33,43611,10.14,1.34,5777,2.46,1444,-177758594400.0,2061009100.0,207250719300.0,-31553134000.0,0.0,336625092800.0,1594661500.0,116503489700.0,122960956900.0,577684200900.0,5969782550,2973418300,49.8,5969782550,49.8,575821,9841329,5.85,IT,»ï¼ºÀüÀÚ
2022-08-30,58700,59000,58300,58800,9690044,567627668500,0.34,43611,10.18,1.35,5777,2.46,1444,-25953558200.0,2642932900.0,133705724100.0,-110395098800.0,0.0,230541322500.0,238154300.0,101639836200.0,235208355500.0,567627668500.0,5969782550,2972909661,49.8,5969782550,49.8,231215,9690044,2.39,IT,»ï¼ºÀüÀÚ
