data,algorithm,rmse,r2
고가 시가 PER foreign_보유수량 종가,lstm,941.4796774726278,0.9814421630932172
저가 고가 시가 WMA 종가,lstmgru,941.6320332680032,0.9814361563299426
저가 고가 PER MA20 종가,lstmgru,941.895024574753,0.9814257853758862
저가 PER foreign_보유수량 MA20 종가,gru,942.6058518639248,0.9813977397013409
시가 MA5 WMA PER 종가,lstmgru,942.61710578815,0.9813972955078806
저가 고가 WMA PER 종가,lstmgru,942.6717861576051,0.9813951371930106
시가 MA5 PER MA20 종가,lstmgru,943.1455174786013,0.981376433077774
저가 시가 foreign_보유수량 MA20 종가,lstmgru,943.195443160939,0.9813744613377224
저가 시가 WMA MA20 종가,gru,943.2441935962675,0.9813725359115759
저가 MA5 PER MA20 종가,lstm,943.2665131337993,0.9813716543555471
저가 시가 WMA foreign_보유수량 종가,lstm,943.369491991069,0.9813675867236851
저가 MA5 WMA PER 종가,gru,944.3861504142137,0.9813274052099086
고가 시가 WMA MA20 종가,lstmgru,944.6474007168974,0.9813170727928521
저가 MA5 WMA PER 종가,lstm,945.4422031646073,0.9812856208814841
저가 WMA PER foreign_보유수량 종가,gru,945.5661191967171,0.9812807148944895
저가 고가 시가 foreign_보유수량 종가,lstm,945.6973421205021,0.981275518917775
저가 고가 시가 PER 종가,lstm,946.6698654281638,0.9812369878640491
저가 MA5 WMA MA20 종가,lstm,946.6770440087878,0.9812367033038006
저가 MA5 PER foreign_보유수량 종가,lstm,946.8053327494492,0.9812316175508098
저가 WMA PER foreign_보유수량 종가,lstm,946.9242038154315,0.9812269045277563
저가 시가 MA5 WMA 종가,gru,947.027438433836,0.9812228109815512
저가 시가 MA5 MA20 종가,lstm,947.2042300880433,0.9812157996531982
저가 고가 MA5 foreign_보유수량 종가,lstm,947.6255073257336,0.981199087067782
저가 WMA PER foreign_보유수량 종가,lstmgru,947.6838115313054,0.9811967734829197
저가 MA5 WMA foreign_보유수량 종가,lstmgru,948.5116989480688,0.9811639064992083
저가 MA5 WMA foreign_보유수량 종가,lstm,949.1540202769427,0.9811383866849249
저가 고가 시가 MA5 종가,lstmgru,949.4689467857767,0.9811258681529558
저가 MA5 WMA MA20 종가,gru,950.6450032882425,0.9810790824361402
저가 MA5 foreign_보유수량 MA20 종가,gru,951.3712897950122,0.9810501604800448
저가 시가 MA5 PER 종가,gru,952.6027668053906,0.9810010705075227
저가 WMA PER MA20 종가,lstm,952.8360791325913,0.980991762898019
저가 시가 MA5 WMA 종가,lstm,952.9472302336503,0.980987327907026
저가 MA5 PER foreign_보유수량 종가,lstmgru,953.8083229500671,0.9809529522989257
시가 PER foreign_보유수량 MA20 종가,lstm,954.2235379708769,0.9809363654407054
저가 MA5 foreign_보유수량 MA20 종가,lstm,954.7832711177319,0.9809139939997819
저가 시가 MA5 PER 종가,lstm,955.2086340639033,0.9808969843004928
저가 시가 WMA MA20 종가,lstmgru,956.9956273998104,0.9808254420383101
저가 시가 WMA PER 종가,lstmgru,959.0363661169142,0.9807435775381523
저가 시가 PER MA20 종가,lstm,959.314514477783,0.9807324060763569
저가 MA5 WMA MA20 종가,lstmgru,959.538404625368,0.9807234114707835
저가 고가 MA5 PER 종가,lstmgru,959.8622464647123,0.9807103976731475
WMA PER foreign_보유수량 MA20 종가,lstm,959.912143103423,0.9807083921534216
저가 시가 MA5 foreign_보유수량 종가,lstmgru,959.9573260824085,0.9807065760021572
저가 고가 시가 MA20 종가,lstmgru,960.8449841876663,0.9806708788273243
저가 시가 MA5 WMA 종가,lstmgru,961.1524569453394,0.9806585061153801
저가 WMA PER MA20 종가,lstmgru,962.7128760496455,0.9805956537854459
저가 시가 WMA PER 종가,gru,963.7030490388253,0.9805557175992279
저가 시가 MA5 foreign_보유수량 종가,lstm,963.9887520033868,0.9805441868427319
저가 시가 PER foreign_보유수량 종가,lstmgru,964.9863052339246,0.9805038995443319
저가 MA5 PER MA20 종가,lstmgru,965.9428352715059,0.980465229879916
저가 MA5 WMA PER 종가,lstmgru,966.3662670718244,0.9804480995579922
시가 WMA PER foreign_보유수량 종가,lstm,967.554865989764,0.980399973582712
시가 WMA PER MA20 종가,lstmgru,967.6578889636183,0.9803957994307693
저가 시가 WMA PER 종가,lstm,968.3632898778906,0.9803672069672278
저가 시가 PER MA20 종가,lstmgru,975.0378826857841,0.9800956301523716
저가 시가 MA5 PER 종가,lstmgru,977.5254443669309,0.9799939387022844
