³¯Â¥,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,°Å·¡·®,°Å·¡´ë±Ý,µî¶ô·ü,BPS,PER,PBR,EPS,DIV,DPS,buy_±â°üÇÕ°è,buy_±âÅ¸¹ýÀÎ,buy_°³ÀÎ,buy_¿Ü±¹ÀÎÇÕ°è,sell_±â°üÇÕ°è,sell_±âÅ¸¹ýÀÎ,sell_°³ÀÎ,sell_¿Ü±¹ÀÎÇÕ°è,sell_ÀüÃ¼,foreign_»óÀåÁÖ½Ä¼ö,foreign_º¸À¯¼ö·®,foreign_ÁöºÐÀ²,foreign_ÇÑµµ¼ö·®,foreign_ÇÑµµ¼ÒÁø·ü,short_°Å·¡·®,short_¸Å¼ö,short_ºñÁß,¾÷Á¾,Á¾¸ñ,MA5,MA10,MA20,SMA,WMA,MOM,STCK,STCD,SIG,LWR,ADO,RSI,CCI
2018-05-21,49650,50200,49100,50000,9020998,449000000000.0,1.01,28126,8.34,1.78,5997,1.7,850,17999389104.0,6258318600.0,-35194714500.0,10937006796.0,77986038146.0,546636550.0,156000000000.0,215000000000.0,449000000000.0,6419324700,3382559228,52.7,6419324700,52.7,363406,9020998,4.03,IT,»ï¼ºÀüÀÚ,49590.0,50445.0,50999.5,50445.0,49995.454545454544,-1900.0,11.111111111111123,9.722222222222245,53108.9157632,-81.25,-15900946.088533074,49.72712741681982,-88.21813687268629
2018-05-23,50600,52000,50400,51800,17095490,879000000000.0,3.6,28126,8.64,1.84,5997,1.64,850,27600015000.0,16567238400.0,-87101161600.0,42933908200.0,226000000000.0,2932578400.0,404000000000.0,246000000000.0,879000000000.0,6419324700,3382369713,52.7,6419324700,52.7,1030387,17095490,6.03,IT,»ï¼ºÀüÀÚ,50110.0,50365.0,51090.5,50365.0,50241.81818181818,-800.0,27.77777777777779,16.319444444444468,52948.559132672,-43.75,-8794419.659277208,57.60800435302408,21.435335130669035
2018-05-24,52000,52000,51100,51400,8289275,426000000000.0,-0.77,28126,8.57,1.83,5997,1.65,850,-83308810076.0,47096941300.0,31469071500.0,4742797276.0,173000000000.0,673356900.0,132000000000.0,121000000000.0,426000000000.0,6419324700,3383011852,52.7,6419324700,52.7,832012,8289275,10.04,IT,»ï¼ºÀüÀÚ,50420.0,50415.0,51092.5,50415.0,50430.0,500.0,40.97222222222224,26.62037037037039,52794.61676736512,-52.083333333333336,-5966877.13585946,55.5249472816628,26.771522786041647
2018-05-25,51000,52800,50800,52700,15207266,795000000000.0,2.53,28126,8.79,1.87,5997,1.61,850,38831343300.0,-1823888600.0,-254000000000.0,217000000000.0,164000000000.0,8019247700.0,446000000000.0,177000000000.0,795000000000.0,6419324700,3382263326,52.7,6419324700,52.7,514280,15207266,3.38,IT,»ï¼ºÀüÀÚ,51080.0,50525.0,51088.5,50525.0,50845.454545454544,1100.0,59.72222222222224,42.8240740740741,49100.0,-25.0,87096.17243502289,60.52126053948653,71.67954179000328
2018-05-28,52500,53000,52000,52300,9787820,513000000000.0,-0.76,28126,8.72,1.86,5997,1.63,850,16254064800.0,1141755700.0,-20436790700.0,3040970200.0,125000000000.0,2286026200.0,195000000000.0,191000000000.0,513000000000.0,6419324700,3386553527,52.75,6419324700,52.75,889466,9787820,9.09,IT,»ï¼ºÀüÀÚ,51640.0,50625.0,51122.5,50625.0,51168.181818181816,1000.0,66.98848238482385,55.89430894308945,49174.0,-21.951219512195124,1310081.2374250367,58.34921209797528,90.71877996865732
2018-05-29,52200,52500,51300,51300,8480437,438000000000.0,-1.91,28126,8.55,1.82,5997,1.66,850,-65931822800.0,4827539500.0,77860273300.0,-16755990000.0,160000000000.0,740005700.0,146000000000.0,130000000000.0,438000000000.0,6419324700,3386831634,52.75,6419324700,52.75,462271,8480437,5.45,IT,»ï¼ºÀüÀÚ,51900.0,50745.0,51092.5,50745.0,51290.90909090909,1200.0,69.81967896602045,65.51012785768886,49327.04,-43.58974358974359,-1007025.8484813347,53.20802539140623,39.05429071803853
2018-05-30,51300,51500,49100,49500,20498098,1030000000000.0,-3.51,28126,8.25,1.76,5997,1.72,850,-185000000000.0,2549522400.0,414000000000.0,-231000000000.0,343000000000.0,4139264050.0,174000000000.0,505000000000.0,1030000000000.0,6419324700,3386404063,52.75,6419324700,52.75,2583067,20498098,12.6,IT,»ï¼ºÀüÀÚ,51440.0,50775.0,51044.5,50775.0,51064.545454545456,300.0,48.23848238482386,61.682214578556064,53000.0,-89.74358974358974,-6211466.882247761,45.44590575976504,-71.55585254482705
2018-05-31,50400,50800,49850,50700,63491109,3160000000000.0,2.42,28126,8.45,1.8,5997,1.68,850,-1150000000000.0,4202844750.0,20301236300.0,1120000000000.0,1500000000000.0,3386030150.0,205000000000.0,1450000000000.0,3160000000000.0,6419324700,3381473413,52.7,6419324700,52.7,1023715,63491109,1.61,IT,»ï¼ºÀüÀÚ,51300.0,50860.0,51059.5,50860.0,51050.90909090909,850.0,35.89743589743591,51.31853241609341,52922.0,-58.97435897435897,8172845.96404735,50.617987708100486,-46.2227094181058
2018-06-01,50500,51700,49950,51300,13038499,665000000000.0,1.18,28126,8.55,1.82,5997,1.66,850,-27400617852.0,90982600.0,-91215164550.0,119000000000.0,206000000000.0,989783100.0,218000000000.0,240000000000.0,665000000000.0,6419324700,3404215078,53.03,6419324700,53.03,945971,13038499,7.26,IT,»ï¼ºÀüÀÚ,51020.0,51050.0,51017.5,51050.0,51130.90909090909,1900.0,35.89743589743591,40.01111805989857,52845.56,-43.58974358974359,15566455.958981954,53.016479786399984,-7.781651259460021
2018-06-04,50800,51200,50700,51100,9767171,498000000000.0,-0.39,28126,8.52,1.82,5997,1.66,850,-22418015400.0,-823909700.0,-31433343600.0,54675268700.0,147000000000.0,1194970900.0,107000000000.0,243000000000.0,498000000000.0,6419324700,3405723291,53.06,6419324700,53.06,294991,9767171,3.02,IT,»ï¼ºÀüÀÚ,50780.0,51210.0,50922.5,51210.0,51140.0,1600.0,49.57264957264959,40.45584045584048,52770.6488,-48.71794871794872,19040623.96972957,52.107954623693566,0.4471272076902163
2018-06-05,51100,51400,50400,51300,9144100,466000000000.0,0.39,28126,8.55,1.82,5997,1.66,850,-49068961000.0,-830747800.0,-6645842100.0,56545550900.0,186000000000.0,1008892700.0,98366652600.0,180000000000.0,466000000000.0,6419324700,3406765955,53.06,6419324700,53.06,718607,9144100,7.86,IT,»ï¼ºÀüÀÚ,50780.0,51340.0,50892.5,51340.0,51156.36363636364,1300.0,54.70085470085471,46.723646723646745,52697.235824,-43.58974358974359,21058497.795059998,52.97578002136815,9.411926353393596
2018-06-07,51800,51800,50500,50600,13590016,693000000000.0,-1.36,28126,8.44,1.8,5997,1.68,850,-46793413600.0,1982459600.0,86147666700.0,-41336712700.0,219000000000.0,2562059100.0,97863515400.0,373000000000.0,693000000000.0,6419324700,3407892397,53.1,6419324700,53.1,771981,13590016,5.68,IT,»ï¼ºÀüÀÚ,51000.0,51220.0,50792.5,51220.0,51021.81818181818,-1200.0,48.71794871794873,50.99715099715102,52625.29110752,-61.53846153846154,16310732.280696703,49.58885356537795,11.414503133392374
2018-06-08,50200,50400,49600,49650,16951706,845000000000.0,-1.88,28126,8.28,1.77,5997,1.71,850,-281000000000.0,3572208900.0,367000000000.0,-89117092300.0,385000000000.0,1857115000.0,123000000000.0,336000000000.0,845000000000.0,6419324700,3406783024,53.06,6419324700,53.06,1043515,16951706,6.16,IT,»ï¼ºÀüÀÚ,50790.0,51045.0,50730.0,51045.0,50736.36363636364,-1750.0,36.32478632478634,46.5811965811966,52554.7852853696,-85.8974358974359,8166161.669757474,45.351182255040975,-76.00812300551229
2018-06-11,49750,50300,49350,49900,10571312,527000000000.0,0.5,28126,8.32,1.77,5997,1.7,850,35266747350.0,601865700.0,43529147050.0,-79397760100.0,154000000000.0,4124028300.0,93521420500.0,275000000000.0,527000000000.0,6419324700,3404740720,53.03,6419324700,53.03,334246,10571312,3.16,IT,»ï¼ºÀüÀÚ,50510.0,50765.0,50645.0,50765.0,50528.181818181816,-2800.0,24.35897435897437,36.46723646723649,52485.689579662205,-79.48717948717949,4623008.162768502,46.64339051180895,-70.91746369110916
2018-06-12,49700,49800,49250,49400,12110569,599000000000.0,-1.0,28126,8.24,1.76,5997,1.72,850,-30019263150.0,639691600.0,109000000000.0,-79267235600.0,205000000000.0,1702585150.0,126000000000.0,267000000000.0,599000000000.0,6419324700,3402677344,53.0,6419324700,53.0,755576,12110569,6.24,IT,»ï¼ºÀüÀÚ,50170.0,50475.0,50550.0,50475.0,50280.0,-2900.0,14.102564102564116,24.928774928774956,52417.97578806896,-92.3076923076923,1001734.229822982,44.38300198867292,-92.58477557337866
2018-06-14,49000,49000,48200,48200,20971729,1020000000000.0,-2.43,28126,8.04,1.71,5997,1.76,850,47916807500.0,8131264850.0,270000000000.0,-326000000000.0,269000000000.0,3976382700.0,118000000000.0,624000000000.0,1020000000000.0,6419324700,3401284162,53.0,6419324700,53.0,347686,20971729,1.66,IT,»ï¼ºÀüÀÚ,49550.0,50165.0,50455.0,50165.0,49866.36363636364,-3100.0,9.401709401709413,15.954415954415976,52351.616272307576,-100.0,-7243585.627275005,39.4426793154514,-153.74849235066395
2018-06-15,48500,48700,47650,47650,17080892,820000000000.0,-1.14,28126,7.95,1.69,5997,1.78,850,67970404300.0,60883100.0,173000000000.0,-241000000000.0,142000000000.0,1871800800.0,134000000000.0,542000000000.0,820000000000.0,6419324700,3395277427,52.88,6419324700,52.88,48831,17080892,0.29,IT,»ï¼ºÀüÀÚ,48960.0,49980.0,50377.5,49980.0,49409.09090909091,-1850.0,2.564102564102575,8.689458689458712,52185.55162141528,-100.0,-15392992.511790097,37.38848000940822,-168.88888888888923
2018-06-18,47600,47650,46200,46600,16661870,777000000000.0,-2.2,28126,7.77,1.66,5997,1.82,850,129000000000.0,-7323444300.0,69120670550.0,-191000000000.0,172000000000.0,10356276200.0,274000000000.0,320000000000.0,777000000000.0,6419324700,3389440966,52.8,6419324700,52.8,209321,16661870,1.26,IT,»ï¼ºÀüÀÚ,48350.0,49570.0,50215.0,49570.0,48794.545454545456,-4100.0,1.9607843137255008,4.642198759845841,51913.41852413036,-94.11764705882354,-19704014.143725224,33.772314591660184,-209.5310519645128
2018-06-19,47200,47350,46500,47000,15217971,715000000000.0,0.86,28126,7.84,1.67,5997,1.81,850,49756465600.0,2045181600.0,-19002901350.0,-32798745850.0,194000000000.0,1475472450.0,198000000000.0,321000000000.0,715000000000.0,6419324700,3386155189,52.75,6419324700,52.75,244498,15217971,1.61,IT,»ï¼ºÀüÀÚ,47770.0,49140.0,50095.0,49140.0,48327.27272727273,-4300.0,6.193588546529735,3.572825141452615,51456.34504219993,-87.3015873015873,-18821854.88650441,36.299900722735536,-170.88948787062034
2018-06-20,47450,47600,46850,47000,12959316,612000000000.0,0.0,28126,7.84,1.67,5997,1.81,850,10717944150.0,3531157450.0,49639325050.0,-63888426650.0,162000000000.0,492722350.0,126000000000.0,323000000000.0,612000000000.0,6419324700,3385161324,52.72,6419324700,52.72,602602,12959316,4.65,IT,»ï¼ºÀüÀÚ,47290.0,48730.0,49970.0,48730.0,47938.181818181816,-4100.0,10.955493308434496,6.369955389563256,51035.83743882393,-85.71428571428571,-19223945.073413685,36.299900722735536,-139.4362175172363
2018-06-21,47900,47900,47050,47050,10015541,474000000000.0,0.11,28126,7.85,1.67,5997,1.81,850,-59497104200.0,4124359100.0,62435300400.0,-7062555300.0,184000000000.0,1158102150.0,117000000000.0,171000000000.0,474000000000.0,6419324700,3382945254,52.7,6419324700,52.7,915204,10015541,9.14,IT,»ï¼ºÀüÀÚ,47060.0,48305.0,49822.5,48305.0,47632.72727272727,-4250.0,14.054232804232816,10.401104886399027,50648.97044371802,-84.82142857142857,-20827568.18865715,36.65040201982488,-113.31402688052292
2018-06-22,47000,47250,46200,47250,10298006,482000000000.0,0.43,28126,7.88,1.68,5997,1.8,850,-18395576000.0,3356943400.0,42682742100.0,-27644109500.0,170000000000.0,650571150.0,108000000000.0,203000000000.0,482000000000.0,6419324700,3383045834,52.7,6419324700,52.7,589903,10298006,5.73,IT,»ï¼ºÀüÀÚ,46980.0,47970.0,49595.0,47970.0,47440.90909090909,-3350.0,16.071428571428584,13.693718228031978,50293.05280822058,-81.25,-16313542.264106097,38.11717970218019,-113.84636601848044
2018-06-25,47050,47050,46150,46650,10587711,493000000000.0,-1.27,28126,7.78,1.66,5997,1.82,850,-2082697250.0,1105147550.0,51366842950.0,-50389293250.0,158000000000.0,278797600.0,101000000000.0,234000000000.0,493000000000.0,6419324700,3382142120,52.7,6419324700,52.7,279629,10587711,2.64,IT,»ï¼ºÀüÀÚ,46990.0,47670.0,49357.5,47670.0,47200.90909090909,-3000.0,14.259376316898454,14.79501256418663,49965.608583562935,-91.15044247787613,-12609532.983083144,35.46429884331691,-109.27303576089837
2018-06-26,45900,47300,45900,47000,11223166,523000000000.0,0.75,28126,7.84,1.67,5997,1.81,850,95319408900.0,-73663950.0,-30598723700.0,-64647021250.0,150000000000.0,1834699200.0,146000000000.0,225000000000.0,523000000000.0,6419324700,3380312410,52.66,6419324700,52.66,226935,11223166,2.02,IT,»ï¼ºÀüÀÚ,46990.0,47380.0,49072.5,47380.0,47079.09090909091,-2900.0,15.414541772911369,15.248448887079482,49584.04772520664,-81.35593220338983,-7907359.64238438,38.16772009938496,-92.78632148998064
2018-06-27,47450,48500,47000,47950,15274752,728000000000.0,2.02,28126,8.0,1.7,5997,1.77,850,-23492794350.0,-279536000.0,-72850587000.0,96622917350.0,226000000000.0,4138009800.0,245000000000.0,253000000000.0,728000000000.0,6419324700,3379910348,52.66,6419324700,52.66,347050,15274752,2.27,IT,»ï¼ºÀüÀÚ,47180.0,47235.0,48855.0,47235.0,47182.72727272727,-1450.0,20.74646267686617,16.80679358889201,49141.96199818185,-65.2542372881356,-3968852.8355181217,44.91304263949223,-44.64894342194974
2018-06-28,46850,47150,46600,46800,12784800,598000000000.0,-2.4,28126,7.8,1.66,5997,1.82,850,35816884200.0,931692000.0,110000000000.0,-146000000000.0,143000000000.0,804053850.0,69400861050.0,385000000000.0,598000000000.0,6419324700,3382188811,52.7,6419324700,52.7,501239,12784800,3.92,IT,»ï¼ºÀüÀÚ,47130.0,47095.0,48630.0,47095.0,47103.63636363636,-1400.0,24.463276836158204,20.208093761978592,48752.92655840002,-80.0,-3106265.4955959767,39.32099482366934,-77.15049480411427
2018-06-29,46250,47150,46200,46650,14099635,658000000000.0,-0.32,28126,7.78,1.66,5997,1.82,850,-63916431350.0,5547314300.0,40512944100.0,17856172950.0,248000000000.0,1757162500.0,99366640150.0,309000000000.0,658000000000.0,6419324700,3378102918,52.62,6419324700,52.62,508500,14099635,3.61,IT,»ï¼ºÀüÀÚ,47010.0,46995.0,48487.5,46995.0,47022.72727272727,-1000.0,23.930405752439665,23.046715088488025,48500.0,-82.95454545454545,-2707119.373683691,38.645112517801685,-77.89122881656392
2018-07-02,46500,47150,45500,45550,13112253,607000000000.0,-2.36,28126,7.6,1.62,5997,1.87,850,-17633775250.0,4451962100.0,69781656800.0,-56599843650.0,201000000000.0,2759456200.0,115000000000.0,287000000000.0,607000000000.0,6419324700,3377537395,52.62,6419324700,52.62,431146,13112253,3.29,IT,»ï¼ºÀüÀÚ,46790.0,46890.0,48230.0,46890.0,46760.0,-1050.0,12.736081747709669,20.37658811210252,48188.0,-98.83720930232558,-6216957.698930159,34.02614003873618,-95.49510650546912
2018-07-03,45750,46450,45750,46150,10959655,506000000000.0,1.32,28126,7.7,1.64,5997,1.84,850,-2088012750.0,-4168894200.0,-32649359000.0,38906265950.0,176000000000.0,4788333200.0,114000000000.0,211000000000.0,506000000000.0,6419324700,3375551677,52.6,6419324700,52.6,312737,10959655,2.85,IT,»ï¼ºÀüÀÚ,46620.0,46805.0,47972.5,46805.0,46625.454545454544,-850.0,12.259891271519187,16.308792923889516,47811.68,-81.42857142857143,-6589456.5411736965,38.3542397731054,-88.5759359729115
2018-07-04,46700,47050,46050,46250,8776763,408000000000.0,0.22,28126,7.71,1.64,5997,1.84,850,-4668919850.0,-554898700.0,-7630296750.0,12854115300.0,156000000000.0,2062251200.0,86322960650.0,164000000000.0,408000000000.0,6419324700,3376382355,52.6,6419324700,52.6,531336,8776763,6.05,IT,»ï¼ºÀüÀÚ,46280.0,46730.0,47730.0,46730.0,46524.545454545456,-750.0,14.390573089701007,13.128848702976631,47488.0448,-76.5625,-7818364.772893906,39.07166739201659,-69.40184049079724
2018-07-05,46100,46550,45600,45950,7039773,323000000000.0,-0.65,28126,7.66,1.63,5997,1.85,850,24942231400.0,318218000.0,33770948700.0,-59031398100.0,126000000000.0,1053459100.0,62885910900.0,133000000000.0,323000000000.0,6419324700,3376897215,52.62,6419324700,52.62,488752,7039773,6.94,IT,»ï¼ºÀüÀÚ,46110.0,46620.0,47462.5,46620.0,46382.72727272727,-1100.0,19.0029761904762,15.21781351723214,47209.718528000005,-85.0,-8199794.201731667,37.65583105581656,-87.86721433547076
2018-07-06,45500,45850,44650,44900,17843706,804000000000.0,-2.29,28126,7.49,1.6,5997,1.89,850,-11529911350.0,6811843450.0,222000000000.0,-217000000000.0,279000000000.0,1397525800.0,143000000000.0,380000000000.0,804000000000.0,6419324700,3375435269,52.6,6419324700,52.6,484285,17843706,2.71,IT,»ï¼ºÀüÀÚ,45760.0,46385.0,47177.5,46385.0,46070.0,-2350.0,14.977002164502174,16.12351714822647,47050.0,-93.50649350649353,-10922297.654280618,33.13066986953623,-142.55870310019188
2018-07-09,45500,46100,45200,45600,11602464,529000000000.0,1.56,28126,7.6,1.62,5997,1.86,850,59282658000.0,-5205086700.0,-35104586250.0,-18972985050.0,153000000000.0,5873416800.0,156000000000.0,214000000000.0,529000000000.0,6419324700,3369890183,52.5,6419324700,52.5,151709,11602464,1.31,IT,»ï¼ºÀüÀÚ,45770.0,46280.0,46975.0,46280.0,45927.27272727273,-1050.0,15.389610389610398,16.456529581529598,46666.0,-75.32467532467533,-11453301.037509978,38.44173482532815,-108.47975553857869
2018-07-10,46200,46550,46100,46300,10528665,488000000000.0,1.54,28126,7.72,1.65,5997,1.84,850,-26232671950.0,-2190094200.0,-16570170450.0,44992936600.0,159000000000.0,3782610900.0,122000000000.0,204000000000.0,488000000000.0,6419324700,3368989015,52.47,6419324700,52.47,231637,10528665,2.2,IT,»ï¼ºÀüÀÚ,45800.0,46210.0,46795.0,46210.0,45930.90909090909,-700.0,24.675324675324685,18.347312409812428,44650.0,-57.142857142857146,-11001546.039360464,43.29218695343915,-52.68109125117594
2018-07-11,46400,46450,45400,46000,11224077,515000000000.0,-0.65,28126,7.67,1.64,5997,1.85,850,-49237277750.0,-2226227600.0,21722761600.0,29740743750.0,224000000000.0,3230257350.0,79296216200.0,209000000000.0,515000000000.0,6419324700,3370249694,52.5,6419324700,52.5,157057,11224077,1.4,IT,»ï¼ºÀüÀÚ,45750.0,46015.0,46625.0,46015.0,45892.72727272727,-1950.0,34.199134199134214,24.75468975468977,44688.0,-64.93506493506493,-9306411.309266536,41.77303985337412,-83.10249307479063
2018-07-12,45900,46250,45450,45500,11828104,541000000000.0,-1.09,28126,7.59,1.62,5997,1.87,850,-20577539300.0,-2024224900.0,35020923100.0,-12419158900.0,268000000000.0,2277084350.0,61372823850.0,209000000000.0,541000000000.0,6419324700,3370029066,52.5,6419324700,52.5,1213744,11828104,10.26,IT,»ï¼ºÀüÀÚ,45660.0,45885.0,46490.0,45885.0,45799.09090909091,-1300.0,33.33333333333335,30.735930735930754,44725.24,-77.92207792207792,-11059961.391567528,39.29793572437313,-98.16676522767509
2018-07-13,45800,46500,45750,46500,11543389,533000000000.0,2.2,28126,7.75,1.65,5997,1.83,850,23011883200.0,-8412019500.0,-29068357250.0,14468493550.0,148000000000.0,8882933500.0,122000000000.0,255000000000.0,533000000000.0,6419324700,3369451426,52.5,6419324700,52.5,314615,11543389,2.73,IT,»ï¼ºÀüÀÚ,45980.0,45870.0,46432.5,45870.0,45910.90909090909,-150.0,35.06493506493508,34.19913419913422,44761.7352,-51.94805194805195,-7098975.253275439,46.16788480338694,-29.66611932129112
2018-07-16,46800,46800,46000,46050,7678719,356000000000.0,-0.97,28126,7.68,1.64,5997,1.85,850,-28656707100.0,1592024150.0,63596059350.0,-36531376400.0,149000000000.0,471572150.0,53105261200.0,153000000000.0,356000000000.0,6419324700,3369563662,52.5,6419324700,52.5,228560,7678719,2.98,IT,»ï¼ºÀüÀÚ,46070.0,45920.0,46405.0,45920.0,45943.63636363636,500.0,35.49783549783552,34.63203463203465,44797.50049599999,-63.63636363636363,-6971035.622539997,43.76740501922541,-22.22222222222061
2018-07-17,46150,46200,45600,45850,8892953,408000000000.0,-0.43,28126,7.65,1.63,5997,1.85,850,21476521200.0,5331094300.0,20255495650.0,-47063111150.0,108000000000.0,309735800.0,56461928600.0,244000000000.0,408000000000.0,6419324700,3368840475,52.47,6419324700,52.47,174791,8892953,1.97,IT,»ï¼ºÀüÀÚ,45980.0,45890.0,46347.5,45890.0,45930.90909090909,-300.0,44.13852813852816,38.23376623376626,44877.60047615999,-52.0,-6756562.163977921,42.70464464556749,-68.96551724137846
