종가,시가,고가,저가,WMA,PER,MA5,MA20,foreign_보유수량,업종
64900,65200,65500,64900,66156.36364,11.23,65780,66570,3031551829,IT
66500,65300,66700,65200,66178.18182,11.51,65780,66520,3029850742,IT
66300,67100,67400,66100,66132.72727,11.48,65820,66505,3028851086,IT
67600,66600,67900,66600,66343.63636,11.7,66200,66550,3029374506,IT
68100,68300,68700,67600,66640,11.79,66680,66590,3029334692,IT
67500,66500,67600,66500,66816.36364,11.68,67200,66595,3030803509,IT
68000,67800,68400,67700,67090.90909,11.77,67500,66610,3030794918,IT
67900,68800,68800,67600,67320,11.75,67820,66655,3029459950,IT
66500,67500,67700,66500,67261.81818,11.51,67600,66665,3028809560,IT
66400,66700,67100,65900,67170.90909,11.49,67260,66680,3026167934,IT
65900,66300,67200,65500,66976.36364,11.41,66940,66725,3023795143,IT
66500,66700,66900,66200,66872.72727,11.51,66640,66810,3022334918,IT
67700,67500,67800,66900,66987.27273,11.72,66600,66825,3020994714,IT
67400,67500,67500,66700,67021.81818,11.67,66780,66830,3021796730,IT
66700,66600,67000,66400,66932.72727,11.55,66840,66790,3021798337,IT
66800,67200,67300,66800,66887.27273,11.56,67020,66735,3020673881,IT
65500,66200,66400,65400,66618.18182,11.34,66820,66685,3020353584,IT
65300,65400,65700,65300,66358.18182,11.3,66340,66645,3017182001,IT
65200,65100,65200,64500,66127.27273,11.29,65900,66620,3014571709,IT
63800,64000,64400,63800,65665.45455,11.04,65320,66525,3008277517,IT
62100,62400,62800,62100,64941.81818,10.75,64380,66385,3000121771,IT
61900,61200,62200,61100,64250.90909,10.71,63660,66155,2997095779,IT
60700,61300,61500,60200,63425.45455,10.51,62740,65875,2996014845,IT
60900,61300,61800,60500,62763.63636,10.54,61880,65540,2991621350,IT
59800,59400,59900,59400,62020,10.35,61080,65125,2990557351,IT
58700,59800,59900,58100,61201.81818,10.16,60400,64685,2982876700,IT
58500,58700,59200,58200,60494.54545,10.13,59720,64210,2977796415,IT
57600,59000,59100,57600,59750.90909,9.97,59100,63695,2973861743,IT
57400,57700,58000,56800,59110.90909,9.94,58400,63240,2972579013,IT
58400,57900,59100,57700,58794.54545,10.11,58120,62840,2968102430,IT
58800,59000,59900,58300,58649.09091,10.18,58140,62485,2965488250,IT
59400,59200,59500,58700,58672.72727,10.28,58320,62130,2966406767,IT
58000,58500,58800,58000,58487.27273,10.04,58400,61645,2967012527,IT
57000,57200,57600,57000,58169.09091,9.87,58320,61125,2966968058,IT
56200,56900,57500,55900,57776.36364,9.73,57880,60600,2964072231,IT
57100,56100,57400,55700,57612.72727,9.88,57540,60115,2960562578,IT
57200,57600,58200,57200,57496.36364,9.9,57100,59700,2960027046,IT
56400,57300,57300,56400,57258.18182,9.76,56780,59255,2958727791,IT
58200,56400,58700,56300,57369.09091,10.07,57020,58905,2958082504,IT
58700,58600,59300,58200,57556.36364,10.16,57520,58650,2960394809,IT
58800,59300,59600,58700,57756.36364,10.18,57860,58485,2961743614,IT
58100,58600,58700,58100,57829.09091,10.06,58040,58295,2963440495,IT
58000,58300,58600,58000,57907.27273,10.04,58360,58160,2963506674,IT
57500,57500,58200,57400,57894.54545,9.95,58220,57990,2961623320,IT
60000,58400,60000,58100,58327.27273,10.39,58480,58000,2964266122,IT
61900,60600,62000,60500,59036.36364,10.71,59100,58160,2969543414,IT
60900,61400,61500,60200,59476.36364,10.54,59660,58280,2973130459,IT
60500,61800,62100,60500,59776.36364,10.47,60160,58425,2971873878,IT
61800,61100,61900,60700,60238.18182,10.7,61020,58645,2968815782,IT
61300,61800,62200,61200,60543.63636,10.61,61280,58790,2971604308,IT
61100,60900,61900,60800,60765.45455,10.58,61120,58905,2972375415,IT
61700,60800,61900,60800,61054.54545,10.68,61280,59020,2972099731,IT
61800,61300,61900,61200,61296.36364,10.7,61540,59210,2972792162,IT
61900,62300,62600,61600,61487.27273,10.71,61560,59455,2973391951,IT
61400,62400,62600,61300,61507.27273,10.63,61580,59715,2975485738,IT
61300,61000,61700,60300,61483.63636,10.61,61620,59925,2973939771,IT
61700,61200,61900,61000,61543.63636,10.68,61620,60150,2974186694,IT
61300,61600,61600,61000,61516.36364,10.61,61520,60395,2977990096,IT
61500,61700,61800,61200,61510.90909,10.65,61440,60560,2977784376,IT
61500,61700,61900,61200,61510.90909,10.65,61460,60700,2978612121,IT
60800,61400,61400,60600,61380,10.52,61360,60800,2977991499,IT
60000,60600,60700,59600,61109.09091,10.39,61020,60895,2977890657,IT
59100,58900,59200,58600,60705.45455,10.23,60580,60950,2973957070,IT
59900,59600,60000,59300,60496.36364,10.37,60260,61070,2970352957,IT
60200,59500,60700,59400,60378.18182,10.42,60000,61080,2968412504,IT
61000,60500,61600,60300,60427.27273,10.56,60040,61035,2968632480,IT
60400,61100,61200,60300,60372.72727,10.46,60120,61010,2969458335,IT
61500,60300,61900,60000,60541.81818,10.65,60600,61060,2968930408,IT
60900,61400,61600,60600,60598.18182,10.54,60800,61015,2973522571,IT
60000,60300,60400,59800,60501.81818,10.39,60760,60950,2973627030,IT
59100,59000,59600,59000,60269.09091,10.23,60380,60850,2973455175,IT
59000,59200,59500,59000,60049.09091,10.21,60100,60715,2972803760,IT
59700,59200,59700,59000,59974.54545,10.33,59740,60610,2973086966,IT
60000,60300,60900,59900,59943.63636,10.39,59560,60515,2973294725,IT
58600,58700,58900,58600,59656.36364,10.14,59280,60375,2973418300,IT
58800,58700,59000,58300,59434.54545,10.18,59220,60250,2972909661,IT
59700,58200,59900,58200,59416.36364,10.33,59360,60150,2971425254,IT
58400,58700,58900,58300,59174.54545,10.11,59100,60005,2974643754,IT
57500,58300,58600,57500,58825.45455,9.95,58600,59805,2974218467,IT
57100,57400,57800,56800,58465.45455,9.88,58300,59585,2970775551,IT
57100,57200,57600,56900,58158.18182,9.88,57960,59400,2968024377,IT
56000,56700,56700,55900,57687.27273,9.69,57220,59200,2967411152,IT
55600,56200,56400,55600,57198.18182,9.62,56660,59025,2962475920,IT
58100,57000,58500,56800,57238.18182,10.06,56780,58935,2956552587,IT
56800,56200,57200,56100,57076.36364,9.83,56720,58765,2957674824,IT
56000,57000,57100,56000,56801.81818,9.69,56500,58515,2957697174,IT
56200,55600,56400,55500,56614.54545,9.73,56540,58305,2955038684,IT
56400,56300,57000,56000,56527.27273,9.76,56700,58050,2954444957,IT
55800,56400,57000,55800,56367.27273,9.66,56240,57795,2954064340,IT
55300,55400,55500,55000,56147.27273,9.57,55940,57560,2950760762,IT
54400,54600,54700,54300,55796.36364,9.42,55620,57325,2946955333,IT
54500,54400,54900,54200,55512.72727,9.43,55280,57100,2944596606,IT
53900,53700,54200,53600,55147.27273,9.33,54780,56810,2945888782,IT
54200,53800,54200,53500,54867.27273,9.38,54460,56520,2943617219,IT
52900,53900,54400,52500,54421.81818,9.16,53980,56235,2943593254,IT
52600,53300,53700,52600,53992.72727,9.11,53620,55925,2940713860,IT
53100,52300,53600,51800,53716.36364,9.19,53340,55595,2939724022,IT
55200,55300,55400,54500,53878.18182,9.56,53600,55435,2941181170,IT
56000,56900,57200,55400,54207.27273,9.69,53960,55360,2945767622,IT
56300,56700,57300,56300,54587.27273,9.75,54640,55320,2949979581,IT
56200,55900,56900,55200,54930.90909,9.73,55360,55275,2951334517,IT
55400,54400,55700,54000,55096.36364,9.59,55820,55245,2952555506,IT
55800,55700,57000,55200,55318.18182,9.66,55940,55255,2952967944,IT
55200,55400,56100,55200,55396.36364,9.56,55780,55110,2955388868,IT
56300,56200,56500,55800,55656.36364,9.75,55780,55085,2955641762,IT
56600,55800,57000,55700,55909.09091,9.8,55860,55115,2955958687,IT
56500,56700,57100,55800,56070.90909,9.78,56080,55130,2957233283,IT
55800,56700,56900,55700,56043.63636,9.66,56080,55100,2959880718,IT
55500,55200,56000,55100,55950.90909,9.61,56140,55085,2958575087,IT
55900,55100,56300,55100,55940,9.68,56060,55115,2960179870,IT
57500,57000,57500,56700,56227.27273,9.95,56240,55270,2959527410,IT
57700,57000,58600,57000,56527.27273,9.99,56480,55430,2963580143,IT
59400,58000,59600,57700,57094.54545,10.28,57200,55705,2964563086,IT
59500,59700,60100,58900,57614.54545,10.3,58000,55970,2970280340,IT
57300,58900,59200,57200,57656.36364,9.92,58280,56190,2970251911,IT
59400,58100,59900,58000,58061.81818,10.28,58660,56530,2969111795,IT
60000,59900,60300,59500,58525.45455,10.39,59120,56875,2973205848,IT
59600,59700,60000,59300,58852.72727,10.32,59160,57095,2973988488,IT
59200,58600,59800,58100,59038.18182,10.25,59100,57255,2975526943,IT
59400,59100,59500,58400,59192.72727,10.28,59520,57410,2976921806,IT
60200,59700,60300,59400,59429.09091,10.42,59680,57610,2975313782,IT
61800,60500,61900,60500,59907.27273,10.7,60040,57930,2976678983,IT
62000,62000,62200,61300,60347.27273,10.73,60520,58240,2979876917,IT
60400,61400,61500,60400,60449.09091,10.46,60760,58500,2980976424,IT
62900,63100,63200,62300,60989.09091,10.89,61460,58830,2977418352,IT
61900,62900,62900,61700,61245.45455,10.71,61800,59095,2980121987,IT
62400,62200,62500,61600,61547.27273,10.8,61920,59390,2980267822,IT
62700,62400,62700,61700,61860,10.85,62060,59735,2980905373,IT
61400,62000,62000,61300,61880,10.63,62260,60030,2981387139,IT
61800,61800,62400,61400,61932.72727,10.7,62040,60325,2978984149,IT
61400,61400,61800,60800,61869.09091,10.63,61940,60520,2979858052,IT
60600,60900,61200,60300,61638.18182,10.49,61580,60665,2979072715,IT
61000,61200,61300,60700,61501.81818,10.56,61240,60745,2978807506,IT
61400,61200,61700,60900,61456.36364,10.63,61240,60840,2979086900,IT
61000,61400,61700,60800,61320,10.56,61080,61025,2979300974,IT
60100,60500,60500,59800,61054.54545,10.4,60820,61060,2978862408,IT
60600,59900,60600,59800,60912.72727,10.49,60820,61090,2980114799,IT
62200,60400,62200,60200,61094.54545,10.77,61060,61220,2980158310,IT
62600,63100,63200,62300,61358.18182,10.84,61300,61390,2985680848,IT
60400,62500,62500,60400,61200,10.46,61180,61440,2988724193,IT
60300,60900,61100,60000,61049.09091,10.44,61220,61445,2986880659,IT
59200,59800,60100,59200,60718.18182,10.25,60940,61315,2984654935,IT
58900,58800,59600,58500,60358.18182,10.2,60280,61160,2981696169,IT
59200,58700,59200,58600,60090.90909,10.25,59600,61100,2980779688,IT
60400,59300,60600,59300,60081.81818,10.46,59600,60975,2980406091,IT
59500,59900,60000,59400,59920,10.3,59440,60855,2980990765,IT
59700,59600,60300,59400,59805.45455,10.33,59540,60720,2980543814,IT
60500,59800,60600,59800,59852.72727,10.47,59860,60610,2981218354,IT
59300,59800,60200,59300,59712.72727,10.26,59880,60505,2982290225,IT
59500,58300,59500,58300,59669.09091,10.3,59700,60390,2982263753,IT
59500,59500,59900,59100,59641.81818,10.3,59700,60295,2984491050,IT
58600,59000,59100,58500,59465.45455,10.14,59480,60195,2983446095,IT
58000,58700,59100,58000,59190.90909,10.04,58980,60045,2981767754,IT
59100,58100,59100,58100,59132.72727,10.23,58940,59930,2979216295,IT
58100,58200,58400,57700,58894.54545,10.06,58660,59785,2978142067,IT
57900,58000,58100,57700,58661.81818,10.02,58340,59675,2972400331,IT
58100,58000,58400,57900,58494.54545,10.06,58240,59550,2971666287,IT
56600,57600,57600,56400,58083.63636,9.8,57960,59270,2970088904,IT
55300,56000,56200,55300,57507.27273,9.57,57200,58905,2966676475,IT
55500,55500,56100,55200,57040,9.61,56680,58660,2965339762,IT
55400,55400,56000,54500,56627.27273,9.59,56180,58415,2964905145,IT
57800,55700,58000,55600,56725.45455,10.01,56120,58345,2970400648,IT
58200,58200,58800,57600,56910.90909,10.07,56440,58310,2974040575,IT
59000,58300,59400,57900,57238.18182,10.21,57180,58300,2977126583,IT
60700,59700,60700,59600,57876.36364,10.51,58220,58315,2979701881,IT
60400,60200,61100,59900,58412.72727,10.46,59220,58360,2983322381,IT
60500,61000,61200,60300,58921.81818,10.47,59760,58400,2983523234,IT
60500,61100,61200,59900,59387.27273,10.47,60220,58400,2984487393,IT
60800,60500,61200,60400,59836.36364,10.52,60580,58475,2985958859,IT
61100,61300,61600,60800,60240,10.58,60660,58555,2987332055,IT
61000,61200,61500,60600,60523.63636,10.56,60780,58630,2988383164,IT
60400,60700,61000,59900,60596.36364,10.46,60760,58720,2989308003,IT
61500,60500,61500,60400,60821.81818,10.65,60960,58895,2990511026,IT
61800,62100,62300,61100,61041.81818,10.7,61160,59030,2993784109,IT
63400,63500,63700,63000,61501.81818,10.97,61620,59295,2995009859,IT
63900,63800,63900,63300,62003.63636,11.06,62200,59595,3001579071,IT
64600,64400,65000,63900,62569.09091,11.18,63040,59920,3005053104,IT
63300,64900,64900,63100,62823.63636,10.96,63400,60255,3010762862,IT
61000,63500,63700,61000,62609.09091,10.56,63240,60540,3012326910,IT
61800,62600,62700,61000,62536.36364,10.7,62920,60855,3005520203,IT
63500,63200,63900,62600,62760,10.99,62840,61260,3005826373,IT
63800,63900,64000,63000,62992.72727,11.04,62680,61560,3011043701,IT
61600,62800,63000,61600,62763.63636,10.66,62340,61730,3014053481,IT
61900,61900,62500,61600,62587.27273,10.71,62520,61875,3011898262,IT
63100,62800,63300,62400,62627.27273,10.92,62780,61995,3012802298,IT
63000,63000,63300,62300,62654.54545,10.91,62680,62125,3015974361,IT
62800,62600,63000,62400,62661.81818,10.87,62480,62240,3017760979,IT
62900,62900,63000,62300,62720,10.89,62740,62360,3020219612,IT
63200,63600,63900,63200,62840,10.94,63000,62480,3022797691,IT
62200,63900,63900,62000,62738.18182,10.77,62820,62535,3023151882,IT
63700,62500,63700,62400,62901.81818,11.03,62960,62670,3023518492,IT
62600,62900,63300,62400,62861.81818,10.84,62920,62780,3025320065,IT
62700,62900,63000,61800,62861.81818,10.85,62880,62840,3026182851,IT
62100,62700,62800,62000,62732.72727,10.75,62660,62855,3025821940,IT
61100,61500,61800,61000,62418.18182,10.58,62440,62740,3025568688,IT
62000,61700,62500,61500,62303.63636,10.73,62100,62645,3026291640,IT
61300,62300,62600,61300,62080,10.61,61840,62480,3026922180,IT
60500,60800,60800,60200,61738.18182,10.47,61400,62340,3026673423,IT
60600,60800,61400,60500,61458.18182,10.49,61100,62320,3026210335,IT
60800,60900,61800,60500,61261.81818,10.52,61040,62270,3025304438,IT
60500,61000,61200,60500,61036.36364,10.47,60740,62120,3028440362,IT
61500,61100,61600,60800,61050.90909,10.65,60780,62005,3026692932,IT
60700,61400,61400,60700,60940,10.51,60820,61960,3028003920,IT
60300,60100,60500,59900,60792.72727,10.44,60760,61880,3027159704,IT
60100,60500,60800,59900,60641.81818,10.4,60620,61730,3028979700,IT
59500,59500,59700,59100,60400,10.3,60420,61555,3025292658,IT
60000,59900,60200,59300,60294.54545,10.39,60120,61415,3024992666,IT
59000,59400,59500,59000,60030.90909,10.21,59780,61220,3026204650,IT
59800,60000,60300,59600,59940,10.35,59680,61050,3024837845,IT
59900,59200,60200,59100,59881.81818,10.37,59640,60935,3025958110,IT
61300,60800,61300,60600,60094.54545,10.61,60000,60815,3027317381,IT
60200,61100,61200,60200,60092.72727,10.42,60040,60695,3029991631,IT
60300,60500,60700,60100,60132.72727,10.44,60300,60575,3028104808,IT
61100,61000,61200,60500,60325.45455,10.58,60560,60525,3028614032,IT
62300,60600,62300,60600,60721.81818,10.78,61040,60585,3030156153,IT
63000,62700,63300,62300,61205.45455,10.91,61380,60635,3033717796,IT
62100,62600,62800,62000,61461.81818,10.75,61760,60675,3040249034,IT
62900,62400,62900,62100,61825.45455,10.89,62280,60795,3040001094,IT
62700,62500,62700,62200,62081.81818,10.85,62600,60900,3040243186,IT
63200,63700,63700,63100,62376.36364,10.94,62780,61020,3036800280,IT
64000,64000,64000,63700,62756.36364,11.08,62980,61195,3036413170,IT
341000,340000,344000,340000,350445.4545,13.44,347500,364475,28214241,소재
330500,332000,336000,330500,345754.5455,13.03,342700,362050,28268039,소재
339500,328500,341500,326500,343463.6364,13.38,338600,360225,28221922,소재
340000,339500,344500,337500,341863.6364,13.4,338800,358825,28279897,소재
345000,343500,347500,341500,341800,13.6,339200,357725,28307830,소재
354500,349000,357500,347000,343600,13.97,341900,356550,28275398,소재
348500,350500,353500,346500,344290.9091,13.74,345500,355325,28206101,소재
342000,348000,348000,340000,343909.0909,13.48,346000,354175,28176389,소재
345500,345500,353500,345000,344490.9091,13.62,347100,353025,28140879,소재
344000,345000,350500,342500,344681.8182,13.56,346900,351425,28093553,소재
338500,344000,345000,335000,343854.5455,13.34,343700,349550,28037863,소재
343500,340000,352500,339500,343981.8182,13.54,342700,348100,27990538,소재
345000,345000,348500,339500,344145.4545,13.6,343300,346725,27888594,소재
352500,344500,356500,344000,345572.7273,13.9,344700,345625,27874660,소재
352000,353000,356500,349500,346681.8182,13.88,346300,345600,27875324,소재
343500,352000,352500,343500,346118.1818,13.54,347300,345100,27862272,소재
330500,340500,341000,328500,343390.9091,13.03,344700,343900,27819908,소재
338500,332500,341000,332500,342445.4545,13.34,343400,342825,27702376,소재
337000,338000,340000,332500,341290.9091,13.28,340300,342725,27749876,소재
363000,338500,364500,338500,345018.1818,14.31,342500,343725,27753858,소재
363500,364500,368000,358000,348490.9091,14.33,346500,344850,27845675,소재
368500,368000,377500,366000,352418.1818,14.53,354100,346750,27791306,소재
375500,370500,378000,367500,357163.6364,14.8,361500,348550,27726432,소재
377000,374000,378000,365000,361627.2727,14.86,369500,350400,27700392,소재
380500,380000,383500,377000,366281.8182,15,373000,352175,27605823,소재
370000,380500,381000,370000,368509.0909,14.59,374300,352950,27519917,소재
373500,377000,380000,372500,370890.9091,14.72,375300,354200,27484387,소재
366500,371500,375000,363500,371218.1818,14.45,373500,355425,27385044,소재
349500,363000,365000,348000,367945.4545,13.78,368000,355625,27334860,소재
353500,350000,356500,350000,365172.7273,13.94,362600,356100,27309724,소재
349500,349500,355500,347500,361845.4545,13.78,358500,356650,27270890,소재
343000,343000,346500,336000,357590.9091,13.52,352400,356625,27216330,소재
351000,347500,353000,338500,355254.5455,13.84,349300,356925,27150833,소재
348500,347000,353500,344000,352909.0909,13.74,349100,356725,27092348,소재
335500,345500,347500,335500,348718.1818,13.23,345500,355900,27029372,소재
334000,335000,338500,332000,345072.7273,13.17,342400,355425,26899263,소재
333500,334500,336500,323000,341990.9091,13.15,340500,355575,26843193,소재
317500,332500,335000,316000,336727.2727,12.52,333800,354525,26800484,소재
317500,320000,322500,312000,332354.5455,12.52,327600,353550,26787095,소재
317500,318500,324500,317000,328563.6364,12.52,324000,351275,26792935,소재
320500,315000,324000,315000,325972.7273,12.63,321300,349125,26763111,소재
322000,320000,325000,315000,324181.8182,12.69,319000,346800,26742707,소재
322500,321000,329500,315000,322863.6364,12.71,320000,344150,26665785,소재
325500,326000,332000,324500,322609.0909,12.83,321600,341575,26653984,소재
326000,322500,328000,320000,322863.6364,12.85,323300,338850,26573588,소재
323500,326000,329500,323500,322836.3636,12.75,323900,336525,26562829,소재
335000,328000,338500,327500,325090.9091,13.21,326500,334600,26469394,소재
328000,338000,340500,327500,326045.4545,12.93,327600,332675,26413092,소재
321500,328500,329000,317000,325627.2727,12.67,326800,331275,26392456,소재
331000,323000,333000,323000,326863.6364,13.05,327800,330150,26359430,소재
336000,335000,339000,332000,328763.6364,13.25,330300,329475,26371465,소재
332500,336000,337500,331000,329745.4545,13.11,329800,328950,26309270,소재
333000,336500,341000,331000,330627.2727,13.13,330800,328050,26266453,소재
330500,335000,338500,327500,330863.6364,13.03,332600,327150,26263964,소재
361500,346000,363500,344500,336645.4545,14.25,338700,328450,26164894,소재
372500,364000,374000,362000,343781.8182,14.68,346000,330375,26271076,소재
374500,376000,379500,367000,350390.9091,14.76,354400,332425,26390844,소재
377000,375500,380500,370500,356736.3636,14.86,363200,335400,26483952,소재
375000,377500,378500,372500,361827.2727,14.78,372100,338275,26551309,소재
374500,376500,382500,368500,365854.5455,14.76,374700,341125,26543822,소재
375000,374500,378000,373000,369181.8182,14.78,375200,343850,26624264,소재
391000,375500,391000,373500,374709.0909,15.41,378500,347300,26665460,소재
381000,391000,393000,376500,377354.5455,15.02,379300,350225,26739813,소재
383000,378000,386000,375000,379490.9091,15.1,380900,353100,26739914,소재
376000,384000,387500,376000,379400,14.82,381200,355600,26760860,소재
385000,375500,385000,371000,380681.8182,15.18,383200,358675,26784779,소재
375000,385000,386500,369000,379918.1818,14.78,380000,360675,26811924,소재
368000,374500,376500,366500,377872.7273,14.51,377400,362675,26831408,소재
373000,368500,374500,367500,376900,14.7,375400,365250,26858387,소재
367500,364000,373500,361500,374963.6364,14.49,373700,367075,26858604,소재
365500,370000,371500,364000,372790.9091,14.41,369800,368550,26819356,소재
366000,369500,372500,364000,370881.8182,14.43,368000,370225,26826800,소재
364000,364000,366500,358500,369063.6364,14.35,367200,371775,26821378,소재
354500,366000,366500,351000,365827.2727,13.97,363500,372975,26775266,소재
356500,355500,358500,354000,363472.7273,14.05,361300,372725,26773815,소재
366000,355500,366500,352500,363200,14.43,361400,372400,26767678,소재
372000,366000,374500,360500,364363.6364,14.66,362600,372275,26782786,소재
366000,372500,376500,365000,364490.9091,14.43,363000,371725,26772403,소재
374000,368500,375000,366500,366109.0909,14.74,366900,371675,26719129,소재
363500,370500,370500,363000,365800,14.33,368300,371125,26713339,소재
366000,362000,366000,355500,366018.1818,14.43,368300,370675,26685756,소재
368000,365500,370500,360500,366590.9091,14.51,367500,369525,26672558,소재
367500,369500,371500,364000,367036.3636,14.49,367800,368850,26646496,소재
358000,367000,368000,356500,365690.9091,14.11,364600,367600,26619674,소재
351000,358000,360500,349000,363009.0909,13.84,362100,366350,26603426,소재
352000,351500,356000,344500,360609.0909,13.88,359300,364700,26640002,소재
347000,348500,356000,346000,357554.5455,13.68,355100,363300,26578687,소재
341000,347000,351000,338000,353863.6364,13.44,349800,361950,26569929,소재
343500,343000,348500,341500,351081.8182,13.54,346900,360475,26592806,소재
350000,347000,354000,346500,350036.3636,13.8,346700,359600,26588338,소재
352000,348500,356000,348500,349600,13.88,346700,358925,26556104,소재
354000,359000,363500,353000,349781.8182,13.96,348100,358325,26559089,소재
367000,354500,367000,350500,352581.8182,14.47,353300,358475,26516645,소재
360000,371000,371000,359000,354118.1818,14.19,356600,358750,26521442,소재
361000,358500,364000,354000,355800,14.23,358800,358975,26431335,소재
367000,364500,367500,360000,358390.9091,14.47,361800,359025,26443591,소재
370000,360000,372500,360000,361254.5455,14.59,365000,358925,26442382,소재
365500,370500,373000,365000,362881.8182,14.41,364700,358900,26463259,소재
368500,365500,372000,365500,364609.0909,14.53,366400,358625,26474276,소재
353000,370500,373000,351000,363063.6364,13.92,364800,358100,26525602,소재
329500,355000,355500,328500,357190.9091,12.99,357300,356275,26524009,소재
324000,331500,334500,319500,350727.2727,12.77,348100,354075,26404835,소재
321500,321000,327000,319000,344354.5455,12.67,339300,351775,26284769,소재
316000,323000,326500,316000,337809.0909,12.46,328800,349675,26210304,소재
307000,307000,311500,302000,330427.2727,12.1,319600,347475,26162953,소재
315500,307000,319000,305000,325572.7273,12.44,316800,345650,26160798,소재
324500,317000,329500,316000,323290.9091,12.79,316900,344525,26156858,소재
318500,329000,329000,318500,320745.4545,12.56,316300,343400,26139292,소재
325000,325000,329000,321500,320236.3636,12.81,318100,342475,26132264,소재
317000,326000,328500,316000,319063.6364,12.5,320100,340825,26156198,소재
330000,314000,333500,313500,320909.0909,13.01,323000,339725,26157420,소재
337500,328000,339000,323000,324109.0909,13.3,325600,338900,26160893,소재
329000,334500,337000,326000,325518.1818,12.97,327700,337000,26160337,소재
330500,334500,343000,328000,327063.6364,13.03,328800,335525,26149114,소재
339500,323500,339500,323000,329981.8182,13.38,333300,334450,26140156,소재
324000,344000,344500,317500,329490.9091,12.77,332100,332300,26114547,소재
335500,340000,348000,331500,330936.3636,13.23,331700,330575,26060087,소재
338500,335500,346000,329500,332727.2727,13.34,333600,329225,26126006,소재
347000,336000,348000,330000,335700,13.68,336900,328150,26075978,소재
339000,350000,352500,338500,336818.1818,13.36,336800,327450,26125593,소재
358000,347000,359000,345000,340990.9091,14.11,343600,328875,26139661,소재
356000,356500,363500,348000,344290.9091,14.03,347700,330475,26190448,소재
350000,359500,359500,345500,346163.6364,13.8,350000,331900,26197923,소재
340000,348000,350000,338500,345836.3636,13.4,348600,333100,26183888,소재
335000,345000,347000,335000,344427.2727,13.21,347800,334500,26131741,소재
327500,335000,339000,326500,341736.3636,12.91,341700,335100,26108048,소재
333500,328500,335000,323500,340072.7273,13.15,337200,335550,26171384,소재
335500,328500,335500,321500,338809.0909,13.23,334300,336400,26176778,소재
340000,338000,343000,332000,338418.1818,13.4,334300,337150,26167706,소재
342000,337000,342500,335000,338518.1818,13.48,335700,338400,26140925,소재
344500,344500,347500,342000,339018.1818,13.58,339100,339125,26103418,소재
345500,342000,346000,341000,339945.4545,13.62,341500,339525,26127750,소재
339500,343500,344500,335000,339972.7273,13.38,342300,340050,26133161,소재
340500,335500,343500,334500,340372.7273,13.42,342400,340550,26161558,소재
338000,341000,341000,335000,340309.0909,13.32,341600,340475,26156732,소재
328500,338000,343000,327500,338463.6364,12.95,338400,340700,26157714,소재
335000,330500,338000,329000,337781.8182,13.21,336300,340675,26151782,소재
343000,337000,343000,330000,338527.2727,13.52,337000,340900,26132191,소재
347000,344000,347500,340500,339863.6364,13.68,338300,340900,26209191,소재
347500,351000,351500,345500,341163.6364,13.7,340200,341325,26314326,소재
345500,349500,351500,344000,342000,13.62,343600,340700,26380345,소재
365000,351500,366000,351500,346363.6364,14.39,349600,341150,26407585,소재
358500,364000,364000,354500,349190.9091,14.13,352700,341575,26517538,소재
354500,350000,357500,348000,350945.4545,13.97,354200,342300,26523119,소재
353500,358000,363500,350000,352263.6364,13.94,355400,343225,26518088,소재
351500,355000,360000,351000,352936.3636,13.86,356600,344425,26519626,소재
345000,347500,351000,340500,352009.0909,13.6,352600,345000,26529263,소재
349500,343500,351500,343500,351718.1818,13.78,350800,345700,26507857,소재
350000,351500,353000,346000,351400,13.8,349900,346200,26438355,소재
355000,352500,361000,350000,351936.3636,13.99,350200,346850,26428675,소재
351500,356500,361000,346000,351700,13.86,350200,347200,26482987,소재
351500,352500,358000,351500,351354.5455,13.86,351500,347500,26503749,소재
340000,349000,349500,337500,349163.6364,13.4,349600,347525,26498612,소재
352500,342000,355000,342000,349581.8182,13.9,350100,348125,26447038,소재
344000,351500,351500,338000,348490.9091,13.56,347900,348425,26495665,소재
358500,344000,361500,341500,350209.0909,14.13,349300,349925,26446089,소재
357500,357000,362500,355000,351618.1818,14.09,350500,351050,26520670,소재
353000,350000,356500,347500,351981.8182,13.92,353100,351550,26522181,소재
347000,359000,359500,345500,351190.9091,13.68,352000,351550,26493011,소재
347000,349000,352500,345500,350454.5455,13.68,352600,351525,26481911,소재
337000,351000,353500,335500,348045.4545,13.28,348300,351100,26494338,소재
328000,337500,341000,327500,344263.6364,12.93,342400,349250,26477402,소재
330500,327500,331500,321500,341363.6364,13.03,337900,347850,26484791,소재
343000,340000,350000,337500,340909.0909,13.52,337100,347275,26509547,소재
349500,346500,351500,343000,341809.0909,13.78,337600,347075,26485268,소재
352000,349500,353000,346500,343063.6364,13.88,340600,347100,26526893,소재
347000,352000,354000,344500,343527.2727,13.68,344400,347200,26518692,소재
349000,347000,353000,344000,344545.4545,13.76,348100,347175,26514650,소재
350500,349000,354500,347000,345909.0909,13.82,349600,347200,26512292,소재
356000,350500,356000,348500,348209.0909,14.03,350900,347250,26523961,소재
366000,356000,367500,356000,352163.6364,14.43,353700,347975,26524774,소재
360000,366000,369500,359500,354500,14.19,356300,348400,26602473,소재
368500,365500,371000,363000,357800,14.53,360200,349825,26677035,소재
370000,370000,373000,366000,360681.8182,14.59,364100,350700,26702595,소재
